"","SUMLEV","STATE","COUNTY","TRACT","PUMA","CenTrN","GEOID10","AFFGEOID10","CLASS","SEXLEVEL","SEX","DIS","CDF","Range0","Range1"
"445",140,24,5,"401507",507,149,24005401507,"1400000US24005401507",0,"Total",5129,0,0,0,0
"446",140,24,5,"401507",507,149,24005401507,"1400000US24005401507",1,"Male",2472,0.481965295379216,0.481965295379216,0,0.481965813413921
"447",140,24,5,"401507",507,149,24005401507,"1400000US24005401507",2,"Female",2657,0.518034704620784,1,0.481965813413921,1
"448",140,24,5,"402201",501,150,24005402201,"1400000US24005402201",0,"Total",3441,0,0,0,0
"449",140,24,5,"402201",501,150,24005402201,"1400000US24005402201",1,"Male",1780,0.51729148503342,0.51729148503342,0,0.517291967741935
"450",140,24,5,"402201",501,150,24005402201,"1400000US24005402201",2,"Female",1661,0.482708514966579,1,0.517291967741935,1
"451",140,24,5,"402202",501,151,24005402202,"1400000US24005402202",0,"Total",1697,0,0,0,0
"452",140,24,5,"402202",501,151,24005402202,"1400000US24005402202",1,"Male",854,0.503241013553329,0.503241013553329,0,0.503241510312316
"453",140,24,5,"402202",501,151,24005402202,"1400000US24005402202",2,"Female",843,0.496758986446671,1,0.503241510312316,1
"454",140,24,5,"402302",502,152,24005402302,"1400000US24005402302",0,"Total",4990,0,0,0,0
"455",140,24,5,"402302",502,152,24005402302,"1400000US24005402302",1,"Male",2246,0.450100200400802,0.450100200400802,0,0.450100750300601
"456",140,24,5,"402302",502,152,24005402302,"1400000US24005402302",2,"Female",2744,0.549899799599198,1,0.450100750300601,1
"457",140,24,5,"402303",502,153,24005402303,"1400000US24005402303",0,"Total",6426,0,0,0,0
"458",140,24,5,"402303",502,153,24005402303,"1400000US24005402303",1,"Male",2946,0.458450046685341,0.458450046685341,0,0.458450588235294
"459",140,24,5,"402303",502,153,24005402303,"1400000US24005402303",2,"Female",3480,0.541549953314659,1,0.458450588235294,1
"460",140,24,5,"402304",503,154,24005402304,"1400000US24005402304",0,"Total",3593,0,0,0,0
"461",140,24,5,"402304",503,154,24005402304,"1400000US24005402304",1,"Male",1688,0.469802393543,0.469802393543,0,0.469802923740607
"462",140,24,5,"402304",503,154,24005402304,"1400000US24005402304",2,"Female",1905,0.530197606457,1,0.469802923740607,1
"463",140,24,5,"402305",503,155,24005402305,"1400000US24005402305",0,"Total",1977,0,0,0,0
"464",140,24,5,"402305",503,155,24005402305,"1400000US24005402305",1,"Male",938,0.474456246838644,0.474456246838644,0,0.474456772382398
"465",140,24,5,"402305",503,155,24005402305,"1400000US24005402305",2,"Female",1039,0.525543753161356,1,0.474456772382398,1
"466",140,24,5,"402306",502,156,24005402306,"1400000US24005402306",0,"Total",3798,0,0,0,0
"467",140,24,5,"402306",502,156,24005402306,"1400000US24005402306",1,"Male",1658,0.436545550289626,0.436545550289626,0,0.436546113744076
"468",140,24,5,"402306",502,156,24005402306,"1400000US24005402306",2,"Female",2140,0.563454449710374,1,0.436546113744076,1
"469",140,24,5,"402307",502,157,24005402307,"1400000US24005402307",0,"Total",5925,0,0,0,0
"470",140,24,5,"402307",502,157,24005402307,"1400000US24005402307",1,"Male",2541,0.428860759493671,0.428860759493671,0,0.428861330632911
"471",140,24,5,"402307",502,157,24005402307,"1400000US24005402307",2,"Female",3384,0.571139240506329,1,0.428861330632911,1
"472",140,24,5,"402403",503,158,24005402403,"1400000US24005402403",0,"Total",2283,0,0,0,0
"473",140,24,5,"402403",503,158,24005402403,"1400000US24005402403",1,"Male",1019,0.446342531756461,0.446342531756461,0,0.446343085413929
"474",140,24,5,"402403",503,158,24005402403,"1400000US24005402403",2,"Female",1264,0.553657468243539,1,0.446343085413929,1
"475",140,24,5,"402404",503,159,24005402404,"1400000US24005402404",0,"Total",5072,0,0,0,0
"476",140,24,5,"402404",503,159,24005402404,"1400000US24005402404",1,"Male",2286,0.450709779179811,0.450709779179811,0,0.450710328470032
"477",140,24,5,"402404",503,159,24005402404,"1400000US24005402404",2,"Female",2786,0.549290220820189,1,0.450710328470032,1
"478",140,24,5,"402405",503,160,24005402405,"1400000US24005402405",0,"Total",3433,0,0,0,0
"479",140,24,5,"402405",503,160,24005402405,"1400000US24005402405",1,"Male",1589,0.462860471890475,0.462860471890475,0,0.462861009030003
"480",140,24,5,"402405",503,160,24005402405,"1400000US24005402405",2,"Female",1844,0.537139528109525,1,0.462861009030003,1
"481",140,24,5,"402406",502,161,24005402406,"1400000US24005402406",0,"Total",6532,0,0,0,0
"482",140,24,5,"402406",502,161,24005402406,"1400000US24005402406",1,"Male",2808,0.429883649724434,0.429883649724434,0,0.429884219840784
"483",140,24,5,"402406",502,161,24005402406,"1400000US24005402406",2,"Female",3724,0.570116350275566,1,0.429884219840784,1
"484",140,24,5,"402407",502,162,24005402407,"1400000US24005402407",0,"Total",1371,0,0,0,0
"485",140,24,5,"402407",502,162,24005402407,"1400000US24005402407",1,"Male",604,0.440554339897885,0.440554339897885,0,0.440554899343545
"486",140,24,5,"402407",502,162,24005402407,"1400000US24005402407",2,"Female",767,0.559445660102115,1,0.440554899343545,1
"487",140,24,5,"402503",501,163,24005402503,"1400000US24005402503",0,"Total",4524,0,0,0,0
"488",140,24,5,"402503",501,163,24005402503,"1400000US24005402503",1,"Male",1994,0.440760389036251,0.440760389036251,0,0.440760948275862
"489",140,24,5,"402503",501,163,24005402503,"1400000US24005402503",2,"Female",2530,0.559239610963749,1,0.440760948275862,1
"490",140,24,5,"402504",501,164,24005402504,"1400000US24005402504",0,"Total",4177,0,0,0,0
"491",140,24,5,"402504",501,164,24005402504,"1400000US24005402504",1,"Male",1923,0.460378261910462,0.460378261910462,0,0.4603788015322
"492",140,24,5,"402504",501,164,24005402504,"1400000US24005402504",2,"Female",2254,0.539621738089538,1,0.4603788015322,1
"493",140,24,5,"402505",502,165,24005402505,"1400000US24005402505",0,"Total",3239,0,0,0,0
"494",140,24,5,"402505",502,165,24005402505,"1400000US24005402505",1,"Male",1410,0.435319543068848,0.435319543068848,0,0.435320107749305
"495",140,24,5,"402505",502,165,24005402505,"1400000US24005402505",2,"Female",1829,0.564680456931152,1,0.435320107749305,1
"496",140,24,5,"402506",502,166,24005402506,"1400000US24005402506",0,"Total",4304,0,0,0,0
"497",140,24,5,"402506",502,166,24005402506,"1400000US24005402506",1,"Male",2013,0.467704460966543,0.467704460966543,0,0.467704993262082
"498",140,24,5,"402506",502,166,24005402506,"1400000US24005402506",2,"Female",2291,0.532295539033457,1,0.467704993262082,1
"499",140,24,5,"402509",502,167,24005402509,"1400000US24005402509",0,"Total",8541,0,0,0,0
"500",140,24,5,"402509",502,167,24005402509,"1400000US24005402509",1,"Male",3823,0.447605666783749,0.447605666783749,0,0.447606219178082
"501",140,24,5,"402509",502,167,24005402509,"1400000US24005402509",2,"Female",4718,0.552394333216251,1,0.447606219178082,1
"502",140,24,5,"402602",502,168,24005402602,"1400000US24005402602",0,"Total",2045,0,0,0,0
"503",140,24,5,"402602",502,168,24005402602,"1400000US24005402602",1,"Male",935,0.45721271393643,0.45721271393643,0,0.457213256723716
"504",140,24,5,"402602",502,168,24005402602,"1400000US24005402602",2,"Female",1110,0.54278728606357,1,0.457213256723716,1
"505",140,24,5,"402603",502,169,24005402603,"1400000US24005402603",0,"Total",6017,0,0,0,0
"506",140,24,5,"402603",502,169,24005402603,"1400000US24005402603",1,"Male",2658,0.441748379591158,0.441748379591158,0,0.441748937842779
"507",140,24,5,"402603",502,169,24005402603,"1400000US24005402603",2,"Female",3359,0.558251620408842,1,0.441748937842779,1
"508",140,24,5,"402604",502,170,24005402604,"1400000US24005402604",0,"Total",5966,0,0,0,0
"509",140,24,5,"402604",502,170,24005402604,"1400000US24005402604",1,"Male",2740,0.459269192088502,0.459269192088501,0,0.459269732819309
"510",140,24,5,"402604",502,170,24005402604,"1400000US24005402604",2,"Female",3226,0.540730807911499,1,0.459269732819309,1
"511",140,24,5,"403100",503,171,24005403100,"1400000US24005403100",0,"Total",2462,0,0,0,0
"512",140,24,5,"403100",503,171,24005403100,"1400000US24005403100",1,"Male",1050,0.426482534524777,0.426482534524776,0,0.426483108042242
"513",140,24,5,"403100",503,171,24005403100,"1400000US24005403100",2,"Female",1412,0.573517465475223,1,0.426483108042242,1
"514",140,24,5,"403201",503,172,24005403201,"1400000US24005403201",0,"Total",3076,0,0,0,0
"515",140,24,5,"403201",503,172,24005403201,"1400000US24005403201",1,"Male",1427,0.463914174252276,0.463914174252276,0,0.463914710338101
"516",140,24,5,"403201",503,172,24005403201,"1400000US24005403201",2,"Female",1649,0.536085825747724,1,0.463914710338101,1
"517",140,24,5,"403202",503,173,24005403202,"1400000US24005403202",0,"Total",2076,0,0,0,0
"518",140,24,5,"403202",503,173,24005403202,"1400000US24005403202",1,"Male",969,0.466763005780347,0.466763005780347,0,0.466763539017341
"519",140,24,5,"403202",503,173,24005403202,"1400000US24005403202",2,"Female",1107,0.533236994219653,1,0.466763539017341,1
"520",140,24,5,"403300",503,174,24005403300,"1400000US24005403300",0,"Total",2443,0,0,0,0
"521",140,24,5,"403300",503,174,24005403300,"1400000US24005403300",1,"Male",1177,0.481784690953745,0.481784690953745,0,0.481785209169054
"522",140,24,5,"403300",503,174,24005403300,"1400000US24005403300",2,"Female",1266,0.518215309046255,1,0.481785209169054,1
"523",140,24,5,"403401",503,175,24005403401,"1400000US24005403401",0,"Total",3336,0,0,0,0
"524",140,24,5,"403401",503,175,24005403401,"1400000US24005403401",1,"Male",1362,0.408273381294964,0.408273381294964,0,0.408273973021583
"525",140,24,5,"403401",503,175,24005403401,"1400000US24005403401",2,"Female",1974,0.591726618705036,1,0.408273973021583,1
"526",140,24,5,"403402",503,176,24005403402,"1400000US24005403402",0,"Total",4442,0,0,0,0
"527",140,24,5,"403402",503,176,24005403402,"1400000US24005403402",1,"Male",1942,0.437190454750113,0.437190454750113,0,0.437191017559658
"528",140,24,5,"403402",503,176,24005403402,"1400000US24005403402",2,"Female",2500,0.562809545249887,1,0.437191017559658,1
"529",140,24,5,"403500",503,177,24005403500,"1400000US24005403500",0,"Total",4958,0,0,0,0
"530",140,24,5,"403500",503,177,24005403500,"1400000US24005403500",1,"Male",2398,0.483662767244857,0.483662767244857,0,0.48366328358209
"531",140,24,5,"403500",503,177,24005403500,"1400000US24005403500",2,"Female",2560,0.516337232755143,1,0.48366328358209,1
"532",140,24,5,"403601",503,178,24005403601,"1400000US24005403601",0,"Total",4682,0,0,0,0
"533",140,24,5,"403601",503,178,24005403601,"1400000US24005403601",1,"Male",2211,0.472234087996583,0.472234087996583,0,0.472234615762495
"534",140,24,5,"403601",503,178,24005403601,"1400000US24005403601",2,"Female",2471,0.527765912003417,1,0.472234615762495,1
"535",140,24,5,"403602",503,179,24005403602,"1400000US24005403602",0,"Total",5133,0,0,0,0
"536",140,24,5,"403602",503,179,24005403602,"1400000US24005403602",1,"Male",2408,0.469121371517631,0.469121371517631,0,0.46912190239626
"537",140,24,5,"403602",503,179,24005403602,"1400000US24005403602",2,"Female",2725,0.530878628482369,1,0.46912190239626,1
"538",140,24,5,"403701",501,180,24005403701,"1400000US24005403701",0,"Total",6819,0,0,0,0
"539",140,24,5,"403701",501,180,24005403701,"1400000US24005403701",1,"Male",3156,0.462824461064672,0.462824461064672,0,0.462824998240211
"540",140,24,5,"403701",501,180,24005403701,"1400000US24005403701",2,"Female",3663,0.537175538935328,1,0.462824998240211,1
"541",140,24,5,"403702",502,181,24005403702,"1400000US24005403702",0,"Total",5014,0,0,0,0
"542",140,24,5,"403702",502,181,24005403702,"1400000US24005403702",1,"Male",2604,0.51934583167132,0.51934583167132,0,0.519346312325489
"543",140,24,5,"403702",502,181,24005403702,"1400000US24005403702",2,"Female",2410,0.48065416832868,1,0.519346312325489,1
"544",140,24,5,"403801",501,182,24005403801,"1400000US24005403801",0,"Total",1738,0,0,0,0
"545",140,24,5,"403801",501,182,24005403801,"1400000US24005403801",1,"Male",866,0.498273878020713,0.498273878020713,0,0.498274379746835
"546",140,24,5,"403801",501,182,24005403801,"1400000US24005403801",2,"Female",872,0.501726121979287,1,0.498274379746835,1
"547",140,24,5,"403802",501,183,24005403802,"1400000US24005403802",0,"Total",2863,0,0,0,0
"548",140,24,5,"403802",501,183,24005403802,"1400000US24005403802",1,"Male",1369,0.478169752008383,0.478169752008383,0,0.478170273838631
"549",140,24,5,"403802",501,183,24005403802,"1400000US24005403802",2,"Female",1494,0.521830247991617,1,0.478170273838631,1
"550",140,24,5,"403803",503,184,24005403803,"1400000US24005403803",0,"Total",3131,0,0,0,0
"551",140,24,5,"403803",503,184,24005403803,"1400000US24005403803",1,"Male",1495,0.477483232194187,0.477483232194187,0,0.477483754710955
"552",140,24,5,"403803",503,184,24005403803,"1400000US24005403803",2,"Female",1636,0.522516767805813,1,0.477483754710955,1
"553",140,24,5,"404101",502,185,24005404101,"1400000US24005404101",0,"Total",4150,0,0,0,0
"554",140,24,5,"404101",502,185,24005404101,"1400000US24005404101",1,"Male",1937,0.466746987951807,0.466746987951807,0,0.466747521204819
"555",140,24,5,"404101",502,185,24005404101,"1400000US24005404101",2,"Female",2213,0.533253012048193,1,0.466747521204819,1
"556",140,24,5,"404102",502,186,24005404102,"1400000US24005404102",0,"Total",5311,0,0,0,0
"557",140,24,5,"404102",502,186,24005404102,"1400000US24005404102",1,"Male",2530,0.47636979853135,0.47636979853135,0,0.476370322161551
"558",140,24,5,"404102",502,186,24005404102,"1400000US24005404102",2,"Female",2781,0.52363020146865,1,0.476370322161551,1
"559",140,24,5,"404201",502,187,24005404201,"1400000US24005404201",0,"Total",5777,0,0,0,0
"560",140,24,5,"404201",502,187,24005404201,"1400000US24005404201",1,"Male",2780,0.481218625584213,0.481218625584213,0,0.481219144365588
"561",140,24,5,"404201",502,187,24005404201,"1400000US24005404201",2,"Female",2997,0.518781374415787,1,0.481219144365588,1
"562",140,24,5,"404202",502,188,24005404202,"1400000US24005404202",0,"Total",7920,0,0,0,0
"563",140,24,5,"404202",502,188,24005404202,"1400000US24005404202",1,"Male",3484,0.43989898989899,0.43989898989899,0,0.43989955
"564",140,24,5,"404202",502,188,24005404202,"1400000US24005404202",2,"Female",4436,0.56010101010101,1,0.43989955,1
"565",140,24,5,"404402",502,189,24005404402,"1400000US24005404402",0,"Total",6477,0,0,0,0
"566",140,24,5,"404402",502,189,24005404402,"1400000US24005404402",1,"Male",3117,0.481241315423807,0.481241315423807,0,0.481241834182492
"567",140,24,5,"404402",502,189,24005404402,"1400000US24005404402",2,"Female",3360,0.518758684576193,1,0.481241834182492,1
"568",140,24,5,"404403",502,190,24005404403,"1400000US24005404403",0,"Total",4960,0,0,0,0
"569",140,24,5,"404403",502,190,24005404403,"1400000US24005404403",1,"Male",2330,0.469758064516129,0.469758064516129,0,0.469758594758064
"570",140,24,5,"404403",502,190,24005404403,"1400000US24005404403",2,"Female",2630,0.530241935483871,1,0.469758594758064,1
"571",140,24,5,"404404",502,191,24005404404,"1400000US24005404404",0,"Total",4812,0,0,0,0
"572",140,24,5,"404404",502,191,24005404404,"1400000US24005404404",1,"Male",2285,0.474854530340815,0.474854530340815,0,0.474855055486284
"573",140,24,5,"404404",502,191,24005404404,"1400000US24005404404",2,"Female",2527,0.525145469659185,1,0.474855055486284,1
"574",140,24,5,"404501",502,192,24005404501,"1400000US24005404501",0,"Total",6676,0,0,0,0
"575",140,24,5,"404501",502,192,24005404501,"1400000US24005404501",1,"Male",3140,0.470341521869383,0.470341521869383,0,0.470342051527861
"576",140,24,5,"404501",502,192,24005404501,"1400000US24005404501",2,"Female",3536,0.529658478130617,1,0.470342051527861,1
"577",140,24,5,"404502",502,193,24005404502,"1400000US24005404502",0,"Total",3743,0,0,0,0
"578",140,24,5,"404502",502,193,24005404502,"1400000US24005404502",1,"Male",1720,0.459524445631846,0.459524445631846,0,0.459524986107401
"579",140,24,5,"404502",502,193,24005404502,"1400000US24005404502",2,"Female",2023,0.540475554368154,1,0.459524986107401,1
"580",140,24,5,"404600",501,194,24005404600,"1400000US24005404600",0,"Total",2682,0,0,0,0
"581",140,24,5,"404600",501,194,24005404600,"1400000US24005404600",1,"Male",1326,0.494407158836689,0.494407158836689,0,0.49440766442953
"582",140,24,5,"404600",501,194,24005404600,"1400000US24005404600",2,"Female",1356,0.505592841163311,1,0.49440766442953,1
"583",140,24,5,"404800",501,195,24005404800,"1400000US24005404800",0,"Total",1953,0,0,0,0
"584",140,24,5,"404800",501,195,24005404800,"1400000US24005404800",1,"Male",987,0.505376344086022,0.505376344086022,0,0.505376838709677
"585",140,24,5,"404800",501,195,24005404800,"1400000US24005404800",2,"Female",966,0.494623655913978,1,0.505376838709677,1
"586",140,24,5,"404900",501,196,24005404900,"1400000US24005404900",0,"Total",4745,0,0,0,0
"587",140,24,5,"404900",501,196,24005404900,"1400000US24005404900",1,"Male",2264,0.477133825079031,0.477133825079031,0,0.477134347945206
"588",140,24,5,"404900",501,196,24005404900,"1400000US24005404900",2,"Female",2481,0.522866174920969,1,0.477134347945206,1
"589",140,24,5,"405000",501,197,24005405000,"1400000US24005405000",0,"Total",4446,0,0,0,0
"590",140,24,5,"405000",501,197,24005405000,"1400000US24005405000",1,"Male",2207,0.496401259559154,0.496401259559154,0,0.496401763157895
"591",140,24,5,"405000",501,197,24005405000,"1400000US24005405000",2,"Female",2239,0.503598740440846,1,0.496401763157895,1
"592",140,24,5,"406000",501,198,24005406000,"1400000US24005406000",0,"Total",5789,0,0,0,0
"593",140,24,5,"406000",501,198,24005406000,"1400000US24005406000",1,"Male",2928,0.505786837104854,0.505786837104854,0,0.505787331318017
"594",140,24,5,"406000",501,198,24005406000,"1400000US24005406000",2,"Female",2861,0.494213162895146,1,0.505787331318017,1
"595",140,24,5,"407001",501,199,24005407001,"1400000US24005407001",0,"Total",3267,0,0,0,0
"596",140,24,5,"407001",501,199,24005407001,"1400000US24005407001",1,"Male",1625,0.497398224670952,0.497398224670952,0,0.497398727272727
"597",140,24,5,"407001",501,199,24005407001,"1400000US24005407001",2,"Female",1642,0.502601775329048,1,0.497398727272727,1
"598",140,24,5,"407002",501,200,24005407002,"1400000US24005407002",0,"Total",5497,0,0,0,0
"599",140,24,5,"407002",501,200,24005407002,"1400000US24005407002",1,"Male",2742,0.498817536838275,0.498817536838275,0,0.498818038020739
"600",140,24,5,"407002",501,200,24005407002,"1400000US24005407002",2,"Female",2755,0.501182463161725,1,0.498818038020739,1
"601",140,24,5,"408100",501,201,24005408100,"1400000US24005408100",0,"Total",5924,0,0,0,0
"602",140,24,5,"408100",501,201,24005408100,"1400000US24005408100",1,"Male",2712,0.457798784604997,0.457798784604997,0,0.457799326806212
"603",140,24,5,"408100",501,201,24005408100,"1400000US24005408100",2,"Female",3212,0.542201215395003,1,0.457799326806212,1
"604",140,24,5,"408200",501,202,24005408200,"1400000US24005408200",0,"Total",1853,0,0,0,0
"605",140,24,5,"408200",501,202,24005408200,"1400000US24005408200",1,"Male",944,0.509444144630329,0.509444144630329,0,0.509444635186185
"606",140,24,5,"408200",501,202,24005408200,"1400000US24005408200",2,"Female",909,0.490555855369671,1,0.509444635186185,1
"607",140,24,5,"408302",501,203,24005408302,"1400000US24005408302",0,"Total",2947,0,0,0,0
"608",140,24,5,"408302",501,203,24005408302,"1400000US24005408302",1,"Male",1388,0.470987444859179,0.470987444859179,0,0.470987973871734
"609",140,24,5,"408302",501,203,24005408302,"1400000US24005408302",2,"Female",1559,0.529012555140821,1,0.470987973871734,1
"610",140,24,5,"408303",501,204,24005408303,"1400000US24005408303",0,"Total",3494,0,0,0,0
"611",140,24,5,"408303",501,204,24005408303,"1400000US24005408303",1,"Male",1717,0.49141385231826,0.49141385231826,0,0.491414360904408
"612",140,24,5,"408303",501,204,24005408303,"1400000US24005408303",2,"Female",1777,0.50858614768174,1,0.491414360904408,1
"613",140,24,5,"408304",501,205,24005408304,"1400000US24005408304",0,"Total",4677,0,0,0,0
"614",140,24,5,"408304",501,205,24005408304,"1400000US24005408304",1,"Male",2086,0.446012401111824,0.446012401111824,0,0.446012955099423
"615",140,24,5,"408304",501,205,24005408304,"1400000US24005408304",2,"Female",2591,0.553987598888176,1,0.446012955099423,1
"616",140,24,5,"408400",503,206,24005408400,"1400000US24005408400",0,"Total",773,0,0,0,0
"617",140,24,5,"408400",503,206,24005408400,"1400000US24005408400",1,"Male",326,0.421733505821475,0.421733505821475,0,0.421734084087969
"618",140,24,5,"408400",503,206,24005408400,"1400000US24005408400",2,"Female",447,0.578266494178525,1,0.421734084087969,1
"619",140,24,5,"408502",503,207,24005408502,"1400000US24005408502",0,"Total",5586,0,0,0,0
"620",140,24,5,"408502",503,207,24005408502,"1400000US24005408502",1,"Male",2478,0.443609022556391,0.443609022556391,0,0.443609578947368
"621",140,24,5,"408502",503,207,24005408502,"1400000US24005408502",2,"Female",3108,0.556390977443609,1,0.443609578947368,1
"622",140,24,5,"408503",503,208,24005408503,"1400000US24005408503",0,"Total",3377,0,0,0,0
"623",140,24,5,"408503",503,208,24005408503,"1400000US24005408503",1,"Male",1694,0.501628664495114,0.501628664495114,0,0.50162916286645
"624",140,24,5,"408503",503,208,24005408503,"1400000US24005408503",2,"Female",1683,0.498371335504886,1,0.50162916286645,1
"625",140,24,5,"408505",503,209,24005408505,"1400000US24005408505",0,"Total",3853,0,0,0,0
"626",140,24,5,"408505",503,209,24005408505,"1400000US24005408505",1,"Male",1842,0.478069037113937,0.478069037113937,0,0.4780695590449
"627",140,24,5,"408505",503,209,24005408505,"1400000US24005408505",2,"Female",2011,0.521930962886063,1,0.4780695590449,1
"628",140,24,5,"408506",503,210,24005408506,"1400000US24005408506",0,"Total",4706,0,0,0,0
"629",140,24,5,"408506",503,210,24005408506,"1400000US24005408506",1,"Male",2320,0.492987675308117,0.492987675308117,0,0.492988182320442
"630",140,24,5,"408506",503,210,24005408506,"1400000US24005408506",2,"Female",2386,0.507012324691883,1,0.492988182320442,1
"631",140,24,5,"408507",503,211,24005408507,"1400000US24005408507",0,"Total",5966,0,0,0,0
"632",140,24,5,"408507",503,211,24005408507,"1400000US24005408507",1,"Male",2959,0.495977204156889,0.495977204156889,0,0.495977708179685
"633",140,24,5,"408507",503,211,24005408507,"1400000US24005408507",2,"Female",3007,0.504022795843111,1,0.495977708179685,1
"634",140,24,5,"408601",503,212,24005408601,"1400000US24005408601",0,"Total",3760,0,0,0,0
"635",140,24,5,"408601",503,212,24005408601,"1400000US24005408601",1,"Male",1781,0.473670212765957,0.473670212765958,0,0.473670739095745
"636",140,24,5,"408601",503,212,24005408601,"1400000US24005408601",2,"Female",1979,0.526329787234043,1,0.473670739095745,1
"637",140,24,5,"408602",503,213,24005408602,"1400000US24005408602",0,"Total",2094,0,0,0,0
"638",140,24,5,"408602",503,213,24005408602,"1400000US24005408602",1,"Male",999,0.477077363896848,0.477077363896848,0,0.477077886819484
"639",140,24,5,"408602",503,213,24005408602,"1400000US24005408602",2,"Female",1095,0.522922636103152,1,0.477077886819484,1
"640",140,24,5,"408702",503,214,24005408702,"1400000US24005408702",0,"Total",2445,0,0,0,0
"641",140,24,5,"408702",503,214,24005408702,"1400000US24005408702",1,"Male",1119,0.457668711656442,0.457668711656442,0,0.45766925398773
"642",140,24,5,"408702",503,214,24005408702,"1400000US24005408702",2,"Female",1326,0.542331288343558,1,0.45766925398773,1
"643",140,24,5,"408703",503,215,24005408703,"1400000US24005408703",0,"Total",5944,0,0,0,0
"644",140,24,5,"408703",503,215,24005408703,"1400000US24005408703",1,"Male",2755,0.463492597577389,0.463492597577389,0,0.463493134084791
"645",140,24,5,"408703",503,215,24005408703,"1400000US24005408703",2,"Female",3189,0.536507402422611,1,0.463493134084791,1
"646",140,24,5,"408704",503,216,24005408704,"1400000US24005408704",0,"Total",5458,0,0,0,0
"647",140,24,5,"408704",503,216,24005408704,"1400000US24005408704",1,"Male",2610,0.478197141810187,0.478197141810187,0,0.478197663613045
"648",140,24,5,"408704",503,216,24005408704,"1400000US24005408704",2,"Female",2848,0.521802858189813,1,0.478197663613045,1
"649",140,24,5,"408800",503,217,24005408800,"1400000US24005408800",0,"Total",2304,0,0,0,0
"650",140,24,5,"408800",503,217,24005408800,"1400000US24005408800",1,"Male",1076,0.467013888888889,0.467013888888889,0,0.467014421875
"651",140,24,5,"408800",503,217,24005408800,"1400000US24005408800",2,"Female",1228,0.532986111111111,1,0.467014421875,1
"652",140,24,5,"408900",503,218,24005408900,"1400000US24005408900",0,"Total",2853,0,0,0,0
"653",140,24,5,"408900",503,218,24005408900,"1400000US24005408900",1,"Male",1348,0.47248510339993,0.47248510339993,0,0.472485630914826
"654",140,24,5,"408900",503,218,24005408900,"1400000US24005408900",2,"Female",1505,0.52751489660007,1,0.472485630914826,1
"655",140,24,5,"410100",501,219,24005410100,"1400000US24005410100",0,"Total",6029,0,0,0,0
"656",140,24,5,"410100",501,219,24005410100,"1400000US24005410100",1,"Male",2950,0.489301708409355,0.489301708409355,0,0.489302219107646
"657",140,24,5,"410100",501,219,24005410100,"1400000US24005410100",2,"Female",3079,0.510698291590645,1,0.489302219107646,1
"658",140,24,5,"410200",501,220,24005410200,"1400000US24005410200",0,"Total",4664,0,0,0,0
"659",140,24,5,"410200",501,220,24005410200,"1400000US24005410200",1,"Male",2321,0.497641509433962,0.497641509433962,0,0.497642011792453
"660",140,24,5,"410200",501,220,24005410200,"1400000US24005410200",2,"Female",2343,0.502358490566038,1,0.497642011792453,1
"661",140,24,5,"411101",501,221,24005411101,"1400000US24005411101",0,"Total",2261,0,0,0,0
"662",140,24,5,"411101",501,221,24005411101,"1400000US24005411101",1,"Male",1105,0.488721804511278,0.488721804511278,0,0.488722315789474
"663",140,24,5,"411101",501,221,24005411101,"1400000US24005411101",2,"Female",1156,0.511278195488722,1,0.488722315789474,1
"664",140,24,5,"411102",501,222,24005411102,"1400000US24005411102",0,"Total",3043,0,0,0,0
"665",140,24,5,"411102",501,222,24005411102,"1400000US24005411102",1,"Male",1503,0.49392047321722,0.49392047321722,0,0.493920979296747
"666",140,24,5,"411102",501,222,24005411102,"1400000US24005411102",2,"Female",1540,0.50607952678278,1,0.493920979296747,1
"667",140,24,5,"411201",501,223,24005411201,"1400000US24005411201",0,"Total",3205,0,0,0,0
"668",140,24,5,"411201",501,223,24005411201,"1400000US24005411201",1,"Male",1567,0.488923556942278,0.488923556942278,0,0.488924068018721
"669",140,24,5,"411201",501,223,24005411201,"1400000US24005411201",2,"Female",1638,0.511076443057722,1,0.488924068018721,1
"670",140,24,5,"411202",501,224,24005411202,"1400000US24005411202",0,"Total",3770,0,0,0,0
"671",140,24,5,"411202",501,224,24005411202,"1400000US24005411202",1,"Male",1797,0.476657824933687,0.476657824933687,0,0.476658348275862
"672",140,24,5,"411202",501,224,24005411202,"1400000US24005411202",2,"Female",1973,0.523342175066313,1,0.476658348275862,1
"673",140,24,5,"411302",501,225,24005411302,"1400000US24005411302",0,"Total",3310,0,0,0,0
"674",140,24,5,"411302",501,225,24005411302,"1400000US24005411302",1,"Male",1653,0.499395770392749,0.499395770392749,0,0.499396270996979
"675",140,24,5,"411302",501,225,24005411302,"1400000US24005411302",2,"Female",1657,0.500604229607251,1,0.499396270996979,1
"676",140,24,5,"411303",505,226,24005411303,"1400000US24005411303",0,"Total",6040,0,0,0,0
"677",140,24,5,"411303",505,226,24005411303,"1400000US24005411303",1,"Male",2801,0.463741721854305,0.463741721854305,0,0.463742258112583
"678",140,24,5,"411303",505,226,24005411303,"1400000US24005411303",2,"Female",3239,0.536258278145695,1,0.463742258112583,1
"679",140,24,5,"411306",505,227,24005411306,"1400000US24005411306",0,"Total",5455,0,0,0,0
"680",140,24,5,"411306",505,227,24005411306,"1400000US24005411306",1,"Male",2511,0.460311640696609,0.460311640696609,0,0.460312180384968
