,X,CensusTrct,INCOME,CLASS,N_return,N_single,N_joint,N_head,N_dpnd,INC,INC_R,DIS,CDF,Range0,Range1
2263,17248,24005491500,"$1 under $25,000",1,11220,8130,920,1950,4060,19150,906,0.248423362,0.248423362,0,0.248423601
2264,17258,24005491500,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,18120,873,0.239374829,0.48779819,0.248423601,0.487798357
2265,17268,24005491500,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,12870,608,0.166712366,0.654510557,0.487798357,0.654510676
2266,17278,24005491500,"$75,000 under $100,000",4,3560,1100,1990,380,2100,9360,436,0.119550315,0.774060872,0.654510676,0.774061063
2267,17288,24005491500,"$100,000 under $200,000",5,4330,590,3490,210,3380,16120,697,0.191115986,0.965176858,0.774061063,0.965176893
2268,17298,24005491500,"$200,000 or more",6,490,60,400,20,420,3840,128,0.03509734,1.000274198,0.965176893,1
2269,17239,24005491600,Total,0,35270,18470,9980,5890,18070,62390,2589,0,0,0,0
2270,17249,24005491600,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,663,0.25608343,0.25608343,0,0.256083681
2271,17259,24005491600,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,651,0.251448436,0.507531866,0.256083681,0.507532037
2272,17269,24005491600,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,444,0.171494786,0.679026651,0.507532037,0.679026772
2273,17279,24005491600,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,314,0.121282348,0.800309,0.679026772,0.800309178
2274,17289,24005491600,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,463,0.178833526,0.979142526,0.800309178,0.979142547
2275,17299,24005491600,"$200,000 or more",6,490,60,400,20,420,1300,54,0.020857474,1,0.979142547,1
2276,172310,24005491701,Total,0,35270,18470,9980,5890,18070,62390,3843,0,0,0,0
2277,172410,24005491701,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,984,0.256049961,0.256049961,0,0.256050213
2278,172510,24005491701,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,967,0.251626334,0.507676295,0.256050213,0.507676466
2279,172610,24005491701,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,658,0.171220401,0.678896695,0.507676466,0.678896817
2280,172710,24005491701,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,466,0.121259433,0.800156128,0.678896817,0.800156307
2281,172810,24005491701,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,687,0.178766589,0.978922717,0.800156307,0.978922737
2282,172910,24005491701,"$200,000 or more",6,490,60,400,20,420,1300,80,0.02081707,0.999739787,0.978922737,1
2283,172311,24005491900,Total,0,35270,18470,9980,5890,18070,62390,1928,0,0,0,0
2284,172411,24005491900,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,494,0.256224066,0.256224066,0,0.256224318
2285,172511,24005491900,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,485,0.251556017,0.507780083,0.256224318,0.507780254
2286,172611,24005491900,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,330,0.171161826,0.678941909,0.507780254,0.67894203
2287,172711,24005491900,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,234,0.121369295,0.800311203,0.67894203,0.800311382
2288,172811,24005491900,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,345,0.178941909,0.979253112,0.800311382,0.979253133
2289,172911,24005491900,"$200,000 or more",6,490,60,400,20,420,1300,40,0.020746888,1,0.979253133,1
2290,172312,24005492001,Total,0,35270,18470,9980,5890,18070,62390,1331,0,0,0,0
2291,172412,24005492001,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,341,0.256198347,0.256198347,0,0.256198599
2292,172512,24005492001,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,335,0.251690458,0.507888805,0.256198599,0.507888977
2293,172612,24005492001,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,228,0.171299775,0.67918858,0.507888977,0.679188701
2294,172712,24005492001,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,161,0.120961683,0.800150263,0.679188701,0.800150442
2295,172812,24005492001,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,238,0.178812923,0.978963186,0.800150442,0.978963207
2296,172912,24005492001,"$200,000 or more",6,490,60,400,20,420,1300,28,0.021036814,1,0.978963207,1
2297,172313,24005492002,Total,0,35270,18470,9980,5890,18070,62390,3394,0,0,0,0
2298,172413,24005492002,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,869,0.256040071,0.256040071,0,0.256040322
2299,172513,24005492002,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,854,0.251620507,0.507660577,0.256040322,0.507660749
2300,172613,24005492002,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,582,0.171479081,0.679139658,0.507660749,0.679139779
2301,172713,24005492002,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,411,0.121096052,0.80023571,0.679139779,0.800235889
2302,172813,24005492002,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,607,0.178845021,0.979080731,0.800235889,0.979080752
2303,172913,24005492002,"$200,000 or more",6,490,60,400,20,420,1300,71,0.020919269,1,0.979080752,1
2304,172314,24005492101,Total,0,35270,18470,9980,5890,18070,62390,3510,0,0,0,0
2305,172414,24005492101,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,899,0.256125356,0.256125356,0,0.256125608
2306,172514,24005492101,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,883,0.251566952,0.507692308,0.256125608,0.507692479
2307,172614,24005492101,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,601,0.171225071,0.678917379,0.507692479,0.6789175
2308,172714,24005492101,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,425,0.121082621,0.8,0.6789175,0.800000179
2309,172814,24005492101,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,628,0.178917379,0.978917379,0.800000179,0.9789174
2310,172914,24005492101,"$200,000 or more",6,490,60,400,20,420,1300,73,0.020797721,0.9997151,0.9789174,1
2311,172315,24005492102,Total,0,35270,18470,9980,5890,18070,62390,1731,0,0,0,0
2312,172415,24005492102,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,443,0.255921433,0.255921433,0,0.255921685
2313,172515,24005492102,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,436,0.251877527,0.50779896,0.255921685,0.507799132
2314,172615,24005492102,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,297,0.171577123,0.679376083,0.507799132,0.679376205
2315,172715,24005492102,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,210,0.121317158,0.800693241,0.679376205,0.80069342
2316,172815,24005492102,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,310,0.179087233,0.979780474,0.80069342,0.979780495
2317,172915,24005492102,"$200,000 or more",6,490,60,400,20,420,1300,36,0.020797227,1.000577701,0.979780495,1
2318,12263,24005492200,Total,0,2120,910,1090,100,1050,66630,4252,0,0,0,0
2319,12273,24005492200,"$1 under $25,000",1,510,430,60,40,50,16620,1089,0.25611477,0.25611477,0,0.256115021
2320,12283,24005492200,"$25,000 under $50,000",2,320,220,80,0,70,16150,1070,0.251646284,0.507761054,0.256115021,0.507761225
2321,12293,24005492200,"$50,000 under $75,000",3,240,120,100,30,90,11130,728,0.171213547,0.6789746,0.507761225,0.678974721
2322,12303,24005492200,"$75,000 under $100,000",4,220,70,130,0,100,7990,515,0.121119473,0.800094073,0.678974721,0.800094252
2323,12313,24005492200,"$100,000 under $200,000",5,540,70,440,30,450,12590,761,0.1789746,0.979068674,0.800094252,0.979068694
2324,12323,24005492200,"$200,000 or more",6,290,0,280,0,290,2150,89,0.020931326,1,0.979068694,1
2325,16399,24005492300,Total,0,20050,9520,5940,4070,12390,75820,2899,0,0,0,0
2326,16409,24005492300,"$1 under $25,000",1,6940,4600,650,1560,3370,23030,920,0.317350811,0.317350811,0,0.317351091
2327,16419,24005492300,"$25,000 under $50,000",2,5390,2710,930,1580,3750,20640,813,0.280441532,0.597792342,0.317351091,0.597792493
2328,16429,24005492300,"$50,000 under $75,000",3,3200,1370,1110,590,2000,11820,436,0.150396689,0.748189031,0.597792493,0.748189132
2329,16439,24005492300,"$75,000 under $100,000",4,1840,490,1070,220,1220,7870,293,0.101069334,0.849258365,0.748189132,0.849258499
2330,16449,24005492300,"$100,000 under $200,000",5,2330,310,1880,120,1810,10980,390,0.134529148,0.983787513,0.849258499,0.983787529
2331,16459,24005492300,"$200,000 or more",6,350,40,300,0,240,1480,48,0.016557434,1.000344947,0.983787529,1
2332,136612,24005492401,Total,0,28090,13770,7970,5280,17030,79460,3060,0,0,0,0
2333,136712,24005492401,"$1 under $25,000",1,8070,5780,580,1520,3350,19340,769,0.25130719,0.25130719,0,0.251307418
2334,136812,24005492401,"$25,000 under $50,000",2,6380,3410,860,1810,4170,17790,700,0.22875817,0.480065359,0.251307418,0.480065519
2335,136912,24005492401,"$50,000 under $75,000",3,4660,2380,990,1030,2590,12540,489,0.159803922,0.639869281,0.480065519,0.6398694
2336,137012,24005492401,"$75,000 under $100,000",4,3100,1210,1190,530,1900,9350,363,0.118627451,0.758496732,0.6398694,0.75849692
2337,137112,24005492401,"$100,000 under $200,000",5,4250,880,2890,340,3400,15260,576,0.188235294,0.946732026,0.75849692,0.946732079
2338,137212,24005492401,"$200,000 or more",6,1630,110,1460,50,1620,5180,162,0.052941176,0.999673203,0.946732079,1
2339,136613,24005492402,Total,0,28090,13770,7970,5280,17030,52020,6235,0,0,0,0
2340,136713,24005492402,"$1 under $25,000",1,8070,5780,580,1520,3350,11810,1416,0.227105052,0.227105052,0,0.227105266
2341,136813,24005492402,"$25,000 under $50,000",2,6380,3410,860,1810,4170,11110,1332,0.213632719,0.440737771,0.227105266,0.440737924
2342,136913,24005492402,"$50,000 under $75,000",3,4660,2380,990,1030,2590,7980,956,0.153327987,0.594065758,0.440737924,0.594065874
2343,137013,24005492402,"$75,000 under $100,000",4,3100,1210,1190,530,1900,6020,722,0.115797915,0.709863673,0.594065874,0.709863873
2344,137113,24005492402,"$100,000 under $200,000",5,4250,880,2890,340,3400,10400,1247,0.2,0.909863673,0.709863873,0.909863763
2345,137213,24005492402,"$200,000 or more",6,1630,110,1460,50,1620,4700,563,0.090296712,1.000160385,0.909863763,1
2346,168810,24005492500,Total,0,16610,8520,4670,3050,10510,77390,267,0,0,0,0
2347,168910,24005492500,"$1 under $25,000",1,6030,4090,590,1270,3090,19360,58,0.217228464,0.217228464,0,0.217228652
2348,169010,24005492500,"$25,000 under $50,000",2,4710,2520,870,1180,3520,17240,50,0.187265918,0.404494382,0.217228652,0.404494517
2349,169110,24005492500,"$50,000 under $75,000",3,2540,1200,840,410,1500,10960,36,0.134831461,0.539325843,0.404494517,0.539325963
2350,169210,24005492500,"$75,000 under $100,000",4,1460,450,840,130,940,8770,32,0.119850187,0.65917603,0.539325963,0.659176296
2351,169310,24005492500,"$100,000 under $200,000",5,1720,260,1400,60,1330,17130,71,0.265917603,0.925093633,0.659176296,0.925093704
2352,169410,24005492500,"$200,000 or more",6,150,0,130,0,130,3930,19,0.071161049,0.996254682,0.925093704,1
2353,12264,24005492600,Total,0,2120,910,1090,100,1050,66630,3218,0,0,0,0
2354,12274,24005492600,"$1 under $25,000",1,510,430,60,40,50,16620,824,0.256059664,0.256059664,0,0.256059916
2355,12284,24005492600,"$25,000 under $50,000",2,320,220,80,0,70,16150,809,0.251398384,0.507458048,0.256059916,0.50745822
2356,12294,24005492600,"$50,000 under $75,000",3,240,120,100,30,90,11130,551,0.171224363,0.678682411,0.50745822,0.678682532
2357,12304,24005492600,"$75,000 under $100,000",4,220,70,130,0,100,7990,389,0.120882536,0.799564947,0.678682532,0.799565126
2358,12314,24005492600,"$100,000 under $200,000",5,540,70,440,30,450,12590,577,0.179303915,0.978868863,0.799565126,0.978868884
2359,12324,24005492600,"$200,000 or more",6,290,0,280,0,290,2150,68,0.021131137,1,0.978868884,1
2360,16323,24005980000,Total,0,4640,2230,1750,570,2510,8810,0,0,0,0,0
2361,16333,24005980000,"$1 under $25,000",1,1370,1030,160,160,410,1920,0,0,0,0,0
2362,16343,24005980000,"$25,000 under $50,000",2,1120,660,230,210,470,1800,0,0,0,0,0
2363,16353,24005980000,"$50,000 under $75,000",3,700,320,250,110,370,1300,0,0,0,0,0
2364,16363,24005980000,"$75,000 under $100,000",4,530,120,340,50,390,1240,0,0,0,0,0
2365,16373,24005980000,"$100,000 under $200,000",5,810,100,670,40,770,2250,0,0,0,0,0
2366,16383,24005980000,"$200,000 or more",6,110,0,100,0,100,300,0,0,0,0,1
2367,168811,24005980200,Total,0,16610,8520,4670,3050,10510,31420,2,0,0,0,0
2368,168911,24005980200,"$1 under $25,000",1,6030,4090,590,1270,3090,9630,1,0.5,0.5,0,0.5000005
2369,169011,24005980200,"$25,000 under $50,000",2,4710,2520,870,1180,3520,8960,1,0.5,1,0.5000005,1
2370,169111,24005980200,"$50,000 under $75,000",3,2540,1200,840,410,1500,4790,0,0,1,1,1
2371,169211,24005980200,"$75,000 under $100,000",4,1460,450,840,130,940,3200,0,0,1,1,1
2372,169311,24005980200,"$100,000 under $200,000",5,1720,260,1400,60,1330,4450,0,0,1,1,1
2373,169411,24005980200,"$200,000 or more",6,150,0,130,0,130,390,0,0,1,1,1
2374,589,24009860101,Total,0,3560,1560,1680,220,2070,7210,2721,0,0,0,0
2375,590,24009860101,"$1 under $25,000",1,880,750,70,50,130,1070,404,0.148474825,0.148474825,0,0.148474932
2376,591,24009860101,"$25,000 under $50,000",2,500,320,100,60,190,770,291,0.106945976,0.255420801,0.148474932,0.255420907
2377,592,24009860101,"$50,000 under $75,000",3,450,230,150,40,190,760,287,0.105475928,0.360896729,0.255420907,0.360896836
2378,593,24009860101,"$75,000 under $100,000",4,370,130,200,20,220,770,291,0.106945976,0.467842705,0.360896836,0.467843076
2379,594,24009860101,"$100,000 under $200,000",5,960,130,790,50,920,2680,1011,0.371554576,0.83939728,0.467843076,0.839397441
2380,595,24009860101,"$200,000 or more",6,400,0,370,0,420,1160,438,0.160970232,1.000367512,0.839397441,1
2381,519,24009860102,Total,0,4460,1910,2100,340,2820,17190,3898,0,0,0,0
2382,520,24009860102,"$1 under $25,000",1,1130,960,70,80,190,2550,578,0.14828117,0.14828117,0,0.148281277
2383,521,24009860102,"$25,000 under $50,000",2,670,430,110,100,270,1910,417,0.106977937,0.255259107,0.148281277,0.255259212
2384,522,24009860102,"$50,000 under $75,000",3,520,260,170,70,260,1770,410,0.105182145,0.360441252,0.255259212,0.360441359
2385,523,24009860102,"$75,000 under $100,000",4,430,120,240,40,320,1820,416,0.106721396,0.467162648,0.360441359,0.46716302
2386,524,24009860102,"$100,000 under $200,000",5,1250,140,1070,50,1250,6480,1452,0.372498717,0.839661365,0.46716302,0.839661525
2387,525,24009860102,"$200,000 or more",6,460,0,440,0,530,2660,626,0.160595177,1.000256542,0.839661525,1
2388,190,24009860200,Total,0,7500,3170,3540,620,5090,27090,4983,0,0,0,0
2389,191,24009860200,"$1 under $25,000",1,1870,1590,110,140,300,3810,724,0.145294,0.145294,0,0.145294112
2390,192,24009860200,"$25,000 under $50,000",2,1160,740,230,150,490,3150,560,0.112382099,0.257676099,0.145294112,0.257676199
2391,193,24009860200,"$50,000 under $75,000",3,900,440,300,130,450,2750,502,0.100742525,0.358418623,0.257676199,0.358418727
2392,194,24009860200,"$75,000 under $100,000",4,760,200,430,90,640,2950,518,0.103953442,0.462372065,0.358418727,0.46237245
2393,195,24009860200,"$100,000 under $200,000",5,2080,180,1770,110,2330,10420,1919,0.385109372,0.847481437,0.46237245,0.84748159
2394,196,24009860200,"$200,000 or more",6,730,20,700,0,880,4010,761,0.152719245,1.000200682,0.84748159,1
2395,1901,24009860300,Total,0,7500,3170,3540,620,5090,37310,6174,0,0,0,0
2396,1911,24009860300,"$1 under $25,000",1,1870,1590,110,140,300,5450,841,0.136216391,0.136216391,0,0.136216516
2397,1921,24009860300,"$25,000 under $50,000",2,1160,740,230,150,490,4540,771,0.124878523,0.261094914,0.136216516,0.26109502
2398,1931,24009860300,"$50,000 under $75,000",3,900,440,300,130,450,4150,653,0.105766116,0.36686103,0.26109502,0.366861139
2399,1941,24009860300,"$75,000 under $100,000",4,760,200,430,90,640,4320,672,0.108843537,0.475704568,0.366861139,0.475704946
2400,1951,24009860300,"$100,000 under $200,000",5,2080,180,1770,110,2330,14050,2334,0.378036929,0.853741497,0.475704946,0.853741643
2401,1961,24009860300,"$200,000 or more",6,730,20,700,0,880,4800,904,0.146420473,1.00016197,0.853741643,1
2402,358,24009860401,Total,0,890,340,420,90,590,25430,9278,0,0,0,0
2403,359,24009860401,"$1 under $25,000",1,200,160,0,0,30,3960,1557,0.16781634,0.16781634,0,0.167816488
2404,360,24009860401,"$25,000 under $50,000",2,160,90,40,60,60,3430,1372,0.147876698,0.315693037,0.167816488,0.315693182
2405,361,24009860401,"$50,000 under $75,000",3,110,60,40,0,60,3240,1347,0.145182151,0.460875189,0.315693182,0.460875329
2406,362,24009860401,"$75,000 under $100,000",4,90,0,50,30,70,3200,1305,0.140655314,0.601530502,0.460875329,0.601530829
2407,363,24009860401,"$100,000 under $200,000",5,240,30,200,0,250,8960,3028,0.32636344,0.927893943,0.601530829,0.927894015
2408,364,24009860401,"$200,000 or more",6,90,0,90,0,120,2640,668,0.071998275,0.999892218,0.927894015,1
2409,3581,24009860402,Total,0,890,340,420,90,590,12080,3755,0,0,0,0
2410,3591,24009860402,"$1 under $25,000",1,200,160,0,0,30,1830,602,0.160319574,0.160319574,0,0.16031971
2411,3601,24009860402,"$25,000 under $50,000",2,160,90,40,60,60,1680,511,0.13608522,0.296404794,0.16031971,0.29640493
2412,3611,24009860402,"$50,000 under $75,000",3,110,60,40,0,60,1600,514,0.136884154,0.433288948,0.29640493,0.433289082
2413,3621,24009860402,"$75,000 under $100,000",4,90,0,50,30,70,1570,503,0.133954727,0.567243675,0.433289082,0.56724403
2414,3631,24009860402,"$100,000 under $200,000",5,240,30,200,0,250,4310,1333,0.354993342,0.922237017,0.56724403,0.922237095
2415,3641,24009860402,"$200,000 or more",6,90,0,90,0,120,1090,291,0.077496671,0.999733688,0.922237095,1
2416,1902,24009860501,Total,0,7500,3170,3540,620,5090,37500,5614,0,0,0,0
2417,1912,24009860501,"$1 under $25,000",1,1870,1590,110,140,300,6330,801,0.142679017,0.142679017,0,0.142679134
2418,1922,24009860501,"$25,000 under $50,000",2,1160,740,230,150,490,5260,656,0.11685073,0.259529747,0.142679134,0.25952985
2419,1932,24009860501,"$50,000 under $75,000",3,900,440,300,130,450,4410,576,0.102600641,0.362130388,0.25952985,0.362130501
2420,1942,24009860501,"$75,000 under $100,000",4,760,200,430,90,640,4430,633,0.11275383,0.474884218,0.362130501,0.474884602
2421,1952,24009860501,"$100,000 under $200,000",5,2080,180,1770,110,2330,13300,2157,0.384218026,0.859102244,0.474884602,0.859102386
2422,1962,24009860501,"$200,000 or more",6,730,20,700,0,880,3770,793,0.141254008,1.000356252,0.859102386,1
2423,1903,24009860502,Total,0,7500,3170,3540,620,5090,37500,2916,0,0,0,0
2424,1913,24009860502,"$1 under $25,000",1,1870,1590,110,140,300,6330,521,0.17866941,0.17866941,0,0.178669559
2425,1923,24009860502,"$25,000 under $50,000",2,1160,740,230,150,490,5260,434,0.148834019,0.327503429,0.178669559,0.327503551
2426,1933,24009860502,"$50,000 under $75,000",3,900,440,300,130,450,4410,356,0.122085048,0.449588477,0.327503551,0.449588597
2427,1943,24009860502,"$75,000 under $100,000",4,760,200,430,90,640,4430,348,0.119341564,0.568930041,0.449588597,0.568930385
2428,1953,24009860502,"$100,000 under $200,000",5,2080,180,1770,110,2330,13300,1003,0.343964335,0.912894376,0.568930385,0.912894462
2429,1963,24009860502,"$200,000 or more",6,730,20,700,0,880,3770,252,0.086419753,0.999314129,0.912894462,1
2430,1904,24009860600,Total,0,7500,3170,3540,620,5090,25230,8523,0,0,0,0
2431,1914,24009860600,"$1 under $25,000",1,1870,1590,110,140,300,3620,1202,0.141030154,0.141030154,0,0.141030269
2432,1924,24009860600,"$25,000 under $50,000",2,1160,740,230,150,490,2860,982,0.115217646,0.2562478,0.141030269,0.256247902
2433,1934,24009860600,"$50,000 under $75,000",3,900,440,300,130,450,2550,865,0.101490086,0.357737886,0.256247902,0.357737998
2434,1944,24009860600,"$75,000 under $100,000",4,760,200,430,90,640,2750,956,0.112167077,0.469904963,0.357737998,0.469905349
2435,1954,24009860600,"$100,000 under $200,000",5,2080,180,1770,110,2330,9740,3290,0.386014314,0.855919277,0.469905349,0.855919421
2436,1964,24009860600,"$200,000 or more",6,730,20,700,0,880,3710,1229,0.144198052,1.00011733,0.855919421,1
2437,1905,24009860701,Total,0,7500,3170,3540,620,5090,27280,2149,0,0,0,0
2438,1915,24009860701,"$1 under $25,000",1,1870,1590,110,140,300,4690,432,0.201023732,0.201023732,0,0.201023899
2439,1925,24009860701,"$25,000 under $50,000",2,1160,740,230,150,490,3870,359,0.167054444,0.368078176,0.201023899,0.368078295
2440,1935,24009860701,"$50,000 under $75,000",3,900,440,300,130,450,3010,255,0.118659842,0.486738018,0.368078295,0.48673813
2441,1945,24009860701,"$75,000 under $100,000",4,760,200,430,90,640,3060,241,0.112145184,0.598883201,0.48673813,0.598883526
2442,1955,24009860701,"$100,000 under $200,000",5,2080,180,1770,110,2330,9670,698,0.324802234,0.923685435,0.598883526,0.923685511
2443,1965,24009860701,"$200,000 or more",6,730,20,700,0,880,2980,164,0.076314565,1,0.923685511,1
2444,1906,24009860702,Total,0,7500,3170,3540,620,5090,27280,5248,0,0,0,0
2445,1916,24009860702,"$1 under $25,000",1,1870,1590,110,140,300,4690,1127,0.214748476,0.214748476,0,0.214748654
2446,1926,24009860702,"$25,000 under $50,000",2,1160,740,230,150,490,3870,937,0.178544207,0.393292683,0.214748654,0.393292805
2447,1936,24009860702,"$50,000 under $75,000",3,900,440,300,130,450,3010,643,0.122522866,0.515815549,0.393292805,0.515815661
2448,1946,24009860702,"$75,000 under $100,000",4,760,200,430,90,640,3060,589,0.112233232,0.62804878,0.515815661,0.628049091
2449,1956,24009860702,"$100,000 under $200,000",5,2080,180,1770,110,2330,9670,1632,0.31097561,0.93902439,0.628049091,0.939024451
2450,1966,24009860702,"$200,000 or more",6,730,20,700,0,880,2980,321,0.061166159,1.000190549,0.939024451,1
2451,309,24009860703,Total,0,5720,2610,2190,780,3550,11320,2707,0,0,0,0
2452,310,24009860703,"$1 under $25,000",1,1740,1300,140,270,590,2440,584,0.215736978,0.215736978,0,0.215737157
2453,311,24009860703,"$25,000 under $50,000",2,1190,670,230,250,650,2030,485,0.179165127,0.394902106,0.215737157,0.394902228
2454,312,24009860703,"$50,000 under $75,000",3,740,340,250,120,430,1390,332,0.122644994,0.5175471,0.394902228,0.517547212
2455,313,24009860703,"$75,000 under $100,000",4,560,160,320,70,400,1270,304,0.112301441,0.629848541,0.517547212,0.629848851
2456,314,24009860703,"$100,000 under $200,000",5,1250,140,1030,70,1240,3510,839,0.3099372,0.939785741,0.629848851,0.939785801
2457,315,24009860703,"$200,000 or more",6,240,0,220,0,240,680,163,0.060214259,1,0.939785801,1
2458,71,24009860801,Total,0,190,90,90,0,80,21590,5702,0,0,0,0
2459,72,24009860801,"$1 under $25,000",1,60,60,20,0,0,4310,1065,0.18677657,0.18677657,0,0.186776708
2460,73,24009860801,"$25,000 under $50,000",2,30,0,0,0,50,3430,790,0.138547878,0.325324448,0.186776708,0.325324575
2461,74,24009860801,"$50,000 under $75,000",3,30,30,30,0,0,2660,728,0.1276745,0.452998948,0.325324575,0.452999066
2462,75,24009860801,"$75,000 under $100,000",4,20,0,0,0,0,2530,675,0.118379516,0.571378464,0.452999066,0.571378812
2463,76,24009860801,"$100,000 under $200,000",5,50,0,40,0,30,7120,1984,0.347948088,0.919326552,0.571378812,0.919326633
2464,77,24009860801,"$200,000 or more",6,0,0,0,0,0,1540,459,0.080498071,0.999824623,0.919326633,1
2465,295,24009860802,Total,0,1710,760,750,170,970,21240,4951,0,0,0,0
2466,296,24009860802,"$1 under $25,000",1,470,370,50,40,90,4210,887,0.179155726,0.179155726,0,0.179155863
2467,297,24009860802,"$25,000 under $50,000",2,270,160,50,50,120,3380,679,0.137144011,0.316299737,0.179155863,0.316299856
2468,298,24009860802,"$50,000 under $75,000",3,210,100,80,30,120,2570,589,0.118965865,0.435265603,0.316299856,0.43526573
2469,299,24009860802,"$75,000 under $100,000",4,190,60,90,50,130,2530,628,0.126843062,0.562108665,0.43526573,0.562109017
2470,300,24009860802,"$100,000 under $200,000",5,450,70,370,0,380,7010,1745,0.35245405,0.914562715,0.562109017,0.9145628
2471,301,24009860802,"$200,000 or more",6,120,0,110,0,130,1540,424,0.085639265,1.000201979,0.9145628,1
2472,28368,24009860900,Total,0,21430,12140,5830,2970,9500,56400,42756,0,0,0,0
2473,28378,24009860900,"$1 under $25,000",1,7660,5830,670,1030,2260,14480,11674,0.273037702,0.273037702,0,0.273037911
2474,28388,24009860900,"$25,000 under $50,000",2,4920,2940,800,980,2310,11310,8914,0.208485359,0.481523061,0.273037911,0.481523205
2475,28398,24009860900,"$50,000 under $75,000",3,3030,1600,820,480,1440,8270,6135,0.143488633,0.625011694,0.481523205,0.625011798
2476,28408,24009860900,"$75,000 under $100,000",4,1900,790,820,240,910,6360,4434,0.103704743,0.728716437,0.625011798,0.728716622
2477,28418,24009860900,"$100,000 under $200,000",5,2700,780,1670,200,1640,11790,7901,0.184792778,0.913509215,0.728716622,0.913509302
2478,28428,24009860900,"$200,000 or more",6,1220,200,1050,40,940,4190,3697,0.086467396,0.999976611,0.913509302,1
2479,232,24009861001,Total,0,9130,4100,3480,1280,5940,18280,1279,0,0,0,0
2480,233,24009861001,"$1 under $25,000",1,2660,1980,190,430,970,3760,263,0.205629398,0.205629398,0,0.205629574
2481,234,24009861001,"$25,000 under $50,000",2,1810,950,350,430,1130,3210,225,0.175918686,0.381548084,0.205629574,0.381548241
2482,235,24009861001,"$50,000 under $75,000",3,1400,600,520,220,1000,2860,200,0.156372166,0.53792025,0.381548241,0.537920392
2483,236,24009861001,"$75,000 under $100,000",4,1090,290,650,110,880,2580,181,0.14151681,0.67943706,0.537920392,0.679437346
2484,237,24009861001,"$100,000 under $200,000",5,1920,260,1540,90,1780,5210,365,0.285379203,0.964816263,0.679437346,0.964816299
2485,238,24009861001,"$200,000 or more",6,250,20,230,0,180,660,46,0.035965598,1.000781861,0.964816299,1
2486,2321,24009861003,Total,0,9130,4100,3480,1280,5940,18280,6230,0,0,0,0
2487,2331,24009861003,"$1 under $25,000",1,2660,1980,190,430,970,3760,1281,0.205617978,0.205617978,0,0.205618153
2488,2341,24009861003,"$25,000 under $50,000",2,1810,950,350,430,1130,3210,1094,0.175601926,0.381219904,0.205618153,0.38122006
2489,2351,24009861003,"$50,000 under $75,000",3,1400,600,520,220,1000,2860,975,0.156500803,0.537720706,0.38122006,0.537720847
2490,2361,24009861003,"$75,000 under $100,000",4,1090,290,650,110,880,2580,879,0.141091493,0.678812199,0.537720847,0.678812484
2491,2371,24009861003,"$100,000 under $200,000",5,1920,260,1540,90,1780,5210,1776,0.285072231,0.96388443,0.678812484,0.963884466
2492,2381,24009861003,"$200,000 or more",6,250,20,230,0,180,660,225,0.03611557,1,0.963884466,1
2493,2322,24009861004,Total,0,9130,4100,3480,1280,5940,18280,6135,0,0,0,0
2494,2332,24009861004,"$1 under $25,000",1,2660,1980,190,430,970,3760,1262,0.205704971,0.205704971,0,0.205705147
