,X,CensusTrct,INCOME,CLASS,N_return,N_single,N_joint,N_head,N_dpnd,INC,INC_R,DIS,CDF,Range0,Range1
9254,15474,24510260101,"$200,000 or more",6,50,0,40,0,50,130,12,0.003005259,1,0.996994744,1
9255,15415,24510260102,Total,0,23240,11300,3970,7240,16430,42910,3742,0,0,0,0
9256,15425,24510260102,"$1 under $25,000",1,8960,5500,570,2730,5580,14950,1304,0.34847675,0.34847675,0,0.348477083
9257,15435,24510260102,"$25,000 under $50,000",2,7750,3650,790,3010,6040,14280,1245,0.332709781,0.681186531,0.348477083,0.681186679
9258,15445,24510260102,"$50,000 under $75,000",3,3410,1450,760,1020,2340,6330,552,0.147514698,0.828701229,0.681186679,0.828701312
9259,15455,24510260102,"$75,000 under $100,000",4,1670,500,760,350,1190,3560,310,0.082843399,0.911544629,0.828701312,0.911544714
9260,15465,24510260102,"$100,000 under $200,000",5,1400,200,1050,130,1230,3660,319,0.08524853,0.996793159,0.911544714,0.996793162
9261,15475,24510260102,"$200,000 or more",6,50,0,40,0,50,130,11,0.002939604,0.999732763,0.996793162,1
9262,15416,24510260201,Total,0,23240,11300,3970,7240,16430,42910,4739,0,0,0,0
9263,15426,24510260201,"$1 under $25,000",1,8960,5500,570,2730,5580,14950,1651,0.348385735,0.348385735,0,0.348386068
9264,15436,24510260201,"$25,000 under $50,000",2,7750,3650,790,3010,6040,14280,1577,0.332770627,0.681156362,0.348386068,0.68115651
9265,15446,24510260201,"$50,000 under $75,000",3,3410,1450,760,1020,2340,6330,699,0.147499472,0.828655835,0.68115651,0.828655917
9266,15456,24510260201,"$75,000 under $100,000",4,1670,500,760,350,1190,3560,393,0.082928888,0.911584723,0.828655917,0.911584808
9267,15466,24510260201,"$100,000 under $200,000",5,1400,200,1050,130,1230,3660,404,0.085250053,0.996834775,0.911584808,0.996834778
9268,15476,24510260201,"$200,000 or more",6,50,0,40,0,50,130,14,0.00295421,0.999788985,0.996834778,1
9269,15417,24510260202,Total,0,23240,11300,3970,7240,16430,42910,5387,0,0,0,0
9270,15427,24510260202,"$1 under $25,000",1,8960,5500,570,2730,5580,14950,1877,0.348431409,0.348431409,0,0.348431742
9271,15437,24510260202,"$25,000 under $50,000",2,7750,3650,790,3010,6040,14280,1793,0.332838314,0.681269723,0.348431742,0.681269871
9272,15447,24510260202,"$50,000 under $75,000",3,3410,1450,760,1020,2340,6330,795,0.147577501,0.828847225,0.681269871,0.828847308
9273,15457,24510260202,"$75,000 under $100,000",4,1670,500,760,350,1190,3560,447,0.082977539,0.911824763,0.828847308,0.911824849
9274,15467,24510260202,"$100,000 under $200,000",5,1400,200,1050,130,1230,3660,460,0.085390756,0.997215519,0.911824849,0.997215522
9275,15477,24510260202,"$200,000 or more",6,50,0,40,0,50,130,16,0.002970113,1.000185632,0.997215522,1
9276,15418,24510260203,Total,0,23240,11300,3970,7240,16430,42910,2089,0,0,0,0
9277,15428,24510260203,"$1 under $25,000",1,8960,5500,570,2730,5580,14950,728,0.348492101,0.348492101,0,0.348492434
9278,15438,24510260203,"$25,000 under $50,000",2,7750,3650,790,3010,6040,14280,695,0.332695069,0.681187171,0.348492434,0.681187318
9279,15448,24510260203,"$50,000 under $75,000",3,3410,1450,760,1020,2340,6330,308,0.147438966,0.828626137,0.681187318,0.82862622
9280,15458,24510260203,"$75,000 under $100,000",4,1670,500,760,350,1190,3560,173,0.082814744,0.911440881,0.82862622,0.911440966
9281,15468,24510260203,"$100,000 under $200,000",5,1400,200,1050,130,1230,3660,178,0.085208234,0.996649114,0.911440966,0.996649117
9282,15478,24510260203,"$200,000 or more",6,50,0,40,0,50,130,6,0.002872188,0.999521302,0.996649117,1
9283,15906,24510260301,Total,0,12320,5810,1060,5150,10330,23410,2401,0,0,0,0
9284,15916,24510260301,"$1 under $25,000",1,6140,3350,220,2490,4830,11110,1140,0.474802166,0.474802166,0,0.474802518
9285,15926,24510260301,"$25,000 under $50,000",2,4110,1670,270,2060,3970,8240,845,0.351936693,0.826738859,0.474802518,0.82673896
9286,15936,24510260301,"$50,000 under $75,000",3,1310,580,190,460,950,2370,243,0.10120783,0.927946689,0.82673896,0.927946726
9287,15946,24510260301,"$75,000 under $100,000",4,430,150,150,110,320,880,90,0.037484382,0.96543107,0.927946726,0.965431101
9288,15956,24510260301,"$100,000 under $200,000",5,300,60,200,30,230,720,74,0.030820491,0.996251562,0.965431101,0.996251566
9289,15966,24510260301,"$200,000 or more",6,30,0,30,0,30,90,9,0.003748438,1,0.996251566,1
9290,15907,24510260302,Total,0,12320,5810,1060,5150,10330,23410,3690,0,0,0,0
9291,15917,24510260302,"$1 under $25,000",1,6140,3350,220,2490,4830,11110,1751,0.474525745,0.474525745,0,0.474526097
9292,15927,24510260302,"$25,000 under $50,000",2,4110,1670,270,2060,3970,8240,1299,0.35203252,0.826558266,0.474526097,0.826558367
9293,15937,24510260302,"$50,000 under $75,000",3,1310,580,190,460,950,2370,374,0.101355014,0.927913279,0.826558367,0.927913317
9294,15947,24510260302,"$75,000 under $100,000",4,430,150,150,110,320,880,139,0.037669377,0.965582656,0.927913317,0.965582686
9295,15957,24510260302,"$100,000 under $200,000",5,300,60,200,30,230,720,113,0.030623306,0.996205962,0.965582686,0.996205966
9296,15967,24510260302,"$200,000 or more",6,30,0,30,0,30,90,14,0.003794038,1,0.996205966,1
9297,153412,24510260303,Total,0,5850,2830,660,2240,5200,35000,1614,0,0,0,0
9298,153512,24510260303,"$1 under $25,000",1,3490,1910,220,1320,2930,17710,781,0.483890954,0.483890954,0,0.483891302
9299,153612,24510260303,"$25,000 under $50,000",2,1750,700,210,790,1770,11920,562,0.348203222,0.832094176,0.483891302,0.832094274
9300,153712,24510260303,"$50,000 under $75,000",3,390,160,110,100,330,3180,158,0.097893432,0.929987608,0.832094274,0.929987645
9301,153812,24510260303,"$75,000 under $100,000",4,120,30,60,30,100,1160,59,0.036555143,0.966542751,0.929987645,0.966542781
9302,153912,24510260303,"$100,000 under $200,000",5,100,30,60,0,70,940,48,0.029739777,0.996282528,0.966542781,0.996282532
9303,154012,24510260303,"$200,000 or more",6,0,0,0,0,0,90,6,0.003717472,1,0.996282532,1
9304,153413,24510260401,Total,0,5850,2830,660,2240,5200,11590,1973,0,0,0,0
9305,153513,24510260401,"$1 under $25,000",1,3490,1910,220,1320,2930,6600,1123,0.569183984,0.569183984,0,0.569184301
9306,153613,24510260401,"$25,000 under $50,000",2,1750,700,210,790,1770,3680,626,0.317283325,0.886467309,0.569184301,0.886467379
9307,153713,24510260401,"$50,000 under $75,000",3,390,160,110,100,330,810,138,0.069944247,0.956411556,0.886467379,0.95641158
9308,153813,24510260401,"$75,000 under $100,000",4,120,30,60,30,100,280,48,0.024328434,0.98073999,0.95641158,0.980740009
9309,153913,24510260401,"$100,000 under $200,000",5,100,30,60,0,70,220,37,0.018753168,0.999493158,0.980740009,0.999493158
9310,154013,24510260401,"$200,000 or more",6,0,0,0,0,0,0,0,0,0.999493158,0.999493158,1
9311,15419,24510260402,Total,0,23240,11300,3970,7240,16430,42910,2462,0,0,0,0
9312,15429,24510260402,"$1 under $25,000",1,8960,5500,570,2730,5580,14950,858,0.348497157,0.348497157,0,0.348497489
9313,15439,24510260402,"$25,000 under $50,000",2,7750,3650,790,3010,6040,14280,819,0.332656377,0.681153534,0.348497489,0.681153681
9314,15449,24510260402,"$50,000 under $75,000",3,3410,1450,760,1020,2340,6330,363,0.147441105,0.828594639,0.681153681,0.828594721
9315,15459,24510260402,"$75,000 under $100,000",4,1670,500,760,350,1190,3560,204,0.082859464,0.911454102,0.828594721,0.911454188
9316,15469,24510260402,"$100,000 under $200,000",5,1400,200,1050,130,1230,3660,210,0.085296507,0.996750609,0.911454188,0.996750612
9317,15479,24510260402,"$200,000 or more",6,50,0,40,0,50,130,7,0.002843217,0.999593826,0.996750612,1
9318,154110,24510260403,Total,0,23240,11300,3970,7240,16430,71350,1484,0,0,0,0
9319,154210,24510260403,"$1 under $25,000",1,8960,5500,570,2730,5580,22780,514,0.346361186,0.346361186,0,0.346361516
9320,154310,24510260403,"$25,000 under $50,000",2,7750,3650,790,3010,6040,21670,490,0.330188679,0.676549865,0.346361516,0.676550013
9321,154410,24510260403,"$50,000 under $75,000",3,3410,1450,760,1020,2340,10970,220,0.148247978,0.824797844,0.676550013,0.824797927
9322,154510,24510260403,"$75,000 under $100,000",4,1670,500,760,350,1190,6640,124,0.083557951,0.908355795,0.824797927,0.908355883
9323,154610,24510260403,"$100,000 under $200,000",5,1400,200,1050,130,1230,8450,131,0.088274933,0.996630728,0.908355883,0.996630731
9324,154710,24510260403,"$200,000 or more",6,50,0,40,0,50,840,5,0.003369272,1,0.996630731,1
9325,153414,24510260404,Total,0,5850,2830,660,2240,5200,84160,1215,0,0,0,0
9326,153514,24510260404,"$1 under $25,000",1,3490,1910,220,1320,2930,29990,471,0.387654321,0.387654321,0,0.387654596
9327,153614,24510260404,"$25,000 under $50,000",2,1750,700,210,790,1770,22840,334,0.274897119,0.66255144,0.387654596,0.662551577
9328,153714,24510260404,"$50,000 under $75,000",3,390,160,110,100,330,12050,166,0.136625514,0.799176955,0.662551577,0.799177024
9329,153814,24510260404,"$75,000 under $100,000",4,120,30,60,30,100,6790,84,0.069135802,0.868312757,0.799177024,0.868312858
9330,153914,24510260404,"$100,000 under $200,000",5,100,30,60,0,70,10110,122,0.100411523,0.96872428,0.868312858,0.968724311
9331,154014,24510260404,"$200,000 or more",6,0,0,0,0,0,2380,38,0.03127572,1,0.968724311,1
9332,16678,24510260501,Total,0,25960,16240,5100,4050,13640,44130,4636,0,0,0,0
9333,16688,24510260501,"$1 under $25,000",1,9240,6260,830,2040,5600,15560,1635,0.35267472,0.35267472,0,0.352674986
9334,16698,24510260501,"$25,000 under $50,000",2,6400,3910,930,1390,4610,11770,1236,0.266609146,0.619283865,0.352674986,0.619284015
9335,16708,24510260501,"$50,000 under $75,000",3,4410,3170,720,380,1610,6600,693,0.149482312,0.768766178,0.619284015,0.768766255
9336,16718,24510260501,"$75,000 under $100,000",4,2280,1510,590,120,620,3430,360,0.077653149,0.846419327,0.768766255,0.846419443
9337,16728,24510260501,"$100,000 under $200,000",5,2830,1180,1480,90,870,5100,536,0.115616911,0.962036238,0.846419443,0.962036276
9338,16738,24510260501,"$200,000 or more",6,800,210,550,30,330,1670,175,0.037748059,0.999784297,0.962036276,1
9339,16679,24510260604,Total,0,25960,16240,5100,4050,13640,44130,1496,0,0,0,0
9340,16689,24510260604,"$1 under $25,000",1,9240,6260,830,2040,5600,15560,527,0.352272727,0.352272727,0,0.352272994
9341,16699,24510260604,"$25,000 under $50,000",2,6400,3910,930,1390,4610,11770,399,0.26671123,0.618983957,0.352272994,0.618984107
9342,16709,24510260604,"$50,000 under $75,000",3,4410,3170,720,380,1610,6600,224,0.14973262,0.768716578,0.618984107,0.768716655
9343,16719,24510260604,"$75,000 under $100,000",4,2280,1510,590,120,620,3430,116,0.077540107,0.846256684,0.768716655,0.8462568
9344,16729,24510260604,"$100,000 under $200,000",5,2830,1180,1480,90,870,5100,173,0.115641711,0.961898396,0.8462568,0.961898434
9345,16739,24510260604,"$200,000 or more",6,800,210,550,30,330,1670,57,0.038101604,1,0.961898434,1
9346,165319,24510260605,Total,0,26290,13000,7090,5560,16720,93590,4003,0,0,0,0
9347,165419,24510260605,"$1 under $25,000",1,10320,6730,1100,2340,5510,32340,1394,0.348238821,0.348238821,0,0.348239097
9348,165519,24510260605,"$25,000 under $50,000",2,7850,3910,1440,2230,5530,26320,1105,0.276042968,0.624281789,0.348239097,0.624281942
9349,165619,24510260605,"$50,000 under $75,000",3,3950,1620,1460,720,2590,14450,612,0.152885336,0.777167125,0.624281942,0.77716721
9350,165719,24510260605,"$75,000 under $100,000",4,2100,490,1370,200,1530,8390,342,0.085435923,0.862603048,0.77716721,0.862603159
9351,165819,24510260605,"$100,000 under $200,000",5,1950,250,1630,70,1490,10170,445,0.111166625,0.973769673,0.862603159,0.973769699
9352,165919,24510260605,"$200,000 or more",6,120,0,90,0,70,1920,107,0.026729953,1.000499625,0.973769699,1
9353,166710,24510260700,Total,0,25960,16240,5100,4050,13640,44130,2014,0,0,0,0
9354,166810,24510260700,"$1 under $25,000",1,9240,6260,830,2040,5600,15560,710,0.352532274,0.352532274,0,0.352532541
9355,166910,24510260700,"$25,000 under $50,000",2,6400,3910,930,1390,4610,11770,537,0.266633565,0.619165839,0.352532541,0.619165989
9356,167010,24510260700,"$50,000 under $75,000",3,4410,3170,720,380,1610,6600,301,0.149453823,0.768619662,0.619165989,0.76861974
9357,167110,24510260700,"$75,000 under $100,000",4,2280,1510,590,120,620,3430,157,0.07795432,0.846573982,0.76861974,0.846574098
9358,167210,24510260700,"$100,000 under $200,000",5,2830,1180,1480,90,870,5100,233,0.115690169,0.962264151,0.846574098,0.962264189
9359,167310,24510260700,"$200,000 or more",6,800,210,550,30,330,1670,76,0.037735849,1,0.962264189,1
9360,166711,24510260800,Total,0,25960,16240,5100,4050,13640,44130,1991,0,0,0,0
9361,166811,24510260800,"$1 under $25,000",1,9240,6260,830,2040,5600,15560,702,0.35258664,0.35258664,0,0.352586907
9362,166911,24510260800,"$25,000 under $50,000",2,6400,3910,930,1390,4610,11770,531,0.266700151,0.619286791,0.352586907,0.61928694
9363,167011,24510260800,"$50,000 under $75,000",3,4410,3170,720,380,1610,6600,298,0.149673531,0.768960321,0.61928694,0.768960399
9364,167111,24510260800,"$75,000 under $100,000",4,2280,1510,590,120,620,3430,155,0.077850326,0.846810648,0.768960399,0.846810763
9365,167211,24510260800,"$100,000 under $200,000",5,2830,1180,1480,90,870,5100,230,0.115519839,0.962330487,0.846810763,0.962330525
9366,167311,24510260800,"$200,000 or more",6,800,210,550,30,330,1670,75,0.037669513,1,0.962330525,1
9367,166712,24510260900,Total,0,25960,16240,5100,4050,13640,44130,3505,0,0,0,0
9368,166812,24510260900,"$1 under $25,000",1,9240,6260,830,2040,5600,15560,1236,0.352639087,0.352639087,0,0.352639354
9369,166912,24510260900,"$25,000 under $50,000",2,6400,3910,930,1390,4610,11770,935,0.266761769,0.619400856,0.352639354,0.619401005
9370,167012,24510260900,"$50,000 under $75,000",3,4410,3170,720,380,1610,6600,524,0.149500713,0.768901569,0.619401005,0.768901647
9371,167112,24510260900,"$75,000 under $100,000",4,2280,1510,590,120,620,3430,272,0.077603424,0.846504993,0.768901647,0.846505108
9372,167212,24510260900,"$100,000 under $200,000",5,2830,1180,1480,90,870,5100,405,0.115549215,0.962054208,0.846505108,0.962054246
9373,167312,24510260900,"$200,000 or more",6,800,210,550,30,330,1670,133,0.037945792,1,0.962054246,1
9374,153415,24510261000,Total,0,5850,2830,660,2240,5200,55720,2096,0,0,0,0
9375,153515,24510261000,"$1 under $25,000",1,3490,1910,220,1320,2930,22160,819,0.390744275,0.390744275,0,0.390744551
9376,153615,24510261000,"$25,000 under $50,000",2,1750,700,210,790,1770,15450,578,0.275763359,0.666507634,0.390744551,0.666507769
9377,153715,24510261000,"$50,000 under $75,000",3,390,160,110,100,330,7410,284,0.135496183,0.802003817,0.666507769,0.802003885
9378,153815,24510261000,"$75,000 under $100,000",4,120,30,60,30,100,3710,143,0.068225191,0.870229008,0.802003885,0.870229106
9379,153915,24510261000,"$100,000 under $200,000",5,100,30,60,0,70,5320,207,0.098759542,0.96898855,0.870229106,0.968988581
9380,154015,24510261000,"$200,000 or more",6,0,0,0,0,0,1670,65,0.03101145,1,0.968988581,1
9381,166713,24510261100,Total,0,25960,16240,5100,4050,13640,44130,1837,0,0,0,0
9382,166813,24510261100,"$1 under $25,000",1,9240,6260,830,2040,5600,15560,648,0.352749047,0.352749047,0,0.352749314
9383,166913,24510261100,"$25,000 under $50,000",2,6400,3910,930,1390,4610,11770,490,0.266739249,0.619488296,0.352749314,0.619488446
9384,167013,24510261100,"$50,000 under $75,000",3,4410,3170,720,380,1610,6600,275,0.149700599,0.769188895,0.619488446,0.769188973
9385,167113,24510261100,"$75,000 under $100,000",4,2280,1510,590,120,620,3430,143,0.077844311,0.847033206,0.769188973,0.847033322
9386,167213,24510261100,"$100,000 under $200,000",5,2830,1180,1480,90,870,5100,212,0.115405553,0.962438759,0.847033322,0.962438797
9387,167313,24510261100,"$200,000 or more",6,800,210,550,30,330,1670,70,0.038105607,1.000544366,0.962438797,1
9388,154111,24510270101,Total,0,23240,11300,3970,7240,16430,59270,1322,0,0,0,0
9389,154211,24510270101,"$1 under $25,000",1,8960,5500,570,2730,5580,19580,414,0.313161876,0.313161876,0,0.313162164
9390,154311,24510270101,"$25,000 under $50,000",2,7750,3650,790,3010,6040,18370,381,0.288199697,0.601361573,0.313162164,0.601361731
9391,154411,24510270101,"$50,000 under $75,000",3,3410,1450,760,1020,2340,9080,209,0.158093797,0.759455371,0.601361731,0.759455479
9392,154511,24510270101,"$75,000 under $100,000",4,1670,500,760,350,1190,5680,143,0.10816944,0.867624811,0.759455479,0.867624934
9393,154611,24510270101,"$100,000 under $200,000",5,1400,200,1050,130,1230,6220,163,0.123298033,0.990922844,0.867624934,0.990922852
9394,154711,24510270101,"$200,000 or more",6,50,0,40,0,50,340,11,0.008320726,0.99924357,0.990922852,1
9395,154112,24510270102,Total,0,23240,11300,3970,7240,16430,59270,2968,0,0,0,0
9396,154212,24510270102,"$1 under $25,000",1,8960,5500,570,2730,5580,19580,986,0.332210243,0.332210243,0,0.332210555
9397,154312,24510270102,"$25,000 under $50,000",2,7750,3650,790,3010,6040,18370,927,0.312331536,0.644541779,0.332210555,0.644541932
9398,154412,24510270102,"$50,000 under $75,000",3,3410,1450,760,1020,2340,9080,453,0.152628032,0.797169811,0.644541932,0.797169906
9399,154512,24510270102,"$75,000 under $100,000",4,1670,500,760,350,1190,5680,280,0.094339623,0.891509434,0.797169906,0.891509537
9400,154612,24510270102,"$100,000 under $200,000",5,1400,200,1050,130,1230,6220,305,0.102762803,0.994272237,0.891509537,0.994272243
9401,154712,24510270102,"$200,000 or more",6,50,0,40,0,50,340,16,0.005390836,0.999663073,0.994272243,1
9402,1597,24510270200,Total,0,9160,4580,2200,2030,5350,16360,1343,0,0,0,0
9403,1598,24510270200,"$1 under $25,000",1,3060,2070,200,720,1440,4630,380,0.282948622,0.282948622,0,0.282948873
9404,1599,24510270200,"$25,000 under $50,000",2,2390,1250,300,730,1510,4090,336,0.25018615,0.533134773,0.282948873,0.533134941
9405,1600,24510270200,"$50,000 under $75,000",3,1590,770,370,350,890,2750,226,0.16827997,0.701414743,0.533134941,0.701414873
9406,1601,24510270200,"$75,000 under $100,000",4,1010,320,480,170,670,2120,174,0.129560685,0.830975428,0.701414873,0.830975585
9407,1602,24510270200,"$100,000 under $200,000",5,1020,170,780,60,770,2560,210,0.156366344,0.987341772,0.830975585,0.987341785
9408,1603,24510270200,"$200,000 or more",6,90,0,70,0,70,210,17,0.012658228,1,0.987341785,1
9409,15971,24510270301,Total,0,9160,4580,2200,2030,5350,16360,2215,0,0,0,0
9410,15981,24510270301,"$1 under $25,000",1,3060,2070,200,720,1440,4630,627,0.283069977,0.283069977,0,0.283070228
9411,15991,24510270301,"$25,000 under $50,000",2,2390,1250,300,730,1510,4090,554,0.250112867,0.533182844,0.283070228,0.533183012
9412,16001,24510270301,"$50,000 under $75,000",3,1590,770,370,350,890,2750,372,0.167945824,0.701128668,0.533183012,0.701128798
9413,16011,24510270301,"$75,000 under $100,000",4,1010,320,480,170,670,2120,287,0.129571106,0.830699774,0.701128798,0.830699931
9414,16021,24510270301,"$100,000 under $200,000",5,1020,170,780,60,770,2560,347,0.156659142,0.987358916,0.830699931,0.987358929
9415,16031,24510270301,"$200,000 or more",6,90,0,70,0,70,210,28,0.012641084,1,0.987358929,1
9416,15972,24510270302,Total,0,9160,4580,2200,2030,5350,16360,1748,0,0,0,0
9417,15982,24510270302,"$1 under $25,000",1,3060,2070,200,720,1440,4630,495,0.283180778,0.283180778,0,0.283181028
9418,15992,24510270302,"$25,000 under $50,000",2,2390,1250,300,730,1510,4090,437,0.25,0.533180778,0.283181028,0.533180946
9419,16002,24510270302,"$50,000 under $75,000",3,1590,770,370,350,890,2750,294,0.16819222,0.701372998,0.533180946,0.701373128
9420,16012,24510270302,"$75,000 under $100,000",4,1010,320,480,170,670,2120,227,0.1298627,0.831235698,0.701373128,0.831235855
9421,16022,24510270302,"$100,000 under $200,000",5,1020,170,780,60,770,2560,274,0.156750572,0.98798627,0.831235855,0.987986283
9422,16032,24510270302,"$200,000 or more",6,90,0,70,0,70,210,22,0.012585812,1.000572082,0.987986283,1
9423,154113,24510270401,Total,0,23240,11300,3970,7240,16430,59270,4107,0,0,0,0
9424,154213,24510270401,"$1 under $25,000",1,8960,5500,570,2730,5580,19580,1410,0.343316289,0.343316289,0,0.343316616
9425,154313,24510270401,"$25,000 under $50,000",2,7750,3650,790,3010,6040,18370,1340,0.326272218,0.669588507,0.343316616,0.669588657
9426,154413,24510270401,"$50,000 under $75,000",3,3410,1450,760,1020,2340,9080,613,0.149257365,0.818845873,0.669588657,0.81884596
9427,154513,24510270401,"$75,000 under $100,000",4,1670,500,760,350,1190,5680,356,0.086681276,0.905527149,0.81884596,0.90552724
9428,154613,24510270401,"$100,000 under $200,000",5,1400,200,1050,130,1230,6220,374,0.091064037,0.996591186,0.90552724,0.996591189
9429,154713,24510270401,"$200,000 or more",6,50,0,40,0,50,340,15,0.003652301,1.000243487,0.996591189,1
9430,154114,24510270402,Total,0,23240,11300,3970,7240,16430,59270,2219,0,0,0,0
9431,154214,24510270402,"$1 under $25,000",1,8960,5500,570,2730,5580,19580,659,0.296980622,0.296980622,0,0.29698089
9432,154314,24510270402,"$25,000 under $50,000",2,7750,3650,790,3010,6040,18370,595,0.268138801,0.565119423,0.29698089,0.565119587
9433,154414,24510270402,"$50,000 under $75,000",3,3410,1450,760,1020,2340,9080,363,0.163587201,0.728706625,0.565119587,0.728706744
9434,154514,24510270402,"$75,000 under $100,000",4,1670,500,760,350,1190,5680,266,0.119873817,0.848580442,0.728706744,0.848580583
9435,154614,24510270402,"$100,000 under $200,000",5,1400,200,1050,130,1230,6220,314,0.141505183,0.990085624,0.848580583,0.990085635
9436,154714,24510270402,"$200,000 or more",6,50,0,40,0,50,340,23,0.010365029,1.000450653,0.990085635,1
9437,154115,24510270501,Total,0,23240,11300,3970,7240,16430,159390,3658,0,0,0,0
9438,154215,24510270501,"$1 under $25,000",1,8960,5500,570,2730,5580,43840,981,0.268179333,0.268179333,0,0.268179595
9439,154315,24510270501,"$25,000 under $50,000",2,7750,3650,790,3010,6040,42070,957,0.261618371,0.529797704,0.268179595,0.529797872
9440,154415,24510270501,"$50,000 under $75,000",3,3410,1450,760,1020,2340,26150,614,0.167851285,0.697648989,0.529797872,0.697649105
9441,154515,24510270501,"$75,000 under $100,000",4,1670,500,760,350,1190,18420,426,0.11645708,0.814106069,0.697649105,0.814106236
9442,154615,24510270501,"$100,000 under $200,000",5,1400,200,1050,130,1230,26320,611,0.167031165,0.981137233,0.814106236,0.981137252
9443,154715,24510270501,"$200,000 or more",6,50,0,40,0,50,2590,67,0.01831602,0.999453253,0.981137252,1
9444,154116,24510270502,Total,0,23240,11300,3970,7240,16430,59270,4934,0,0,0,0
9445,154216,24510270502,"$1 under $25,000",1,8960,5500,570,2730,5580,19580,1613,0.326915282,0.326915282,0,0.326915587
9446,154316,24510270502,"$25,000 under $50,000",2,7750,3650,790,3010,6040,18370,1508,0.305634374,0.632549655,0.326915587,0.63254981
9447,154416,24510270502,"$50,000 under $75,000",3,3410,1450,760,1020,2340,9080,761,0.154235914,0.78678557,0.63254981,0.786785668
9448,154516,24510270502,"$75,000 under $100,000",4,1670,500,760,350,1190,5680,485,0.098297527,0.885083097,0.786785668,0.885083206
9449,154616,24510270502,"$100,000 under $200,000",5,1400,200,1050,130,1230,6220,536,0.108633968,0.993717065,0.885083206,0.993717072
9450,154716,24510270502,"$200,000 or more",6,50,0,40,0,50,340,31,0.006282935,1,0.993717072,1
9451,15973,24510270600,Total,0,9160,4580,2200,2030,5350,16360,3661,0,0,0,0
9452,15983,24510270600,"$1 under $25,000",1,3060,2070,200,720,1440,4630,1036,0.282982792,0.282982792,0,0.282983042
9453,15993,24510270600,"$25,000 under $50,000",2,2390,1250,300,730,1510,4090,915,0.249931713,0.532914504,0.282983042,0.532914672
9454,16003,24510270600,"$50,000 under $75,000",3,1590,770,370,350,890,2750,615,0.167986889,0.700901393,0.532914672,0.700901523
9455,16013,24510270600,"$75,000 under $100,000",4,1010,320,480,170,670,2120,474,0.129472822,0.830374215,0.700901523,0.830374371
9456,16023,24510270600,"$100,000 under $200,000",5,1020,170,780,60,770,2560,573,0.156514613,0.986888828,0.830374371,0.986888841
9457,16033,24510270600,"$200,000 or more",6,90,0,70,0,70,210,47,0.012838022,0.999726851,0.986888841,1
9458,172316,24510270701,Total,0,35270,18470,9980,5890,18070,62390,2591,0,0,0,0
9459,172416,24510270701,"$1 under $25,000",1,11220,8130,920,1950,4060,15980,664,0.25627171,0.25627171,0,0.256271961
9460,172516,24510270701,"$25,000 under $50,000",2,9590,5480,1450,2320,5000,15700,652,0.251640293,0.507912003,0.256271961,0.507912174
9461,172616,24510270701,"$50,000 under $75,000",3,6080,3110,1730,1010,3110,10690,444,0.171362408,0.679274411,0.507912174,0.679274533
9462,172716,24510270701,"$75,000 under $100,000",4,3560,1100,1990,380,2100,7560,314,0.12118873,0.800463142,0.679274533,0.80046332
9463,172816,24510270701,"$100,000 under $200,000",5,4330,590,3490,210,3380,11160,463,0.178695484,0.979158626,0.80046332,0.979158647
9464,172916,24510270701,"$200,000 or more",6,490,60,400,20,420,1300,54,0.020841374,1,0.979158647,1
9465,15974,24510270702,Total,0,9160,4580,2200,2030,5350,16360,2048,0,0,0,0
9466,15984,24510270702,"$1 under $25,000",1,3060,2070,200,720,1440,4630,580,0.283203125,0.283203125,0,0.283203375
9467,15994,24510270702,"$25,000 under $50,000",2,2390,1250,300,730,1510,4090,512,0.25,0.533203125,0.283203375,0.533203293
9468,16004,24510270702,"$50,000 under $75,000",3,1590,770,370,350,890,2750,344,0.16796875,0.701171875,0.533203293,0.701172004
9469,16014,24510270702,"$75,000 under $100,000",4,1010,320,480,170,670,2120,265,0.129394531,0.830566406,0.701172004,0.830566563
9470,16024,24510270702,"$100,000 under $200,000",5,1020,170,780,60,770,2560,320,0.15625,0.986816406,0.830566563,0.986816419
9471,16034,24510270702,"$200,000 or more",6,90,0,70,0,70,210,26,0.012695313,0.999511719,0.986816419,1
9472,15975,24510270703,Total,0,9160,4580,2200,2030,5350,78750,2523,0,0,0,0
9473,15985,24510270703,"$1 under $25,000",1,3060,2070,200,720,1440,20610,649,0.257233452,0.257233452,0,0.257233704
9474,15995,24510270703,"$25,000 under $50,000",2,2390,1250,300,730,1510,19790,634,0.251288149,0.508521601,0.257233704,0.508521772
9475,16005,24510270703,"$50,000 under $75,000",3,1590,770,370,350,890,13440,432,0.171224732,0.679746334,0.508521772,0.679746455
9476,16015,24510270703,"$75,000 under $100,000",4,1010,320,480,170,670,9680,307,0.121680539,0.801426873,0.679746455,0.801427051
9477,16025,24510270703,"$100,000 under $200,000",5,1020,170,780,60,770,13720,449,0.177962743,0.979389616,0.801427051,0.979389636
9478,16035,24510270703,"$200,000 or more",6,90,0,70,0,70,1510,51,0.020214031,0.999603646,0.979389636,1
9479,15833,24510270801,Total,0,14180,6660,4680,2450,9470,51640,2955,0,0,0,0
9480,15843,24510270801,"$1 under $25,000",1,4280,3050,240,930,1880,14120,970,0.328257191,0.328257191,0,0.328257514
9481,15853,24510270801,"$25,000 under $50,000",2,2970,1650,330,870,1800,12650,955,0.323181049,0.65143824,0.328257514,0.651438399
