PUMA,GEOID10,POP
805,24510250204,4125
805,24510250205,4689
805,24510250206,2590
805,24510250207,2059
805,24510250301,2430
805,24510250303,2324
805,24510250401,3823
805,24510250402,4930
805,24510250500,5468
805,24510250600,22
803,24510260101,4763
803,24510260102,4911
803,24510260201,5116
803,24510260202,5937
804,24510260203,2830
803,24510260301,4933
803,24510260302,6094
804,24510260303,778
804,24510260401,3230
804,24510260402,2648
804,24510260403,1575
804,24510260404,1996
804,24510260501,4875
804,24510260604,1465
804,24510260605,4795
804,24510260700,2260
804,24510260800,2647
804,24510260900,2652
804,24510261000,3253
804,24510261100,1951
803,24510270101,1698
803,24510270102,3749
803,24510270200,1914
803,24510270301,3148
803,24510270302,1764
803,24510270401,5412
803,24510270402,3229
803,24510270501,4420
803,24510270502,4361
803,24510270600,4605
803,24510270701,2583
803,24510270702,2333
803,24510270703,2898
803,24510270801,4051
803,24510270802,4992
803,24510270803,6268
802,24510270804,2804
802,24510270805,4952
803,24510270901,4043
803,24510270902,4754
803,24510270903,4603
802,24510271001,2298
802,24510271002,4132
802,24510271101,2046
802,24510271102,4525
802,24510271200,6103
802,24510271300,2791
802,24510271400,3730
801,24510271501,4183
802,24510271503,856
801,24510271600,4523
801,24510271700,5648
801,24510271801,3175
801,24510271802,2993
801,24510271900,3773
801,24510272003,5817
801,24510272004,3788
801,24510272005,3429
801,24510272006,3548
801,24510272007,4367
801,24510280101,3226
801,24510280102,6045
801,24510280200,4828
801,24510280301,4101
801,24510280302,2282
805,24510280401,3565
805,24510280402,1574
805,24510280403,5073
805,24510280404,2267
804,24510280500,3549
