"","CensusTrct","INCOMECLASS","CLASS","INC","INC_R","DIS","CDF","Range0","Range1"
"2602",24013504201,"$75,000 under $100,000",4,2510,980,0.10779892201078,0.719062809371906,0.611263995160048,0.719063025849741
"2603",24013504201,"$100,000 under $200,000",5,4890,1968,0.216477835221648,0.935540644593554,0.719063025849741,0.93554070905291
"2604",24013504201,"$200,000 or more",6,1310,586,0.0644593554064459,1,0.93554070905291,1
"2605",24013504202,"Total",0,42170,13260,0,0,0,0
"2606",24013504202,"$1 under $25,000",1,11540,3831,0.288914027149321,0.288914027149321,0,0.288914219381599
"2607",24013504202,"$25,000 under $50,000",2,7470,2549,0.192232277526395,0.481146304675717,0.288914219381599,0.481146437782805
"2608",24013504202,"$50,000 under $75,000",3,5460,1765,0.133107088989442,0.614253393665158,0.481146437782805,0.614253502564103
"2609",24013504202,"$75,000 under $100,000",4,4630,1444,0.108898944193062,0.72315233785822,0.614253502564103,0.723152555656109
"2610",24013504202,"$100,000 under $200,000",5,10040,2888,0.217797888386124,0.940950226244344,0.723152555656109,0.940950285294118
"2611",24013504202,"$200,000 or more",6,3030,783,0.0590497737556561,1,0.940950285294118,1
"2612",24013505101,"Total",0,19000,19000,0,0,0,0
"2613",24013505101,"$1 under $25,000",1,4750,4750,0.25,0.25,0,0.250000152631579
"2614",24013505101,"$25,000 under $50,000",2,2900,2900,0.152631578947368,0.402631578947368,0.250000152631579,0.402631703157895
"2615",24013505101,"$50,000 under $75,000",3,2360,2360,0.124210526315789,0.526842105263158,0.402631703157895,0.526842216842105
"2616",24013505101,"$75,000 under $100,000",4,2120,2120,0.111578947368421,0.638421052631579,0.526842216842105,0.638421323684211
"2617",24013505101,"$100,000 under $200,000",5,5150,5150,0.271052631578947,0.909473684210526,0.638421323684211,0.909473774736842
"2618",24013505101,"$200,000 or more",6,1720,1720,0.0905263157894737,1,0.909473774736842,1
"2619",24013505102,"Total",0,24280,18824,0,0,0,0
