"","CensusTrct","INCOMECLASS","CLASS","INC","INC_R","DIS","CDF","Range0","Range1"
"35",24001000500,"$200,000 or more",6,1530,650,0.0354726042348832,1,0.964527431237721,1
"36",24001000600,"Total",0,16470,16470,0,0,0,0
"37",24001000600,"$1 under $25,000",1,6960,6960,0.422586520947177,0.422586520947177,0,0.42258676867031
"38",24001000600,"$25,000 under $50,000",2,4080,4080,0.247723132969035,0.670309653916211,0.42258676867031,0.670309792956891
"39",24001000600,"$50,000 under $75,000",3,2290,2290,0.139040680024287,0.809350333940498,0.670309792956891,0.809350421372192
"40",24001000600,"$75,000 under $100,000",4,1440,1440,0.087431693989071,0.896782027929569,0.809350421372192,0.89678211232544
"41",24001000600,"$100,000 under $200,000",5,1390,1390,0.0843958712811172,0.981177899210686,0.89678211232544,0.981177918032787
"42",24001000600,"$200,000 or more",6,310,310,0.0188221007893139,1,0.981177918032787,1
"43",24001000700,"Total",0,16470,16470,0,0,0,0
"44",24001000700,"$1 under $25,000",1,6960,6960,0.422586520947177,0.422586520947177,0,0.42258676867031
"45",24001000700,"$25,000 under $50,000",2,4080,4080,0.247723132969035,0.670309653916211,0.42258676867031,0.670309792956891
"46",24001000700,"$50,000 under $75,000",3,2290,2290,0.139040680024287,0.809350333940498,0.670309792956891,0.809350421372192
"47",24001000700,"$75,000 under $100,000",4,1440,1440,0.087431693989071,0.896782027929569,0.809350421372192,0.89678211232544
"48",24001000700,"$100,000 under $200,000",5,1390,1390,0.0843958712811172,0.981177899210686,0.89678211232544,0.981177918032787
"49",24001000700,"$200,000 or more",6,310,310,0.0188221007893139,1,0.981177918032787,1
"50",24001000800,"Total",0,16470,16470,0,0,0,0
"51",24001000800,"$1 under $25,000",1,6960,6960,0.422586520947177,0.422586520947177,0,0.42258676867031
"52",24001000800,"$25,000 under $50,000",2,4080,4080,0.247723132969035,0.670309653916211,0.42258676867031,0.670309792956891
"53",24001000800,"$50,000 under $75,000",3,2290,2290,0.139040680024287,0.809350333940498,0.670309792956891,0.809350421372192
"54",24001000800,"$75,000 under $100,000",4,1440,1440,0.087431693989071,0.896782027929569,0.809350421372192,0.89678211232544
"55",24001000800,"$100,000 under $200,000",5,1390,1390,0.0843958712811172,0.981177899210686,0.89678211232544,0.981177918032787
"56",24001000800,"$200,000 or more",6,310,310,0.0188221007893139,1,0.981177918032787,1
"57",24001001000,"Total",0,16470,16470,0,0,0,0
"58",24001001000,"$1 under $25,000",1,6960,6960,0.422586520947177,0.422586520947177,0,0.42258676867031
"59",24001001000,"$25,000 under $50,000",2,4080,4080,0.247723132969035,0.670309653916211,0.42258676867031,0.670309792956891
"60",24001001000,"$50,000 under $75,000",3,2290,2290,0.139040680024287,0.809350333940498,0.670309792956891,0.809350421372192
"61",24001001000,"$75,000 under $100,000",4,1440,1440,0.087431693989071,0.896782027929569,0.809350421372192,0.89678211232544
