"","SUMLEV","STATE","COUNTY","TRACT","PUMA","CenTrN","GEOID10","AFFGEOID10","CLASS","HHTLEVEL","HHT","DIS","CDF","Range0","Range1"
"852",140,24,3,741000,1201,107,"24003741000","1400000US24003741000",3,"OthFemale",71,0.0876543209876543,0.802469135802469,0.714814902469136,0.802469207407407
"853",140,24,3,741000,1201,107,"24003741000","1400000US24003741000",4,"NonfMalone",58,0.0716049382716049,0.874074074074074,0.802469207407407,0.874074106172839
"854",140,24,3,741000,1201,107,"24003741000","1400000US24003741000",5,"NonfMNalone",26,0.0320987654320988,0.906172839506173,0.874074106172839,0.90617292345679
"855",140,24,3,741000,1201,107,"24003741000","1400000US24003741000",6,"NonfFalone",68,0.0839506172839506,0.990123456790124,0.90617292345679,0.990123466666667
"856",140,24,3,741000,1201,107,"24003741000","1400000US24003741000",7,"NonfFNalone",8,0.00987654320987654,1,0.990123466666667,1
"857",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",0,"Total",1532,0,0,0,0
"858",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",1,"MarriedFamilyHH",597,0.389686684073107,0.389686684073107,0,0.389686776109661
"859",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",2,"OthMale",141,0.0920365535248042,0.481723237597911,0.389686776109661,0.481723443211488
"860",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",3,"OthFemale",315,0.205613577023499,0.68733681462141,0.481723443211488,0.687336934073107
"861",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",4,"NonfMalone",183,0.119451697127937,0.806788511749347,0.687336934073107,0.806788549608355
"862",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",5,"NonfMNalone",58,0.0378590078328982,0.844647519582245,0.806788549608355,0.844647648172324
"863",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",6,"NonfFalone",197,0.128590078328982,0.973237597911227,0.844647648172324,0.973237624673629
"864",140,24,3,750101,1202,108,"24003750101","1400000US24003750101",7,"NonfFNalone",41,0.0267624020887728,1,0.973237624673629,1
"865",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",0,"Total",854,0,0,0,0
"866",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",1,"MarriedFamilyHH",361,0.42271662763466,0.422716627634661,0,0.422716697892272
"867",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",2,"OthMale",60,0.0702576112412178,0.492974238875878,0.422716697892272,0.492974477751756
"868",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",3,"OthFemale",204,0.238875878220141,0.731850117096019,0.492974477751756,0.731850221311475
"869",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",4,"NonfMalone",89,0.104215456674473,0.836065573770492,0.731850221311475,0.836065601873536
"870",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",5,"NonfMNalone",24,0.0281030444964871,0.864168618266979,0.836065601873536,0.864168731850117
"871",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",6,"NonfFalone",97,0.113583138173302,0.977751756440281,0.864168731850117,0.977751778688525
"872",140,24,3,750102,1202,109,"24003750102","1400000US24003750102",7,"NonfFNalone",19,0.022248243559719,1,0.977751778688525,1
"873",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",0,"Total",1007,0,0,0,0
"874",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",1,"MarriedFamilyHH",452,0.448857994041708,0.448857994041708,0,0.44885805958292
"875",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",2,"OthMale",66,0.0655412115193644,0.514399205561072,0.44885805958292,0.514399383316782
"876",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",3,"OthFemale",179,0.177755710029791,0.692154915590864,0.514399383316782,0.692155030784508
"877",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",4,"NonfMalone",116,0.11519364448858,0.807348560079444,0.692155030784508,0.807348593843098
"878",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",5,"NonfMNalone",34,0.0337636544190665,0.84111221449851,0.807348593843098,0.841112352532274
"879",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",6,"NonfFalone",139,0.138033763654419,0.979145978152929,0.841112352532274,0.979145999006951
"880",140,24,3,750201,1202,110,"24003750201","1400000US24003750201",7,"NonfFNalone",21,0.0208540218470705,1,0.979145999006951,1
"881",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",0,"Total",1250,0,0,0,0
"882",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",1,"MarriedFamilyHH",658,0.5264,0.5264,0,0.5264000584
"883",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",2,"OthMale",73,0.0584,0.5848,0.5264000584,0.5848001384
"884",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",3,"OthFemale",173,0.1384,0.7232,0.5848001384,0.7232001072
"885",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",4,"NonfMalone",134,0.1072,0.8304,0.7232001072,0.8304000288
"886",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",5,"NonfMNalone",36,0.0288,0.8592,0.8304000288,0.859200124
"887",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",6,"NonfFalone",155,0.124,0.9832,0.859200124,0.9832000168
"888",140,24,3,750202,1202,111,"24003750202","1400000US24003750202",7,"NonfFNalone",21,0.0168,1,0.9832000168,1
"889",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",0,"Total",539,0,0,0,0
"890",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",1,"MarriedFamilyHH",250,0.463821892393321,0.463821892393321,0,0.463821948051948
"891",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",2,"OthMale",30,0.0556586270871985,0.519480519480519,0.463821948051948,0.519480682745826
"892",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",3,"OthFemale",88,0.163265306122449,0.682745825602968,0.519480682745826,0.682745929499072
"893",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",4,"NonfMalone",56,0.103896103896104,0.786641929499072,0.682745929499072,0.786641975881262
"894",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",5,"NonfMNalone",25,0.0463821892393321,0.833024118738404,0.786641975881262,0.833024257884972
"895",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",6,"NonfFalone",75,0.139146567717996,0.972170686456401,0.833024257884972,0.972170714285714
"896",140,24,3,750203,1202,112,"24003750203","1400000US24003750203",7,"NonfFNalone",15,0.0278293135435993,1,0.972170714285714,1
"897",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",0,"Total",1028,0,0,0,0
"898",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",1,"MarriedFamilyHH",501,0.487354085603113,0.487354085603113,0,0.487354129377432
"899",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",2,"OthMale",45,0.0437743190661479,0.531128404669261,0.487354129377432,0.531128516536965
"900",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",3,"OthFemale",115,0.111867704280156,0.642996108949416,0.531128516536965,0.642996234435798
"901",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",4,"NonfMalone",129,0.125486381322957,0.768482490272373,0.642996234435798,0.768482542801556
"902",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",5,"NonfMNalone",54,0.0525291828793774,0.821011673151751,0.768482542801556,0.821011815175097
"903",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",6,"NonfFalone",146,0.142023346303502,0.963035019455253,0.821011815175097,0.963035056420233
"904",140,24,3,750300,1202,113,"24003750300","1400000US24003750300",7,"NonfFNalone",38,0.0369649805447471,1,0.963035056420233,1
"905",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",0,"Total",1582,0,0,0,0
"906",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",1,"MarriedFamilyHH",993,0.627686472819216,0.627686472819216,0,0.627686516434893
"907",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",2,"OthMale",69,0.0436156763590392,0.671302149178255,0.627686516434893,0.671302235777497
"908",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",3,"OthFemale",137,0.0865992414664981,0.757901390644753,0.671302235777497,0.75790145954488
"909",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",4,"NonfMalone",109,0.0689001264222503,0.826801517067004,0.75790145954488,0.826801536030341
"910",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",5,"NonfMNalone",30,0.0189633375474083,0.845764854614412,0.826801536030341,0.845764991150442
"911",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",6,"NonfFalone",216,0.13653603034134,0.982300884955752,0.845764991150442,0.982300902654867
"912",140,24,3,750400,1202,114,"24003750400","1400000US24003750400",7,"NonfFNalone",28,0.0176991150442478,1,0.982300902654867,1
"913",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",0,"Total",2081,0,0,0,0
"914",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",1,"MarriedFamilyHH",1172,0.563190773666506,0.563190773666506,0,0.563190837097549
"915",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",2,"OthMale",132,0.0634310427679,0.626621816434407,0.563190837097549,0.626621938971648
"916",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",3,"OthFemale",255,0.122537241710716,0.749159058145123,0.626621938971648,0.749159145603076
"917",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",4,"NonfMalone",182,0.0874579529072561,0.836617011052379,0.749159145603076,0.836617047092744
"918",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",5,"NonfMNalone",75,0.0360403652090341,0.872657376261413,0.836617047092744,0.872657485824123
"919",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",6,"NonfFalone",228,0.109562710235464,0.982220086496876,0.872657485824123,0.98222010427679
"920",140,24,3,750801,1202,115,"24003750801","1400000US24003750801",7,"NonfFNalone",37,0.0177799135031235,1,0.98222010427679,1
"921",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",0,"Total",2752,0,0,0,0
"922",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",1,"MarriedFamilyHH",902,0.327761627906977,0.327761627906977,0,0.327761695494186
"923",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",2,"OthMale",186,0.0675872093023256,0.395348837209302,0.327761695494186,0.395349045784884
"924",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",3,"OthFemale",574,0.208575581395349,0.603924418604651,0.395349045784884,0.60392455559593
"925",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",4,"NonfMalone",377,0.136991279069767,0.740915697674419,0.60392455559593,0.740915749636628
"926",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",5,"NonfMNalone",143,0.0519622093023256,0.792877906976744,0.740915749636628,0.792878081395349
"927",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",6,"NonfFalone",480,0.174418604651163,0.967296511627907,0.792878081395349,0.967296544331395
"928",140,24,3,750803,1202,116,"24003750803","1400000US24003750803",7,"NonfFNalone",90,0.032703488372093,1,0.967296544331395,1
"929",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",0,"Total",1470,0,0,0,0
"930",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",1,"MarriedFamilyHH",722,0.491156462585034,0.491156462585034,0,0.491156540136054
"931",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",2,"OthMale",114,0.0775510204081633,0.568707482993197,0.491156540136054,0.568707629251701
"932",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",3,"OthFemale",215,0.146258503401361,0.714965986394558,0.568707629251701,0.714966084353742
"933",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",4,"NonfMalone",144,0.0979591836734694,0.812925170068027,0.714966084353742,0.812925209523809
"934",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",5,"NonfMNalone",58,0.0394557823129252,0.852380952380952,0.812925209523809,0.852381078231293
"935",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",6,"NonfFalone",185,0.125850340136054,0.978231292517007,0.852381078231293,0.978231314285714
"936",140,24,3,750804,1202,117,"24003750804","1400000US24003750804",7,"NonfFNalone",32,0.0217687074829932,1,0.978231314285714,1
"937",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",0,"Total",1248,0,0,0,0
"938",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",1,"MarriedFamilyHH",532,0.426282051282051,0.426282051282051,0,0.426282107371795
"939",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",2,"OthMale",70,0.0560897435897436,0.482371794871795,0.426282107371795,0.482371901442308
"940",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",3,"OthFemale",133,0.106570512820513,0.588942307692308,0.482371901442308,0.588942431089744
"941",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",4,"NonfMalone",154,0.123397435897436,0.712339743589744,0.588942431089744,0.712339790865385
"942",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",5,"NonfMNalone",59,0.047275641025641,0.759615384615385,0.712339790865385,0.759615594551282
"943",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",6,"NonfFalone",262,0.209935897435897,0.969551282051282,0.759615594551282,0.9695513125
"944",140,24,3,750900,1202,118,"24003750900","1400000US24003750900",7,"NonfFNalone",38,0.0304487179487179,1,0.9695513125,1
"945",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",0,"Total",1472,0,0,0,0
"946",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",1,"MarriedFamilyHH",661,0.449048913043478,0.449048913043478,0,0.449048987092391
"947",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",2,"OthMale",109,0.0740489130434783,0.523097826086957,0.449048987092391,0.523097965353261
"948",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",3,"OthFemale",205,0.139266304347826,0.662364130434783,0.523097965353261,0.662364235733696
"949",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",4,"NonfMalone",155,0.105298913043478,0.767663043478261,0.662364235733696,0.767663091032609
"950",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",5,"NonfMNalone",70,0.047554347826087,0.815217391304348,0.767663091032609,0.815217548913044
"951",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",6,"NonfFalone",232,0.157608695652174,0.972826086956522,0.815217548913044,0.972826114130435
"952",140,24,3,751000,1202,119,"24003751000","1400000US24003751000",7,"NonfFNalone",40,0.0271739130434783,1,0.972826114130435,1
"953",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",0,"Total",1687,0,0,0,0
"954",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",1,"MarriedFamilyHH",570,0.33787788974511,0.33787788974511,0,0.337877950800237
"955",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",2,"OthMale",103,0.0610551274451689,0.398933017190279,0.337877950800237,0.398933167753408
"956",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",3,"OthFemale",254,0.150563129816242,0.54949614700652,0.398933167753408,0.549496293420273
"957",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",4,"NonfMalone",247,0.146413752222881,0.695909899229401,0.549496293420273,0.695909944279787
"958",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",5,"NonfMNalone",76,0.045050385299348,0.740960284528749,0.695909944279787,0.740960508002371
"959",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",6,"NonfFalone",377,0.223473621813871,0.96443390634262,0.740960508002371,0.964433941908714
"960",140,24,3,751102,1202,120,"24003751102","1400000US24003751102",7,"NonfFNalone",60,0.03556609365738,1,0.964433941908714,1
"961",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",0,"Total",2207,0,0,0,0
"962",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",1,"MarriedFamilyHH",1060,0.480289986406887,0.480289986406887,0,0.480290043951065
"963",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",2,"OthMale",127,0.0575441776166742,0.537834164023561,0.480290043951065,0.537834312641595
"964",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",3,"OthFemale",328,0.148618033529678,0.68645219755324,0.537834312641595,0.686452309922972
"965",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",4,"NonfMalone",248,0.112369732668781,0.798821930222021,0.686452309922972,0.798821968282737
"966",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",5,"NonfMNalone",84,0.038060715903942,0.836882646125963,0.798821968282737,0.83688277344812
"967",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",6,"NonfFalone",281,0.127322156773901,0.964204802899864,0.83688277344812,0.964204838695061
"968",140,24,3,751103,1202,121,"24003751103","1400000US24003751103",7,"NonfFNalone",79,0.0357951971001359,1,0.964204838695061,1
"969",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",0,"Total",1477,0,0,0,0
"970",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",1,"MarriedFamilyHH",872,0.590385917400135,0.590385917400135,0,0.590385953960731
"971",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",2,"OthMale",54,0.036560595802302,0.626946513202437,0.590385953960731,0.626946595802302
"972",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",3,"OthFemale",122,0.0825998645903859,0.709546377792823,0.626946595802302,0.709546482058226
"973",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",4,"NonfMalone",154,0.104265402843602,0.813811780636425,0.709546482058226,0.813811809749492
"974",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",5,"NonfMNalone",43,0.029113067027759,0.842924847664184,0.813811809749492,0.842924984427894
"975",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",6,"NonfFalone",202,0.136763710223426,0.97968855788761,0.842924984427894,0.979688578199052
"976",140,24,3,751200,1201,122,"24003751200","1400000US24003751200",7,"NonfFNalone",30,0.02031144211239,1,0.979688578199052,1
"977",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",0,"Total",1562,0,0,0,0
"978",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",1,"MarriedFamilyHH",943,0.60371318822023,0.60371318822023,0,0.603713236235595
"979",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",2,"OthMale",75,0.0480153649167734,0.651728553137004,0.603713236235595,0.651728656209987
"980",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",3,"OthFemale",161,0.103072983354673,0.754801536491677,0.651728656209987,0.754801632522407
"981",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",4,"NonfMalone",150,0.0960307298335467,0.850832266325224,0.754801632522407,0.85083228681178
"982",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",5,"NonfMNalone",32,0.0204865556978233,0.871318822023047,0.85083228681178,0.871318940460948
"983",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",6,"NonfFalone",185,0.118437900128041,0.989756722151088,0.871318940460948,0.989756732394366
"984",140,24,3,751400,1201,123,"24003751400","1400000US24003751400",7,"NonfFNalone",16,0.0102432778489117,1,0.989756732394366,1
"985",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",0,"Total",2364,0,0,0,0
"986",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",1,"MarriedFamilyHH",977,0.413282571912014,0.413282571912013,0,0.413282649323181
"987",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",2,"OthMale",183,0.0774111675126904,0.490693739424704,0.413282649323181,0.490693918358714
"988",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",3,"OthFemale",423,0.178934010152284,0.669627749576988,0.490693918358714,0.669627873519459
"989",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",4,"NonfMalone",293,0.123942470389171,0.793570219966159,0.669627873519459,0.793570265651438
"990",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",5,"NonfMNalone",108,0.0456852791878173,0.839255499153976,0.793570265651438,0.839255623519459
"991",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",6,"NonfFalone",294,0.124365482233503,0.963620981387479,0.839255623519459,0.963621017766498
"992",140,24,3,751500,1201,124,"24003751500","1400000US24003751500",7,"NonfFNalone",86,0.0363790186125212,1,0.963621017766498,1
"993",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",0,"Total",2431,0,0,0,0
"994",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",1,"MarriedFamilyHH",1206,0.496092143150967,0.496092143150967,0,0.496092165364048
"995",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",2,"OthMale",54,0.0222130810366104,0.518305224187577,0.496092165364048,0.51830527725216
"996",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",3,"OthFemale",129,0.0530645824763472,0.571369806663924,0.51830527725216,0.571369896338955
"997",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",4,"NonfMalone",218,0.0896750308515014,0.661044837515426,0.571369896338955,0.66104485396956
"998",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",5,"NonfMNalone",40,0.0164541341011929,0.677498971616619,0.66104485396956,0.677499278074866
"999",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",6,"NonfFalone",745,0.306458247634718,0.983957219251337,0.677499278074866,0.983957235294118
"1000",140,24,3,751600,1204,125,"24003751600","1400000US24003751600",7,"NonfFNalone",39,0.0160427807486631,1,0.983957235294118,1
"1001",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",0,"Total",975,0,0,0,0
"1002",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",1,"MarriedFamilyHH",712,0.73025641025641,0.73025641025641,0,0.730256445128205
"1003",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",2,"OthMale",34,0.0348717948717949,0.765128205128205,0.730256445128205,0.765128247179487
"1004",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",3,"OthFemale",41,0.0420512820512821,0.807179487179487,0.765128247179487,0.807179557948718
"1005",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",4,"NonfMalone",69,0.0707692307692308,0.877948717948718,0.807179557948718,0.877948743589744
"1006",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",5,"NonfMNalone",25,0.0256410256410256,0.903589743589744,0.877948743589744,0.903589827692308
"1007",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",6,"NonfFalone",82,0.0841025641025641,0.987692307692308,0.903589827692308,0.98769232
"1008",140,24,3,751700,1201,126,"24003751700","1400000US24003751700",7,"NonfFNalone",12,0.0123076923076923,1,0.98769232,1
"1009",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",0,"Total",3,0,0,0,0
"1010",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",1,"MarriedFamilyHH",3,1,1,0,1
"1011",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",2,"OthMale",0,0,1,1,1
"1012",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",3,"OthFemale",0,0,1,1,1
"1013",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",4,"NonfMalone",0,0,1,1,1
"1014",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",5,"NonfMNalone",0,0,1,1,1
"1015",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",6,"NonfFalone",0,0,1,1,1
"1016",140,24,3,980000,1201,127,"24003980000","1400000US24003980000",7,"NonfFNalone",0,0,1,1,1
"1017",140,24,3,990000,0,128,"24003990000","1400000US24003990000",0,"Total",0,0,0,0,0
"1018",140,24,3,990000,0,128,"24003990000","1400000US24003990000",1,"MarriedFamilyHH",0,0,0,0,0
"1019",140,24,3,990000,0,128,"24003990000","1400000US24003990000",2,"OthMale",0,0,0,0,0
"1020",140,24,3,990000,0,128,"24003990000","1400000US24003990000",3,"OthFemale",0,0,0,0,0
"1021",140,24,3,990000,0,128,"24003990000","1400000US24003990000",4,"NonfMalone",0,0,0,0,0
"1022",140,24,3,990000,0,128,"24003990000","1400000US24003990000",5,"NonfMNalone",0,0,0,0,0
"1023",140,24,3,990000,0,128,"24003990000","1400000US24003990000",6,"NonfFalone",0,0,0,0,0
"1024",140,24,3,990000,0,128,"24003990000","1400000US24003990000",7,"NonfFNalone",0,0,0,0,1
"1025",140,24,5,400100,507,129,"24005400100","1400000US24005400100",0,"Total",2364,0,0,0,0
"1026",140,24,5,400100,507,129,"24005400100","1400000US24005400100",1,"MarriedFamilyHH",723,0.305837563451777,0.305837563451777,0,0.305837576988156
"1027",140,24,5,400100,507,129,"24005400100","1400000US24005400100",2,"OthMale",32,0.0135363790186125,0.319373942470389,0.305837576988156,0.319373980964467
"1028",140,24,5,400100,507,129,"24005400100","1400000US24005400100",3,"OthFemale",91,0.0384940778341794,0.357868020304569,0.319373980964467,0.35786815820643
"1029",140,24,5,400100,507,129,"24005400100","1400000US24005400100",4,"NonfMalone",326,0.137901861252115,0.495769881556684,0.35786815820643,0.495769895093063
"1030",140,24,5,400100,507,129,"24005400100","1400000US24005400100",5,"NonfMNalone",32,0.0135363790186125,0.509306260575296,0.495769895093063,0.509306736040609
"1031",140,24,5,400100,507,129,"24005400100","1400000US24005400100",6,"NonfFalone",1124,0.475465313028765,0.984771573604061,0.509306736040609,0.984771588832487
"1032",140,24,5,400100,507,129,"24005400100","1400000US24005400100",7,"NonfFNalone",36,0.0152284263959391,1,0.984771588832487,1
"1033",140,24,5,400200,507,130,"24005400200","1400000US24005400200",0,"Total",1101,0,0,0,0
"1034",140,24,5,400200,507,130,"24005400200","1400000US24005400200",1,"MarriedFamilyHH",399,0.362397820163488,0.362397820163488,0,0.362397871934605
"1035",140,24,5,400200,507,130,"24005400200","1400000US24005400200",2,"OthMale",57,0.0517711171662125,0.4141689373297,0.362397871934605,0.4141690835604
"1036",140,24,5,400200,507,130,"24005400200","1400000US24005400200",3,"OthFemale",161,0.146230699364214,0.560399636693915,0.4141690835604,0.560399772025431
"1037",140,24,5,400200,507,130,"24005400200","1400000US24005400200",4,"NonfMalone",149,0.135331516802906,0.695731153496821,0.560399772025431,0.695731217075386
"1038",140,24,5,400200,507,130,"24005400200","1400000US24005400200",5,"NonfMNalone",70,0.0635785649409628,0.759309718437784,0.695731217075386,0.759309898274296
"1039",140,24,5,400200,507,130,"24005400200","1400000US24005400200",6,"NonfFalone",198,0.17983651226158,0.939146230699364,0.759309898274296,0.939146291553134
"1040",140,24,5,400200,507,130,"24005400200","1400000US24005400200",7,"NonfFNalone",67,0.0608537693006358,1,0.939146291553134,1
"1041",140,24,5,400400,507,131,"24005400400","1400000US24005400400",0,"Total",2262,0,0,0,0
"1042",140,24,5,400400,507,131,"24005400400","1400000US24005400400",1,"MarriedFamilyHH",1303,0.576038903625111,0.576038903625111,0,0.576038936339523
"1043",140,24,5,400400,507,131,"24005400400","1400000US24005400400",2,"OthMale",74,0.0327144120247569,0.608753315649867,0.576038936339523,0.608753391688771
"1044",140,24,5,400400,507,131,"24005400400","1400000US24005400400",3,"OthFemale",172,0.0760389036251105,0.684792219274978,0.608753391688771,0.684792319628647
"1045",140,24,5,400400,507,131,"24005400400","1400000US24005400400",4,"NonfMalone",227,0.100353669319187,0.785145888594164,0.684792319628647,0.78514592749779
"1046",140,24,5,400400,507,131,"24005400400","1400000US24005400400",5,"NonfMNalone",88,0.0389036251105217,0.824049513704686,0.78514592749779,0.824049659151194
"1047",140,24,5,400400,507,131,"24005400400","1400000US24005400400",6,"NonfFalone",329,0.145446507515473,0.969496021220159,0.824049659151194,0.969496051724138
"1048",140,24,5,400400,507,131,"24005400400","1400000US24005400400",7,"NonfFNalone",69,0.0305039787798408,1,0.969496051724138,1
"1049",140,24,5,400500,507,132,"24005400500","1400000US24005400500",0,"Total",853,0,0,0,0
"1050",140,24,5,400500,507,132,"24005400500","1400000US24005400500",1,"MarriedFamilyHH",623,0.730363423212192,0.730363423212192,0,0.730363445486518
"1051",140,24,5,400500,507,132,"24005400500","1400000US24005400500",2,"OthMale",19,0.022274325908558,0.75263774912075,0.730363445486518,0.752637806565065
