"","SUMLEV","STATE","COUNTY","TRACT","PUMA","CenTrN","GEOID10","AFFGEOID10","CLASS","RAC1PLEVEL","RAC1P","DIS","CDF","Range0","Range1"
"151",140,24,1,1503,100,16,"24001001503","1400000US24001001503",0,"Total",1968,0,0,0,0
"152",140,24,1,1503,100,16,"24001001503","1400000US24001001503",1,"WhiteAlone",1922,0.976626016260163,0.976626016260163,0,0.976626992886179
"153",140,24,1,1503,100,16,"24001001503","1400000US24001001503",2,"BlackorAfricanAmerican",10,0.00508130081300813,0.981707317073171,0.976626021341463,0.981707322154472
"154",140,24,1,1503,100,16,"24001001503","1400000US24001001503",3,"AmericanIndianAlone",2,0.00101626016260163,0.982723577235772,0.981707318089431,0.982723578252032
"155",140,24,1,1503,100,16,"24001001503","1400000US24001001503",4,"AlaskaNativeAlnoe",0,0,0.982723577235772,0.982723577235772,0.982723577235772
"156",140,24,1,1503,100,16,"24001001503","1400000US24001001503",5,"AmericanIndianAlaskaNative",0,0,0.982723577235772,0.982723577235772,0.982723577235772
"157",140,24,1,1503,100,16,"24001001503","1400000US24001001503",6,"AsianAlone",1,0.000508130081300813,0.983231707317073,0.982723577743902,0.983231707825203
"158",140,24,1,1503,100,16,"24001001503","1400000US24001001503",7,"NativeHawaiianOth",0,0,0.983231707317073,0.983231707317073,0.983231707317073
"159",140,24,1,1503,100,16,"24001001503","1400000US24001001503",8,"SomeOtherRace",11,0.00558943089430894,0.988821138211382,0.983231712906504,0.988821143800813
"160",140,24,1,1503,100,16,"24001001503","1400000US24001001503",9,"TwoMoreRace",22,0.0111788617886179,1,0.988821149390244,1
"161",140,24,1,1600,100,17,"24001001600","1400000US24001001600",0,"Total",1766,0,0,0,0
"162",140,24,1,1600,100,17,"24001001600","1400000US24001001600",1,"WhiteAlone",1697,0.960928652321631,0.960928652321631,0,0.960929613250283
"163",140,24,1,1600,100,17,"24001001600","1400000US24001001600",2,"BlackorAfricanAmerican",23,0.0130237825594564,0.973952434881087,0.960928665345414,0.97395244790487
"164",140,24,1,1600,100,17,"24001001600","1400000US24001001600",3,"AmericanIndianAlone",1,0.000566251415628539,0.974518686296716,0.973952435447339,0.974518686862967
"165",140,24,1,1600,100,17,"24001001600","1400000US24001001600",4,"AlaskaNativeAlnoe",0,0,0.974518686296716,0.974518686296716,0.974518686296716
"166",140,24,1,1600,100,17,"24001001600","1400000US24001001600",5,"AmericanIndianAlaskaNative",2,0.00113250283125708,0.975651189127973,0.974518687429219,0.975651190260476
"167",140,24,1,1600,100,17,"24001001600","1400000US24001001600",6,"AsianAlone",20,0.0113250283125708,0.986976217440544,0.975651200453001,0.986976228765572
"168",140,24,1,1600,100,17,"24001001600","1400000US24001001600",7,"NativeHawaiianOth",0,0,0.986976217440544,0.986976217440544,0.986976217440544
"169",140,24,1,1600,100,17,"24001001600","1400000US24001001600",8,"SomeOtherRace",5,0.0028312570781427,0.989807474518686,0.986976220271801,0.989807477349943
"170",140,24,1,1600,100,17,"24001001600","1400000US24001001600",9,"TwoMoreRace",18,0.0101925254813137,1,0.989807484711212,1
"171",140,24,1,1700,100,18,"24001001700","1400000US24001001700",0,"Total",4818,0,0,0,0
"172",140,24,1,1700,100,18,"24001001700","1400000US24001001700",1,"WhiteAlone",4556,0.945620589456206,0.945620589456206,0,0.945621535076795
"173",140,24,1,1700,100,18,"24001001700","1400000US24001001700",2,"BlackorAfricanAmerican",133,0.0276048152760482,0.973225404732254,0.945620617061021,0.973225432337069
"174",140,24,1,1700,100,18,"24001001700","1400000US24001001700",3,"AmericanIndianAlone",0,0,0.973225404732254,0.973225404732254,0.973225404732254
"175",140,24,1,1700,100,18,"24001001700","1400000US24001001700",4,"AlaskaNativeAlnoe",1,0.00020755500207555,0.97343295973433,0.973225404939809,0.973432959941885
"176",140,24,1,1700,100,18,"24001001700","1400000US24001001700",5,"AmericanIndianAlaskaNative",1,0.00020755500207555,0.973640514736405,0.973432959941885,0.97364051494396
"177",140,24,1,1700,100,18,"24001001700","1400000US24001001700",6,"AsianAlone",58,0.0120381901203819,0.985678704856787,0.973640526774595,0.985678716894977
"178",140,24,1,1700,100,18,"24001001700","1400000US24001001700",7,"NativeHawaiianOth",4,0.0008302200083022,0.986508924865089,0.985678705687007,0.986508925695309
"179",140,24,1,1700,100,18,"24001001700","1400000US24001001700",8,"SomeOtherRace",17,0.00352843503528435,0.990037359900374,0.986508928393524,0.990037363428809
"180",140,24,1,1700,100,18,"24001001700","1400000US24001001700",9,"TwoMoreRace",48,0.0099626400996264,1,0.990037369863014,1
"181",140,24,1,1800,100,19,"24001001800","1400000US24001001800",0,"Total",5411,0,0,0,0
"182",140,24,1,1800,100,19,"24001001800","1400000US24001001800",1,"WhiteAlone",4159,0.768619478839401,0.768619478839401,0,0.76862024745888
"183",140,24,1,1800,100,19,"24001001800","1400000US24001001800",2,"BlackorAfricanAmerican",993,0.183515061910922,0.952134540750323,0.768619662354463,0.952134724265385
