SUMLEV,STATE,COUNTY,TRACT,PUMA,CenTrN,GEOID10,AFFGEOID10,CLASS,NPLEVEL,NP,DIS,CDF,Range0,Range1
140,24,5,421102,506,252,24005421102,1400000US24005421102,6,six,22,0.023206751,0.979957806,0.956751078,0.979957826
140,24,5,421102,506,252,24005421102,1400000US24005421102,7,sevenPlus,19,0.020042194,1,0.979957826,1
140,24,5,421200,506,253,24005421200,1400000US24005421200,0,Total,734,0,0,0,0
140,24,5,421200,506,253,24005421200,1400000US24005421200,1,one,190,0.258855586,0.258855586,0,0.258855944
140,24,5,421200,506,253,24005421200,1400000US24005421200,2,two,263,0.358310627,0.617166213,0.258855944,0.617166375
140,24,5,421200,506,253,24005421200,1400000US24005421200,3,three,119,0.162125341,0.779291553,0.617166375,0.779291674
140,24,5,421200,506,253,24005421200,1400000US24005421200,4,four,89,0.121253406,0.900544959,0.779291674,0.900545022
140,24,5,421200,506,253,24005421200,1400000US24005421200,5,five,46,0.0626703,0.963215259,0.900545022,0.963215283
140,24,5,421200,506,253,24005421200,1400000US24005421200,6,six,18,0.024523161,0.98773842,0.963215283,0.987738432
140,24,5,421200,506,253,24005421200,1400000US24005421200,7,sevenPlus,9,0.01226158,1,0.987738432,1
140,24,5,421300,506,254,24005421300,1400000US24005421300,0,Total,1263,0,0,0,0
140,24,5,421300,506,254,24005421300,1400000US24005421300,1,one,365,0.288994458,0.288994458,0,0.288994736
140,24,5,421300,506,254,24005421300,1400000US24005421300,2,two,351,0.277909739,0.566904196,0.288994736,0.566904396
140,24,5,421300,506,254,24005421300,1400000US24005421300,3,three,252,0.199524941,0.766429137,0.566904396,0.766429259
140,24,5,421300,506,254,24005421300,1400000US24005421300,4,four,154,0.121931908,0.888361045,0.766429259,0.888361099
140,24,5,421300,506,254,24005421300,1400000US24005421300,5,five,68,0.053840063,0.942201108,0.888361099,0.942201139
140,24,5,421300,506,254,24005421300,1400000US24005421300,6,six,39,0.03087886,0.973079968,0.942201139,0.973079995
140,24,5,421300,506,254,24005421300,1400000US24005421300,7,sevenPlus,34,0.026920032,1,0.973079995,1
140,24,5,430101,507,255,24005430101,1400000US24005430101,0,Total,1525,0,0,0,0
140,24,5,430101,507,255,24005430101,1400000US24005430101,1,one,360,0.236065574,0.236065574,0,0.236065853
140,24,5,430101,507,255,24005430101,1400000US24005430101,2,two,426,0.279344262,0.515409836,0.236065853,0.515410034
140,24,5,430101,507,255,24005430101,1400000US24005430101,3,three,302,0.198032787,0.713442623,0.515410034,0.713442771
140,24,5,430101,507,255,24005430101,1400000US24005430101,4,four,226,0.148196721,0.861639344,0.713442771,0.861639423
140,24,5,430101,507,255,24005430101,1400000US24005430101,5,five,120,0.078688525,0.940327869,0.861639423,0.940327908
140,24,5,430101,507,255,24005430101,1400000US24005430101,6,six,60,0.039344262,0.979672131,0.940327908,0.979672151
140,24,5,430101,507,255,24005430101,1400000US24005430101,7,sevenPlus,31,0.020327869,1,0.979672151,1
140,24,5,430104,507,256,24005430104,1400000US24005430104,0,Total,1000,0,0,0,0
140,24,5,430104,507,256,24005430104,1400000US24005430104,1,one,199,0.199,0.199,0,0.199000348
140,24,5,430104,507,256,24005430104,1400000US24005430104,2,two,348,0.348,0.547,0.199000348,0.547000165
140,24,5,430104,507,256,24005430104,1400000US24005430104,3,three,165,0.165,0.712,0.547000165,0.712000149
140,24,5,430104,507,256,24005430104,1400000US24005430104,4,four,149,0.149,0.861,0.712000149,0.861000065
140,24,5,430104,507,256,24005430104,1400000US24005430104,5,five,65,0.065,0.926,0.861000065,0.926000045
140,24,5,430104,507,256,24005430104,1400000US24005430104,6,six,45,0.045,0.971,0.926000045,0.971000029
140,24,5,430104,507,256,24005430104,1400000US24005430104,7,sevenPlus,29,0.029,1,0.971000029,1
140,24,5,430200,507,257,24005430200,1400000US24005430200,0,Total,1086,0,0,0,0
140,24,5,430200,507,257,24005430200,1400000US24005430200,1,one,295,0.271639042,0.271639042,0,0.271639338
140,24,5,430200,507,257,24005430200,1400000US24005430200,2,two,321,0.29558011,0.567219153,0.271639338,0.567219341
140,24,5,430200,507,257,24005430200,1400000US24005430200,3,three,204,0.187845304,0.755064457,0.567219341,0.75506459
140,24,5,430200,507,257,24005430200,1400000US24005430200,4,four,145,0.133517495,0.888581952,0.75506459,0.888582012
140,24,5,430200,507,257,24005430200,1400000US24005430200,5,five,65,0.05985267,0.948434622,0.888582012,0.948434645
140,24,5,430200,507,257,24005430200,1400000US24005430200,6,six,24,0.022099448,0.97053407,0.948434645,0.970534099
140,24,5,430200,507,257,24005430200,1400000US24005430200,7,sevenPlus,32,0.02946593,1,0.970534099,1
140,24,5,430300,507,258,24005430300,1400000US24005430300,0,Total,1971,0,0,0,0
140,24,5,430300,507,258,24005430300,1400000US24005430300,1,one,427,0.216641299,0.216641299,0,0.216641587
140,24,5,430300,507,258,24005430300,1400000US24005430300,2,two,568,0.28817859,0.504819888,0.216641587,0.5048201
140,24,5,430300,507,258,24005430300,1400000US24005430300,3,three,418,0.212075089,0.716894977,0.5048201,0.716895117
140,24,5,430300,507,258,24005430300,1400000US24005430300,4,four,276,0.140030441,0.856925419,0.716895117,0.856925494
140,24,5,430300,507,258,24005430300,1400000US24005430300,5,five,148,0.075088787,0.932014206,0.856925494,0.932014246
140,24,5,430300,507,258,24005430300,1400000US24005430300,6,six,78,0.03957382,0.971588026,0.932014246,0.971588055
140,24,5,430300,507,258,24005430300,1400000US24005430300,7,sevenPlus,56,0.028411974,1,0.971588055,1
140,24,5,430400,507,259,24005430400,1400000US24005430400,0,Total,1633,0,0,0,0
140,24,5,430400,507,259,24005430400,1400000US24005430400,1,one,394,0.241273729,0.241273729,0,0.241274053
140,24,5,430400,507,259,24005430400,1400000US24005430400,2,two,529,0.323943662,0.565217391,0.241274053,0.565217574
140,24,5,430400,507,259,24005430400,1400000US24005430400,3,three,298,0.182486222,0.747703613,0.565217574,0.747703761
140,24,5,430400,507,259,24005430400,1400000US24005430400,4,four,241,0.147581139,0.895284752,0.747703761,0.895284815
140,24,5,430400,507,259,24005430400,1400000US24005430400,5,five,103,0.063074097,0.958358849,0.895284815,0.95835887
140,24,5,430400,507,259,24005430400,1400000US24005430400,6,six,35,0.021432945,0.979791794,0.95835887,0.979791814
140,24,5,430400,507,259,24005430400,1400000US24005430400,7,sevenPlus,33,0.020208206,1,0.979791814,1
140,24,5,430600,507,260,24005430600,1400000US24005430600,0,Total,912,0,0,0,0
140,24,5,430600,507,260,24005430600,1400000US24005430600,1,one,191,0.209429825,0.209429825,0,0.209430189
140,24,5,430600,507,260,24005430600,1400000US24005430600,2,two,332,0.364035088,0.573464912,0.209430189,0.573465082
140,24,5,430600,507,260,24005430600,1400000US24005430600,3,three,155,0.16995614,0.743421053,0.573465082,0.743421213
140,24,5,430600,507,260,24005430600,1400000US24005430600,4,four,146,0.160087719,0.903508772,0.743421213,0.903508831
140,24,5,430600,507,260,24005430600,1400000US24005430600,5,five,54,0.059210526,0.962719298,0.903508831,0.96271932
140,24,5,430600,507,260,24005430600,1400000US24005430600,6,six,20,0.021929825,0.984649123,0.96271932,0.984649138
140,24,5,430600,507,260,24005430600,1400000US24005430600,7,sevenPlus,14,0.015350877,1,0.984649138,1
140,24,5,430700,507,261,24005430700,1400000US24005430700,0,Total,2023,0,0,0,0
140,24,5,430700,507,261,24005430700,1400000US24005430700,1,one,550,0.271873455,0.271873455,0,0.271873783
140,24,5,430700,507,261,24005430700,1400000US24005430700,2,two,662,0.327236777,0.599110232,0.271873783,0.599110411
140,24,5,430700,507,261,24005430700,1400000US24005430700,3,three,361,0.17844785,0.777558082,0.599110411,0.777558221
140,24,5,430700,507,261,24005430700,1400000US24005430700,4,four,282,0.139396935,0.916955017,0.777558221,0.916955074
140,24,5,430700,507,261,24005430700,1400000US24005430700,5,five,114,0.056351953,0.97330697,0.916955074,0.973306989
140,24,5,430700,507,261,24005430700,1400000US24005430700,6,six,39,0.0192783,0.992585269,0.973306989,0.992585277
140,24,5,430700,507,261,24005430700,1400000US24005430700,7,sevenPlus,15,0.007414731,1,0.992585277,1
140,24,5,430800,507,262,24005430800,1400000US24005430800,0,Total,1467,0,0,0,0
140,24,5,430800,507,262,24005430800,1400000US24005430800,1,one,408,0.278118609,0.278118609,0,0.278118959
140,24,5,430800,507,262,24005430800,1400000US24005430800,2,two,513,0.349693252,0.627811861,0.278118959,0.62781204
140,24,5,430800,507,262,24005430800,1400000US24005430800,3,three,262,0.178595774,0.806407635,0.62781204,0.806407751
140,24,5,430800,507,262,24005430800,1400000US24005430800,4,four,171,0.116564417,0.922972052,0.806407751,0.9229721
140,24,5,430800,507,262,24005430800,1400000US24005430800,5,five,70,0.047716428,0.97068848,0.9229721,0.9706885
140,24,5,430800,507,262,24005430800,1400000US24005430800,6,six,29,0.019768234,0.990456714,0.9706885,0.990456724
140,24,5,430800,507,262,24005430800,1400000US24005430800,7,sevenPlus,14,0.009543286,1,0.990456724,1
140,24,5,430900,507,263,24005430900,1400000US24005430900,0,Total,2017,0,0,0,0
140,24,5,430900,507,263,24005430900,1400000US24005430900,1,one,563,0.279127417,0.279127417,0,0.279127731
140,24,5,430900,507,263,24005430900,1400000US24005430900,2,two,634,0.31432821,0.593455627,0.279127731,0.593455811
140,24,5,430900,507,263,24005430900,1400000US24005430900,3,three,371,0.183936539,0.777392167,0.593455811,0.777392292
140,24,5,430900,507,263,24005430900,1400000US24005430900,4,four,253,0.125433813,0.902825979,0.777392292,0.902826036
140,24,5,430900,507,263,24005430900,1400000US24005430900,5,five,114,0.056519584,0.959345563,0.902826036,0.959345589
140,24,5,430900,507,263,24005430900,1400000US24005430900,6,six,53,0.026276648,0.985622211,0.959345589,0.985622226
140,24,5,430900,507,263,24005430900,1400000US24005430900,7,sevenPlus,29,0.014377789,1,0.985622226,1
140,24,5,440100,504,264,24005440100,1400000US24005440100,0,Total,1795,0,0,0,0
140,24,5,440100,504,264,24005440100,1400000US24005440100,1,one,472,0.262952646,0.262952646,0,0.262952991
140,24,5,440100,504,264,24005440100,1400000US24005440100,2,two,619,0.344846797,0.607799443,0.262952991,0.607799625
140,24,5,440100,504,264,24005440100,1400000US24005440100,3,three,326,0.181615599,0.789415042,0.607799625,0.789415172
140,24,5,440100,504,264,24005440100,1400000US24005440100,4,four,233,0.129805014,0.919220056,0.789415172,0.919220105
140,24,5,440100,504,264,24005440100,1400000US24005440100,5,five,88,0.04902507,0.968245125,0.919220105,0.968245144
140,24,5,440100,504,264,24005440100,1400000US24005440100,6,six,34,0.018941504,0.98718663,0.968245144,0.987186642
140,24,5,440100,504,264,24005440100,1400000US24005440100,7,sevenPlus,23,0.01281337,1,0.987186642,1
140,24,5,440200,504,265,24005440200,1400000US24005440200,0,Total,1087,0,0,0,0
140,24,5,440200,504,265,24005440200,1400000US24005440200,1,one,343,0.315547378,0.315547378,0,0.315547736
140,24,5,440200,504,265,24005440200,1400000US24005440200,2,two,389,0.357865685,0.673413063,0.315547736,0.673413224
140,24,5,440200,504,265,24005440200,1400000US24005440200,3,three,174,0.160073597,0.833486661,0.673413224,0.833486764
140,24,5,440200,504,265,24005440200,1400000US24005440200,4,four,113,0.103955842,0.937442502,0.833486764,0.937442538
140,24,5,440200,504,265,24005440200,1400000US24005440200,5,five,39,0.035878565,0.973321067,0.937442538,0.973321084
140,24,5,440200,504,265,24005440200,1400000US24005440200,6,six,18,0.016559338,0.989880405,0.973321084,0.989880415
140,24,5,440200,504,265,24005440200,1400000US24005440200,7,sevenPlus,11,0.010119595,1,0.989880415,1
140,24,5,440300,504,266,24005440300,1400000US24005440300,0,Total,939,0,0,0,0
140,24,5,440300,504,266,24005440300,1400000US24005440300,1,one,337,0.358892439,0.358892439,0,0.358892738
140,24,5,440300,504,266,24005440300,1400000US24005440300,2,two,281,0.299254526,0.658146965,0.358892738,0.658147127
140,24,5,440300,504,266,24005440300,1400000US24005440300,3,three,152,0.161874334,0.820021299,0.658147127,0.820021412
140,24,5,440300,504,266,24005440300,1400000US24005440300,4,four,106,0.112886049,0.932907348,0.820021412,0.932907392
140,24,5,440300,504,266,24005440300,1400000US24005440300,5,five,41,0.043663472,0.97657082,0.932907392,0.976570833
140,24,5,440300,504,266,24005440300,1400000US24005440300,6,six,12,0.012779553,0.989350373,0.976570833,0.989350383
140,24,5,440300,504,266,24005440300,1400000US24005440300,7,sevenPlus,10,0.010649627,1,0.989350383,1
140,24,5,440400,505,267,24005440400,1400000US24005440400,0,Total,2065,0,0,0,0
140,24,5,440400,505,267,24005440400,1400000US24005440400,1,one,512,0.247941889,0.247941889,0,0.247942198
140,24,5,440400,505,267,24005440400,1400000US24005440400,2,two,639,0.309443099,0.557384988,0.247942198,0.557385179
140,24,5,440400,505,267,24005440400,1400000US24005440400,3,three,395,0.191283293,0.748668281,0.557385179,0.748668414
140,24,5,440400,505,267,24005440400,1400000US24005440400,4,four,274,0.132687651,0.881355932,0.748668414,0.881356001
140,24,5,440400,505,267,24005440400,1400000US24005440400,5,five,142,0.068765133,0.950121065,0.881356001,0.950121094
140,24,5,440400,505,267,24005440400,1400000US24005440400,6,six,59,0.028571429,0.978692494,0.950121094,0.978692515
140,24,5,440400,505,267,24005440400,1400000US24005440400,7,sevenPlus,44,0.021307506,1,0.978692515,1
140,24,5,440500,505,268,24005440500,1400000US24005440500,0,Total,1310,0,0,0,0
140,24,5,440500,505,268,24005440500,1400000US24005440500,1,one,392,0.299236641,0.299236641,0,0.299236971
140,24,5,440500,505,268,24005440500,1400000US24005440500,2,two,432,0.329770992,0.629007634,0.299236971,0.629007795
140,24,5,440500,505,268,24005440500,1400000US24005440500,3,three,211,0.161068702,0.790076336,0.629007795,0.790076462
140,24,5,440500,505,268,24005440500,1400000US24005440500,4,four,165,0.125954198,0.916030534,0.790076462,0.916030593
140,24,5,440500,505,268,24005440500,1400000US24005440500,5,five,77,0.058778626,0.97480916,0.916030593,0.974809173
140,24,5,440500,505,268,24005440500,1400000US24005440500,6,six,17,0.012977099,0.98778626,0.974809173,0.987786272
140,24,5,440500,505,268,24005440500,1400000US24005440500,7,sevenPlus,16,0.01221374,1,0.987786272,1
140,24,5,440600,505,269,24005440600,1400000US24005440600,0,Total,750,0,0,0,0
140,24,5,440600,505,269,24005440600,1400000US24005440600,1,one,96,0.128,0.128,0,0.128000303
140,24,5,440600,505,269,24005440600,1400000US24005440600,2,two,227,0.302666667,0.430666667,0.128000303,0.430666864
140,24,5,440600,505,269,24005440600,1400000US24005440600,3,three,148,0.197333333,0.628,0.430666864,0.628000228
140,24,5,440600,505,269,24005440600,1400000US24005440600,4,four,171,0.228,0.856,0.628000228,0.856000089
140,24,5,440600,505,269,24005440600,1400000US24005440600,5,five,67,0.089333333,0.945333333,0.856000089,0.945333375
140,24,5,440600,505,269,24005440600,1400000US24005440600,6,six,31,0.041333333,0.986666667,0.945333375,0.98666668
140,24,5,440600,505,269,24005440600,1400000US24005440600,7,sevenPlus,10,0.013333333,1,0.98666668,1
140,24,5,440701,505,270,24005440701,1400000US24005440701,0,Total,2487,0,0,0,0
140,24,5,440701,505,270,24005440701,1400000US24005440701,1,one,713,0.286690792,0.286690792,0,0.286691097
140,24,5,440701,505,270,24005440701,1400000US24005440701,2,two,758,0.304784881,0.591475674,0.286691097,0.591475856
140,24,5,440701,505,270,24005440701,1400000US24005440701,3,three,454,0.182549256,0.77402493,0.591475856,0.774025057
140,24,5,440701,505,270,24005440701,1400000US24005440701,4,four,316,0.127060716,0.901085645,0.774025057,0.901085706
140,24,5,440701,505,270,24005440701,1400000US24005440701,5,five,152,0.061117813,0.962203458,0.901085706,0.962203479
140,24,5,440701,505,270,24005440701,1400000US24005440701,6,six,53,0.021310816,0.983514274,0.962203479,0.983514291
140,24,5,440701,505,270,24005440701,1400000US24005440701,7,sevenPlus,41,0.016485726,1,0.983514291,1
140,24,5,440702,505,271,24005440702,1400000US24005440702,0,Total,2316,0,0,0,0
140,24,5,440702,505,271,24005440702,1400000US24005440702,1,one,783,0.338082902,0.338082902,0,0.33808325
140,24,5,440702,505,271,24005440702,1400000US24005440702,2,two,808,0.348877375,0.686960276,0.33808325,0.686960428
140,24,5,440702,505,271,24005440702,1400000US24005440702,3,three,351,0.151554404,0.83851468,0.686960428,0.838514777
140,24,5,440702,505,271,24005440702,1400000US24005440702,4,four,224,0.09671848,0.935233161,0.838514777,0.935233203
140,24,5,440702,505,271,24005440702,1400000US24005440702,5,five,99,0.042746114,0.977979275,0.935233203,0.97797929
140,24,5,440702,505,271,24005440702,1400000US24005440702,6,six,35,0.015112263,0.993091537,0.97797929,0.993091544
140,24,5,440702,505,271,24005440702,1400000US24005440702,7,sevenPlus,16,0.006908463,1,0.993091544,1
140,24,5,440800,505,272,24005440800,1400000US24005440800,0,Total,1172,0,0,0,0
140,24,5,440800,505,272,24005440800,1400000US24005440800,1,one,357,0.304607509,0.304607509,0,0.304607831
140,24,5,440800,505,272,24005440800,1400000US24005440800,2,two,378,0.322525597,0.627133106,0.304607831,0.627133278
140,24,5,440800,505,272,24005440800,1400000US24005440800,3,three,202,0.172354949,0.799488055,0.627133278,0.799488166
140,24,5,440800,505,272,24005440800,1400000US24005440800,4,four,130,0.110921502,0.910409556,0.799488166,0.910409613
140,24,5,440800,505,272,24005440800,1400000US24005440800,5,five,66,0.056313993,0.966723549,0.910409613,0.966723569
140,24,5,440800,505,272,24005440800,1400000US24005440800,6,six,23,0.019624573,0.986348123,0.966723569,0.986348137
140,24,5,440800,505,272,24005440800,1400000US24005440800,7,sevenPlus,16,0.013651877,1,0.986348137,1
140,24,5,440900,505,273,24005440900,1400000US24005440900,0,Total,1364,0,0,0,0
140,24,5,440900,505,273,24005440900,1400000US24005440900,1,one,392,0.287390029,0.287390029,0,0.287390345
140,24,5,440900,505,273,24005440900,1400000US24005440900,2,two,431,0.315982405,0.603372434,0.287390345,0.603372615
140,24,5,440900,505,273,24005440900,1400000US24005440900,3,three,247,0.181085044,0.784457478,0.603372615,0.784457584
140,24,5,440900,505,273,24005440900,1400000US24005440900,4,four,144,0.105571848,0.890029326,0.784457584,0.890029388
140,24,5,440900,505,273,24005440900,1400000US24005440900,5,five,85,0.062316716,0.952346041,0.890029388,0.952346071
140,24,5,440900,505,273,24005440900,1400000US24005440900,6,six,41,0.030058651,0.982404692,0.952346071,0.98240471
140,24,5,440900,505,273,24005440900,1400000US24005440900,7,sevenPlus,24,0.017595308,1,0.98240471,1
140,24,5,441000,505,274,24005441000,1400000US24005441000,0,Total,1203,0,0,0,0
140,24,5,441000,505,274,24005441000,1400000US24005441000,1,one,199,0.165419784,0.165419784,0,0.165420047
140,24,5,441000,505,274,24005441000,1400000US24005441000,2,two,316,0.262676642,0.428096426,0.165420047,0.428096623
140,24,5,441000,505,274,24005441000,1400000US24005441000,3,three,237,0.197007481,0.625103907,0.428096623,0.625104097
140,24,5,441000,505,274,24005441000,1400000US24005441000,4,four,229,0.19035744,0.815461347,0.625104097,0.815461453
140,24,5,441000,505,274,24005441000,1400000US24005441000,5,five,128,0.106400665,0.921862012,0.815461453,0.921862063
140,24,5,441000,505,274,24005441000,1400000US24005441000,6,six,62,0.051537822,0.973399834,0.921862063,0.97339986
140,24,5,441000,505,274,24005441000,1400000US24005441000,7,sevenPlus,32,0.026600166,1,0.97339986,1
140,24,5,441101,505,275,24005441101,1400000US24005441101,0,Total,854,0,0,0,0
140,24,5,441101,505,275,24005441101,1400000US24005441101,1,one,201,0.235362998,0.235362998,0,0.235363386
140,24,5,441101,505,275,24005441101,1400000US24005441101,2,two,332,0.388758782,0.62412178,0.235363386,0.62412195
140,24,5,441101,505,275,24005441101,1400000US24005441101,3,three,145,0.169789227,0.793911007,0.62412195,0.793911125
140,24,5,441101,505,275,24005441101,1400000US24005441101,4,four,101,0.118266979,0.912177986,0.793911125,0.912178029
140,24,5,441101,505,275,24005441101,1400000US24005441101,5,five,37,0.043325527,0.955503513,0.912178029,0.955503533
140,24,5,441101,505,275,24005441101,1400000US24005441101,6,six,17,0.019906323,0.975409836,0.955503533,0.975409861
140,24,5,441101,505,275,24005441101,1400000US24005441101,7,sevenPlus,21,0.024590164,1,0.975409861,1
140,24,5,441102,505,276,24005441102,1400000US24005441102,0,Total,1833,0,0,0,0
140,24,5,441102,505,276,24005441102,1400000US24005441102,1,one,470,0.256410256,0.256410256,0,0.256410584
140,24,5,441102,505,276,24005441102,1400000US24005441102,2,two,601,0.327877796,0.584288052,0.256410584,0.584288215
140,24,5,441102,505,276,24005441102,1400000US24005441102,3,three,298,0.162575014,0.746863066,0.584288215,0.746863199
140,24,5,441102,505,276,24005441102,1400000US24005441102,4,four,243,0.132569558,0.879432624,0.746863199,0.879432684
140,24,5,441102,505,276,24005441102,1400000US24005441102,5,five,109,0.059465357,0.938897981,0.879432684,0.938898016
140,24,5,441102,505,276,24005441102,1400000US24005441102,6,six,63,0.034369885,0.973267867,0.938898016,0.973267894
140,24,5,441102,505,276,24005441102,1400000US24005441102,7,sevenPlus,49,0.026732133,1,0.973267894,1
140,24,5,450100,505,277,24005450100,1400000US24005450100,0,Total,1565,0,0,0,0
140,24,5,450100,505,277,24005450100,1400000US24005450100,1,one,467,0.298402556,0.298402556,0,0.298402854
140,24,5,450100,505,277,24005450100,1400000US24005450100,2,two,466,0.297763578,0.596166134,0.298402854,0.596166293
140,24,5,450100,505,277,24005450100,1400000US24005450100,3,three,248,0.158466454,0.754632588,0.596166293,0.754632713
140,24,5,450100,505,277,24005450100,1400000US24005450100,4,four,196,0.125239617,0.879872204,0.754632713,0.879872268
140,24,5,450100,505,277,24005450100,1400000US24005450100,5,five,99,0.063258786,0.94313099,0.879872268,0.943131017
140,24,5,450100,505,277,24005450100,1400000US24005450100,6,six,42,0.026837061,0.969968051,0.943131017,0.969968081
140,24,5,450100,505,277,24005450100,1400000US24005450100,7,sevenPlus,47,0.030031949,1,0.969968081,1
140,24,5,450200,506,278,24005450200,1400000US24005450200,0,Total,1322,0,0,0,0
140,24,5,450200,506,278,24005450200,1400000US24005450200,1,one,316,0.23903177,0.23903177,0,0.239032104
140,24,5,450200,506,278,24005450200,1400000US24005450200,2,two,442,0.334341906,0.573373676,0.239032104,0.573373862
140,24,5,450200,506,278,24005450200,1400000US24005450200,3,three,245,0.185325265,0.758698941,0.573373862,0.75869908
140,24,5,450200,506,278,24005450200,1400000US24005450200,4,four,184,0.139183056,0.897881997,0.75869908,0.89788206
140,24,5,450200,506,278,24005450200,1400000US24005450200,5,five,83,0.062783661,0.960665658,0.89788206,0.960665677
140,24,5,450200,506,278,24005450200,1400000US24005450200,6,six,25,0.018910741,0.979576399,0.960665677,0.97957642
140,24,5,450200,506,278,24005450200,1400000US24005450200,7,sevenPlus,27,0.020423601,1,0.97957642,1
140,24,5,450300,506,279,24005450300,1400000US24005450300,0,Total,1396,0,0,0,0
140,24,5,450300,506,279,24005450300,1400000US24005450300,1,one,432,0.309455587,0.309455587,0,0.309455893
140,24,5,450300,506,279,24005450300,1400000US24005450300,2,two,427,0.305873926,0.615329513,0.309455893,0.615329664
140,24,5,450300,506,279,24005450300,1400000US24005450300,3,three,211,0.151146132,0.766475645,0.615329664,0.766475768
140,24,5,450300,506,279,24005450300,1400000US24005450300,4,four,172,0.123209169,0.889684814,0.766475768,0.889684878
140,24,5,450300,506,279,24005450300,1400000US24005450300,5,five,90,0.064469914,0.954154728,0.889684878,0.954154754
140,24,5,450300,506,279,24005450300,1400000US24005450300,6,six,36,0.025787966,0.979942693,0.954154754,0.979942713
140,24,5,450300,506,279,24005450300,1400000US24005450300,7,sevenPlus,28,0.020057307,1,0.979942713,1
140,24,5,450400,506,280,24005450400,1400000US24005450400,0,Total,820,0,0,0,0
140,24,5,450400,506,280,24005450400,1400000US24005450400,1,one,209,0.254878049,0.254878049,0,0.254878371
140,24,5,450400,506,280,24005450400,1400000US24005450400,2,two,264,0.32195122,0.576829268,0.254878371,0.576829454
140,24,5,450400,506,280,24005450400,1400000US24005450400,3,three,152,0.185365854,0.762195122,0.576829454,0.762195235
140,24,5,450400,506,280,24005450400,1400000US24005450400,4,four,93,0.113414634,0.875609756,0.762195235,0.875609829
140,24,5,450400,506,280,24005450400,1400000US24005450400,5,five,60,0.073170732,0.948780488,0.875609829,0.94878051
140,24,5,450400,506,280,24005450400,1400000US24005450400,6,six,18,0.02195122,0.970731707,0.94878051,0.970731737
140,24,5,450400,506,280,24005450400,1400000US24005450400,7,sevenPlus,24,0.029268293,1,0.970731737,1
140,24,5,450501,506,281,24005450501,1400000US24005450501,0,Total,1758,0,0,0,0
140,24,5,450501,506,281,24005450501,1400000US24005450501,1,one,572,0.325369738,0.325369738,0,0.325370068
140,24,5,450501,506,281,24005450501,1400000US24005450501,2,two,579,0.329351536,0.654721274,0.325370068,0.654721444
140,24,5,450501,506,281,24005450501,1400000US24005450501,3,three,298,0.169510808,0.824232082,0.654721444,0.824232175
140,24,5,450501,506,281,24005450501,1400000US24005450501,4,four,164,0.093287827,0.917519909,0.824232175,0.917519957
140,24,5,450501,506,281,24005450501,1400000US24005450501,5,five,85,0.048350398,0.965870307,0.917519957,0.965870324
140,24,5,450501,506,281,24005450501,1400000US24005450501,6,six,30,0.017064846,0.982935154,0.965870324,0.982935171
140,24,5,450501,506,281,24005450501,1400000US24005450501,7,sevenPlus,30,0.017064846,1,0.982935171,1
140,24,5,450503,506,282,24005450503,1400000US24005450503,0,Total,2187,0,0,0,0
140,24,5,450503,506,282,24005450503,1400000US24005450503,1,one,585,0.267489712,0.267489712,0,0.267489971
140,24,5,450503,506,282,24005450503,1400000US24005450503,2,two,566,0.258802012,0.526291724,0.267489971,0.526291924
140,24,5,450503,506,282,24005450503,1400000US24005450503,3,three,437,0.199817101,0.726108825,0.526291924,0.726108979
140,24,5,450503,506,282,24005450503,1400000US24005450503,4,four,338,0.154549611,0.880658436,0.726108979,0.880658499
140,24,5,450503,506,282,24005450503,1400000US24005450503,5,five,137,0.06264289,0.943301326,0.880658499,0.943301357
140,24,5,450503,506,282,24005450503,1400000US24005450503,6,six,68,0.031092821,0.974394147,0.943301357,0.974394173
140,24,5,450503,506,282,24005450503,1400000US24005450503,7,sevenPlus,56,0.025605853,1,0.974394173,1
140,24,5,450504,506,283,24005450504,1400000US24005450504,0,Total,2586,0,0,0,0
140,24,5,450504,506,283,24005450504,1400000US24005450504,1,one,991,0.383217324,0.383217324,0,0.383217604
140,24,5,450504,506,283,24005450504,1400000US24005450504,2,two,725,0.280355762,0.663573086,0.383217604,0.663573257
140,24,5,450504,506,283,24005450504,1400000US24005450504,3,three,442,0.17092034,0.834493426,0.663573257,0.834493531
140,24,5,450504,506,283,24005450504,1400000US24005450504,4,four,271,0.10479505,0.939288476,0.834493531,0.939288517
140,24,5,450504,506,283,24005450504,1400000US24005450504,5,five,105,0.040603248,0.979891725,0.939288517,0.979891737
140,24,5,450504,506,283,24005450504,1400000US24005450504,6,six,32,0.012374323,0.992266048,0.979891737,0.992266056
140,24,5,450504,506,283,24005450504,1400000US24005450504,7,sevenPlus,20,0.007733952,1,0.992266056,1
140,24,5,450800,506,284,24005450800,1400000US24005450800,0,Total,1642,0,0,0,0
140,24,5,450800,506,284,24005450800,1400000US24005450800,1,one,674,0.41047503,0.41047503,0,0.410475287
140,24,5,450800,506,284,24005450800,1400000US24005450800,2,two,422,0.257003654,0.667478685,0.410475287,0.667478836
140,24,5,450800,506,284,24005450800,1400000US24005450800,3,three,248,0.151035323,0.818514007,0.667478836,0.818514113
140,24,5,450800,506,284,24005450800,1400000US24005450800,4,four,173,0.105359318,0.923873325,0.818514113,0.92387337
140,24,5,450800,506,284,24005450800,1400000US24005450800,5,five,74,0.045066991,0.968940317,0.92387337,0.968940334
