"","SUMLEV","STATE","COUNTY","TRACT","PUMA","CenTrN","GEOID10","AFFGEOID10","CLASS","HUPACLEVEL","HUPAC","DIS","CDF","Range0","Range1"
"693",140,24,5,401101,507,139,"24005401101","1400000US24005401101",2,"X6to17",478,0.206034482758621,0.271120689655172,0.0650864129310344,0.271120781465517
"694",140,24,5,401101,507,139,"24005401101","1400000US24005401101",3,"Und6and6to17",213,0.0918103448275862,0.362931034482759,0.271120781465517,0.362931671551724
"695",140,24,5,401101,507,139,"24005401101","1400000US24005401101",4,"NoChild",1478,0.637068965517241,1,0.362931671551724,1
"696",140,24,5,401102,507,140,"24005401102","1400000US24005401102",0,"Total",457,0,0,0,0
"697",140,24,5,401102,507,140,"24005401102","1400000US24005401102",1,"Under6",31,0.0678336980306346,0.0678336980306347,0,0.0678338205689279
"698",140,24,5,401102,507,140,"24005401102","1400000US24005401102",2,"X6to17",56,0.12253829321663,0.190371991247265,0.0678338205689279,0.190372032822757
"699",140,24,5,401102,507,140,"24005401102","1400000US24005401102",3,"Und6and6to17",19,0.0415754923413567,0.231947483588621,0.190372032822757,0.231948251641138
"700",140,24,5,401102,507,140,"24005401102","1400000US24005401102",4,"NoChild",351,0.768052516411379,1,0.231948251641138,1
"701",140,24,5,401200,503,141,"24005401200","1400000US24005401200",0,"Total",1180,0,0,0,0
"702",140,24,5,401200,503,141,"24005401200","1400000US24005401200",1,"Under6",90,0.076271186440678,0.076271186440678,0,0.0762714169491526
"703",140,24,5,401200,503,141,"24005401200","1400000US24005401200",2,"X6to17",272,0.230508474576271,0.306779661016949,0.0762714169491526,0.306779737288136
"704",140,24,5,401200,503,141,"24005401200","1400000US24005401200",3,"Und6and6to17",90,0.076271186440678,0.383050847457627,0.306779737288136,0.38305146440678
"705",140,24,5,401200,503,141,"24005401200","1400000US24005401200",4,"NoChild",728,0.616949152542373,1,0.38305146440678,1
"706",140,24,5,401301,507,142,"24005401301","1400000US24005401301",0,"Total",1404,0,0,0,0
"707",140,24,5,401301,507,142,"24005401301","1400000US24005401301",1,"Under6",107,0.0762108262108262,0.0762108262108263,0,0.0762110776353277
"708",140,24,5,401301,507,142,"24005401301","1400000US24005401301",2,"X6to17",353,0.251424501424501,0.327635327635328,0.0762110776353277,0.327635405270655
"709",140,24,5,401301,507,142,"24005401301","1400000US24005401301",3,"Und6and6to17",109,0.0776353276353276,0.405270655270655,0.327635405270655,0.40527125
"710",140,24,5,401301,507,142,"24005401301","1400000US24005401301",4,"NoChild",835,0.594729344729345,1,0.40527125,1
"711",140,24,5,401302,507,143,"24005401302","1400000US24005401302",0,"Total",1230,0,0,0,0
"712",140,24,5,401302,507,143,"24005401302","1400000US24005401302",1,"Under6",71,0.0577235772357724,0.0577235772357723,0,0.0577237487804877
"713",140,24,5,401302,507,143,"24005401302","1400000US24005401302",2,"X6to17",211,0.171544715447154,0.229268292682927,0.0577237487804877,0.229268341463415
"714",140,24,5,401302,507,143,"24005401302","1400000US24005401302",3,"Und6and6to17",60,0.0487804878048781,0.278048780487805,0.229268341463415,0.278049502439024
"715",140,24,5,401302,507,143,"24005401302","1400000US24005401302",4,"NoChild",888,0.721951219512195,1,0.278049502439024,1
"716",140,24,5,401400,507,144,"24005401400","1400000US24005401400",0,"Total",569,0,0,0,0
"717",140,24,5,401400,507,144,"24005401400","1400000US24005401400",1,"Under6",41,0.0720562390158172,0.0720562390158173,0,0.0720564376098419
"718",140,24,5,401400,507,144,"24005401400","1400000US24005401400",2,"X6to17",113,0.198594024604569,0.270650263620387,0.0720564376098419,0.270650332161687
"719",140,24,5,401400,507,144,"24005401400","1400000US24005401400",3,"Und6and6to17",39,0.0685413005272408,0.339191564147628,0.270650332161687,0.339192224956063
"720",140,24,5,401400,507,144,"24005401400","1400000US24005401400",4,"NoChild",376,0.660808435852373,1,0.339192224956063,1
"721",140,24,5,401503,507,145,"24005401503","1400000US24005401503",0,"Total",2665,0,0,0,0
"722",140,24,5,401503,507,145,"24005401503","1400000US24005401503",1,"Under6",180,0.0675422138836773,0.0675422138836772,0,0.0675423947467166
"723",140,24,5,401503,507,145,"24005401503","1400000US24005401503",2,"X6to17",482,0.180863039399625,0.248405253283302,0.0675423947467166,0.248405300187617
"724",140,24,5,401503,507,145,"24005401503","1400000US24005401503",3,"Und6and6to17",125,0.0469043151969981,0.2953095684803,0.248405300187617,0.295310273170732
"725",140,24,5,401503,507,145,"24005401503","1400000US24005401503",4,"NoChild",1878,0.7046904315197,1,0.295310273170732,1
"726",140,24,5,401504,507,146,"24005401504","1400000US24005401504",0,"Total",2153,0,0,0,0
"727",140,24,5,401504,507,146,"24005401504","1400000US24005401504",1,"Under6",157,0.0729215048769159,0.0729215048769158,0,0.0729216758012075
"728",140,24,5,401504,507,146,"24005401504","1400000US24005401504",2,"X6to17",368,0.170924291686019,0.243845796562935,0.0729216758012075,0.243845862517418
"729",140,24,5,401504,507,146,"24005401504","1400000US24005401504",3,"Und6and6to17",142,0.0659544821179749,0.30980027868091,0.243845862517418,0.309800968880632
"730",140,24,5,401504,507,146,"24005401504","1400000US24005401504",4,"NoChild",1486,0.69019972131909,1,0.309800968880632,1
"731",140,24,5,401505,507,147,"24005401505","1400000US24005401505",0,"Total",1568,0,0,0,0
"732",140,24,5,401505,507,147,"24005401505","1400000US24005401505",1,"Under6",79,0.0503826530612245,0.0503826530612246,0,0.0503827978316327
"733",140,24,5,401505,507,147,"24005401505","1400000US24005401505",2,"X6to17",227,0.144770408163265,0.19515306122449,0.0503827978316327,0.195153120535714
"734",140,24,5,401505,507,147,"24005401505","1400000US24005401505",3,"Und6and6to17",93,0.0593112244897959,0.254464285714286,0.195153120535714,0.25446503125
"735",140,24,5,401505,507,147,"24005401505","1400000US24005401505",4,"NoChild",1169,0.745535714285714,1,0.25446503125,1
"736",140,24,5,401506,507,148,"24005401506","1400000US24005401506",0,"Total",1751,0,0,0,0
"737",140,24,5,401506,507,148,"24005401506","1400000US24005401506",1,"Under6",200,0.114220445459737,0.114220445459737,0,0.114220645345517
"738",140,24,5,401506,507,148,"24005401506","1400000US24005401506",2,"X6to17",350,0.19988577955454,0.314106225014278,0.114220645345517,0.314106311250714
"739",140,24,5,401506,507,148,"24005401506","1400000US24005401506",3,"Und6and6to17",151,0.0862364363221017,0.400342661336379,0.314106311250714,0.400343260993718
"740",140,24,5,401506,507,148,"24005401506","1400000US24005401506",4,"NoChild",1050,0.599657338663621,1,0.400343260993718,1
"741",140,24,5,401507,507,149,"24005401507","1400000US24005401507",0,"Total",2023,0,0,0,0
"742",140,24,5,401507,507,149,"24005401507","1400000US24005401507",1,"Under6",207,0.102323282254078,0.102323282254078,0,0.102323447849728
"743",140,24,5,401507,507,149,"24005401507","1400000US24005401507",2,"X6to17",335,0.165595650024716,0.267918932278794,0.102323447849728,0.267919011369254
"744",140,24,5,401507,507,149,"24005401507","1400000US24005401507",3,"Und6and6to17",160,0.0790904597132971,0.347009391992091,0.267919011369254,0.347010044982699
"745",140,24,5,401507,507,149,"24005401507","1400000US24005401507",4,"NoChild",1321,0.652990608007909,1,0.347010044982699,1
"746",140,24,5,402201,501,150,"24005402201","1400000US24005402201",0,"Total",1079,0,0,0,0
"747",140,24,5,402201,501,150,"24005402201","1400000US24005402201",1,"Under6",68,0.0630213160333642,0.0630213160333641,0,0.0630215180722891
"748",140,24,5,402201,501,150,"24005402201","1400000US24005402201",2,"X6to17",218,0.202038924930491,0.265060240963855,0.0630215180722891,0.265060291010195
"749",140,24,5,402201,501,150,"24005402201","1400000US24005402201",3,"Und6and6to17",54,0.0500463392029657,0.315106580166821,0.265060291010195,0.315107265060241
"750",140,24,5,402201,501,150,"24005402201","1400000US24005402201",4,"NoChild",739,0.684893419833179,1,0.315107265060241,1
"751",140,24,5,402202,501,151,"24005402202","1400000US24005402202",0,"Total",614,0,0,0,0
"752",140,24,5,402202,501,151,"24005402202","1400000US24005402202",1,"Under6",35,0.0570032573289902,0.0570032573289903,0,0.0570034609120521
"753",140,24,5,402202,501,151,"24005402202","1400000US24005402202",2,"X6to17",125,0.203583061889251,0.260586319218241,0.0570034609120521,0.260586385993485
"754",140,24,5,402202,501,151,"24005402202","1400000US24005402202",3,"Und6and6to17",41,0.0667752442996743,0.327361563517915,0.260586385993485,0.327362236156352
"755",140,24,5,402202,501,151,"24005402202","1400000US24005402202",4,"NoChild",413,0.672638436482085,1,0.327362236156352,1
"756",140,24,5,402302,502,152,"24005402302","1400000US24005402302",0,"Total",1734,0,0,0,0
"757",140,24,5,402302,502,152,"24005402302","1400000US24005402302",1,"Under6",138,0.0795847750865052,0.0795847750865053,0,0.0795850357554788
"758",140,24,5,402302,502,152,"24005402302","1400000US24005402302",2,"X6to17",452,0.260668973471742,0.340253748558247,0.0795850357554788,0.340253842560554
"759",140,24,5,402302,502,152,"24005402302","1400000US24005402302",3,"Und6and6to17",163,0.094002306805075,0.434256055363322,0.340253842560554,0.434256621107266
"760",140,24,5,402302,502,152,"24005402302","1400000US24005402302",4,"NoChild",981,0.565743944636678,1,0.434256621107266,1
"761",140,24,5,402303,502,153,"24005402303","1400000US24005402303",0,"Total",2471,0,0,0,0
"762",140,24,5,402303,502,153,"24005402303","1400000US24005402303",1,"Under6",180,0.0728450020234723,0.0728450020234723,0,0.0728451950627277
"763",140,24,5,402303,502,153,"24005402303","1400000US24005402303",2,"X6to17",477,0.193039255362202,0.265884257385674,0.0728451950627277,0.265884320518009
"764",140,24,5,402303,502,153,"24005402303","1400000US24005402303",3,"Und6and6to17",156,0.0631323350870093,0.329016592472683,0.265884320518009,0.329017263456091
"765",140,24,5,402303,502,153,"24005402303","1400000US24005402303",4,"NoChild",1658,0.670983407527317,1,0.329017263456091,1
"766",140,24,5,402304,503,154,"24005402304","1400000US24005402304",0,"Total",1364,0,0,0,0
"767",140,24,5,402304,503,154,"24005402304","1400000US24005402304",1,"Under6",83,0.0608504398826979,0.0608504398826979,0,0.0608506348973607
"768",140,24,5,402304,503,154,"24005402304","1400000US24005402304",2,"X6to17",266,0.195014662756598,0.255865102639296,0.0608506348973607,0.25586516202346
"769",140,24,5,402304,503,154,"24005402304","1400000US24005402304",3,"Und6and6to17",81,0.0593841642228739,0.31524926686217,0.25586516202346,0.315249951612903
"770",140,24,5,402304,503,154,"24005402304","1400000US24005402304",4,"NoChild",934,0.68475073313783,1,0.315249951612903,1
"771",140,24,5,402305,503,155,"24005402305","1400000US24005402305",0,"Total",773,0,0,0,0
"772",140,24,5,402305,503,155,"24005402305","1400000US24005402305",1,"Under6",69,0.0892626131953428,0.0892626131953429,0,0.0892627671410091
"773",140,24,5,402305,503,155,"24005402305","1400000US24005402305",2,"X6to17",119,0.153945666235446,0.243208279430789,0.0892627671410091,0.243208373868046
"774",140,24,5,402305,503,155,"24005402305","1400000US24005402305",3,"Und6and6to17",73,0.0944372574385511,0.33764553686934,0.243208373868046,0.337646199223803
"775",140,24,5,402305,503,155,"24005402305","1400000US24005402305",4,"NoChild",512,0.66235446313066,1,0.337646199223803,1
"776",140,24,5,402306,502,156,"24005402306","1400000US24005402306",0,"Total",1559,0,0,0,0
"777",140,24,5,402306,502,156,"24005402306","1400000US24005402306",1,"Under6",147,0.0942912123155869,0.094291212315587,0,0.0942913822963439
"778",140,24,5,402306,502,156,"24005402306","1400000US24005402306",2,"X6to17",265,0.169980756895446,0.264271969211033,0.0942913822963439,0.264272048107761
"779",140,24,5,402306,502,156,"24005402306","1400000US24005402306",3,"Und6and6to17",123,0.0788967286722258,0.343168697883258,0.264272048107761,0.343169354714561
"780",140,24,5,402306,502,156,"24005402306","1400000US24005402306",4,"NoChild",1024,0.656831302116741,1,0.343169354714561,1
"781",140,24,5,402307,502,157,"24005402307","1400000US24005402307",0,"Total",2441,0,0,0,0
"782",140,24,5,402307,502,157,"24005402307","1400000US24005402307",1,"Under6",240,0.0983203605079885,0.0983203605079885,0,0.0983205358459648
"783",140,24,5,402307,502,157,"24005402307","1400000US24005402307",2,"X6to17",428,0.175337976239246,0.273658336747235,0.0983205358459648,0.273658406390823
"784",140,24,5,402307,502,157,"24005402307","1400000US24005402307",3,"Und6and6to17",170,0.0696435886931585,0.343301925440393,0.273658406390823,0.343302582138468
"785",140,24,5,402307,502,157,"24005402307","1400000US24005402307",4,"NoChild",1603,0.656698074559607,1,0.343302582138468,1
"786",140,24,5,402403,503,158,"24005402403","1400000US24005402403",0,"Total",833,0,0,0,0
"787",140,24,5,402403,503,158,"24005402403","1400000US24005402403",1,"Under6",48,0.0576230492196879,0.0576230492196879,0,0.0576232629051621
"788",140,24,5,402403,503,158,"24005402403","1400000US24005402403",2,"X6to17",178,0.213685474189676,0.271308523409364,0.0576232629051621,0.271308597839136
"789",140,24,5,402403,503,158,"24005402403","1400000US24005402403",3,"Und6and6to17",62,0.0744297719087635,0.345738295318127,0.271308597839136,0.345738949579832
"790",140,24,5,402403,503,158,"24005402403","1400000US24005402403",4,"NoChild",545,0.654261704681873,1,0.345738949579832,1
"791",140,24,5,402404,503,159,"24005402404","1400000US24005402404",0,"Total",2134,0,0,0,0
"792",140,24,5,402404,503,159,"24005402404","1400000US24005402404",1,"Under6",207,0.0970009372071228,0.0970009372071228,0,0.0970011152764761
"793",140,24,5,402404,503,159,"24005402404","1400000US24005402404",2,"X6to17",380,0.178069353327085,0.275070290534208,0.0970011152764761,0.275070362230553
"794",140,24,5,402404,503,159,"24005402404","1400000US24005402404",3,"Und6and6to17",153,0.0716963448922212,0.346766635426429,0.275070362230553,0.346767288659794
"795",140,24,5,402404,503,159,"24005402404","1400000US24005402404",4,"NoChild",1394,0.653233364573571,1,0.346767288659794,1
"796",140,24,5,402405,503,160,"24005402405","1400000US24005402405",0,"Total",1365,0,0,0,0
"797",140,24,5,402405,503,160,"24005402405","1400000US24005402405",1,"Under6",111,0.0813186813186813,0.0813186813186813,0,0.0813188630036629
"798",140,24,5,402405,503,160,"24005402405","1400000US24005402405",2,"X6to17",248,0.181684981684982,0.263003663003663,0.0813188630036629,0.263003731135531
"799",140,24,5,402405,503,160,"24005402405","1400000US24005402405",3,"Und6and6to17",93,0.0681318681318681,0.331135531135531,0.263003731135531,0.3311362
"800",140,24,5,402405,503,160,"24005402405","1400000US24005402405",4,"NoChild",913,0.668864468864469,1,0.3311362,1
"801",140,24,5,402406,502,161,"24005402406","1400000US24005402406",0,"Total",2673,0,0,0,0
"802",140,24,5,402406,502,161,"24005402406","1400000US24005402406",1,"Under6",281,0.10512532734755,0.10512532734755,0,0.10512554657688
"803",140,24,5,402406,502,161,"24005402406","1400000US24005402406",2,"X6to17",586,0.219229330340441,0.324354657687991,0.10512554657688,0.324354751589974
"804",140,24,5,402406,502,161,"24005402406","1400000US24005402406",3,"Und6and6to17",251,0.0939019827908717,0.418256640478863,0.324354751589974,0.418257222222222
"805",140,24,5,402406,502,161,"24005402406","1400000US24005402406",4,"NoChild",1555,0.581743359521137,1,0.418257222222222,1
"806",140,24,5,402407,502,162,"24005402407","1400000US24005402407",0,"Total",567,0,0,0,0
"807",140,24,5,402407,502,162,"24005402407","1400000US24005402407",1,"Under6",53,0.0934744268077601,0.0934744268077601,0,0.0934745890652557
"808",140,24,5,402407,502,162,"24005402407","1400000US24005402407",2,"X6to17",92,0.162257495590829,0.255731922398589,0.0934745890652557,0.255732003527337
"809",140,24,5,402407,502,162,"24005402407","1400000US24005402407",3,"Und6and6to17",46,0.0811287477954145,0.336860670194004,0.255732003527337,0.336861333333333
"810",140,24,5,402407,502,162,"24005402407","1400000US24005402407",4,"NoChild",376,0.663139329805996,1,0.336861333333333,1
"811",140,24,5,402503,501,163,"24005402503","1400000US24005402503",0,"Total",1784,0,0,0,0
"812",140,24,5,402503,501,163,"24005402503","1400000US24005402503",1,"Under6",152,0.0852017937219731,0.0852017937219731,0,0.0852019876681615
"813",140,24,5,402503,501,163,"24005402503","1400000US24005402503",2,"X6to17",346,0.193946188340807,0.27914798206278,0.0852019876681615,0.279148064461883
"814",140,24,5,402503,501,163,"24005402503","1400000US24005402503",3,"Und6and6to17",147,0.0823991031390135,0.361547085201794,0.279148064461883,0.361547723654708
"815",140,24,5,402503,501,163,"24005402503","1400000US24005402503",4,"NoChild",1139,0.638452914798206,1,0.361547723654708,1
"816",140,24,5,402504,501,164,"24005402504","1400000US24005402504",0,"Total",1491,0,0,0,0
"817",140,24,5,402504,501,164,"24005402504","1400000US24005402504",1,"Under6",100,0.0670690811535882,0.0670690811535881,0,0.0670693279678068
"818",140,24,5,402504,501,164,"24005402504","1400000US24005402504",2,"X6to17",368,0.246814218645205,0.313883299798793,0.0670693279678068,0.313883372904091
"819",140,24,5,402504,501,164,"24005402504","1400000US24005402504",3,"Und6and6to17",109,0.0731052984574111,0.386988598256204,0.313883372904091,0.386989211267606
"820",140,24,5,402504,501,164,"24005402504","1400000US24005402504",4,"NoChild",914,0.613011401743796,1,0.386989211267606,1
"821",140,24,5,402505,502,165,"24005402505","1400000US24005402505",0,"Total",1325,0,0,0,0
"822",140,24,5,402505,502,165,"24005402505","1400000US24005402505",1,"Under6",98,0.0739622641509434,0.0739622641509434,0,0.0739624679245283
"823",140,24,5,402505,502,165,"24005402505","1400000US24005402505",2,"X6to17",270,0.20377358490566,0.277735849056604,0.0739624679245283,0.277735925283019
"824",140,24,5,402505,502,165,"24005402505","1400000US24005402505",3,"Und6and6to17",101,0.0762264150943396,0.353962264150943,0.277735925283019,0.353962910188679
"825",140,24,5,402505,502,165,"24005402505","1400000US24005402505",4,"NoChild",856,0.646037735849057,1,0.353962910188679,1
"826",140,24,5,402506,502,166,"24005402506","1400000US24005402506",0,"Total",1461,0,0,0,0
"827",140,24,5,402506,502,166,"24005402506","1400000US24005402506",1,"Under6",106,0.0725530458590007,0.0725530458590007,0,0.0725532915811088
"828",140,24,5,402506,502,166,"24005402506","1400000US24005402506",2,"X6to17",359,0.245722108145106,0.318275154004107,0.0725532915811088,0.318275233401779
"829",140,24,5,402506,502,166,"24005402506","1400000US24005402506",3,"Und6and6to17",116,0.0793976728268309,0.397672826830938,0.318275233401779,0.397673429158111
"830",140,24,5,402506,502,166,"24005402506","1400000US24005402506",4,"NoChild",880,0.602327173169062,1,0.397673429158111,1
"831",140,24,5,402509,502,167,"24005402509","1400000US24005402509",0,"Total",3749,0,0,0,0
"832",140,24,5,402509,502,167,"24005402509","1400000US24005402509",1,"Under6",364,0.0970925580154708,0.0970925580154707,0,0.097092711122966
"833",140,24,5,402509,502,167,"24005402509","1400000US24005402509",2,"X6to17",574,0.153107495332089,0.250200053347559,0.097092711122966,0.250200102160576
"834",140,24,5,402509,502,167,"24005402509","1400000US24005402509",3,"Und6and6to17",183,0.0488130168044812,0.299013070152041,0.250200102160576,0.29901377113897
"835",140,24,5,402509,502,167,"24005402509","1400000US24005402509",4,"NoChild",2628,0.700986929847959,1,0.29901377113897,1
"836",140,24,5,402602,502,168,"24005402602","1400000US24005402602",0,"Total",711,0,0,0,0
"837",140,24,5,402602,502,168,"24005402602","1400000US24005402602",1,"Under6",43,0.060478199718706,0.060478199718706,0,0.0604784430379747
"838",140,24,5,402602,502,168,"24005402602","1400000US24005402602",2,"X6to17",173,0.243319268635724,0.30379746835443,0.0604784430379747,0.303797561181435
"839",140,24,5,402602,502,168,"24005402602","1400000US24005402602",3,"Und6and6to17",66,0.0928270042194093,0.39662447257384,0.303797561181435,0.396625075949367
"840",140,24,5,402602,502,168,"24005402602","1400000US24005402602",4,"NoChild",429,0.60337552742616,1,0.396625075949367,1
"841",140,24,5,402603,502,169,"24005402603","1400000US24005402603",0,"Total",2342,0,0,0,0
"842",140,24,5,402603,502,169,"24005402603","1400000US24005402603",1,"Under6",153,0.0653287788215201,0.06532877882152,0,0.0653289837745516
"843",140,24,5,402603,502,169,"24005402603","1400000US24005402603",2,"X6to17",480,0.204953031596926,0.270281810418446,0.0653289837745516,0.270281871050384
"844",140,24,5,402603,502,169,"24005402603","1400000US24005402603",3,"Und6and6to17",142,0.0606319385140905,0.330913748932536,0.270281871050384,0.330914418018787
"845",140,24,5,402603,502,169,"24005402603","1400000US24005402603",4,"NoChild",1567,0.669086251067464,1,0.330914418018787,1
"846",140,24,5,402604,502,170,"24005402604","1400000US24005402604",0,"Total",2131,0,0,0,0
"847",140,24,5,402604,502,170,"24005402604","1400000US24005402604",1,"Under6",112,0.0525574847489442,0.0525574847489441,0,0.0525577020178319
"848",140,24,5,402604,502,170,"24005402604","1400000US24005402604",2,"X6to17",463,0.217268887846082,0.269826372595026,0.0525577020178319,0.269826439230408
"849",140,24,5,402604,502,170,"24005402604","1400000US24005402604",3,"Und6and6to17",142,0.0666353824495542,0.33646175504458,0.269826439230408,0.336462418582825
"850",140,24,5,402604,502,170,"24005402604","1400000US24005402604",4,"NoChild",1414,0.66353824495542,1,0.336462418582825,1
"851",140,24,5,403100,503,171,"24005403100","1400000US24005403100",0,"Total",915,0,0,0,0
"852",140,24,5,403100,503,171,"24005403100","1400000US24005403100",1,"Under6",30,0.0327868852459016,0.0327868852459017,0,0.0327870590163935
"853",140,24,5,403100,503,171,"24005403100","1400000US24005403100",2,"X6to17",159,0.173770491803279,0.20655737704918,0.0327870590163935,0.206557426229508
"854",140,24,5,403100,503,171,"24005403100","1400000US24005403100",3,"Und6and6to17",45,0.0491803278688525,0.255737704918033,0.206557426229508,0.255738449180328
"855",140,24,5,403100,503,171,"24005403100","1400000US24005403100",4,"NoChild",681,0.744262295081967,1,0.255738449180328,1
"856",140,24,5,403201,503,172,"24005403201","1400000US24005403201",0,"Total",1144,0,0,0,0
"857",140,24,5,403201,503,172,"24005403201","1400000US24005403201",1,"Under6",64,0.0559440559440559,0.055944055944056,0,0.0559442701048952
"858",140,24,5,403201,503,172,"24005403201","1400000US24005403201",2,"X6to17",245,0.214160839160839,0.270104895104895,0.0559442701048952,0.270104956293706
"859",140,24,5,403201,503,172,"24005403201","1400000US24005403201",3,"Und6and6to17",70,0.0611888111888112,0.331293706293706,0.270104956293706,0.331294375
"860",140,24,5,403201,503,172,"24005403201","1400000US24005403201",4,"NoChild",765,0.668706293706294,1,0.331294375,1
"861",140,24,5,403202,503,173,"24005403202","1400000US24005403202",0,"Total",766,0,0,0,0
"862",140,24,5,403202,503,173,"24005403202","1400000US24005403202",1,"Under6",52,0.0678851174934726,0.0678851174934727,0,0.0678853067885119
"863",140,24,5,403202,503,173,"24005403202","1400000US24005403202",2,"X6to17",145,0.189295039164491,0.257180156657963,0.0678853067885119,0.257180218015666
"864",140,24,5,403202,503,173,"24005403202","1400000US24005403202",3,"Und6and6to17",47,0.0613577023498695,0.318537859007833,0.257180218015666,0.318538540469974
"865",140,24,5,403202,503,173,"24005403202","1400000US24005403202",4,"NoChild",522,0.681462140992167,1,0.318538540469974,1
"866",140,24,5,403300,503,174,"24005403300","1400000US24005403300",0,"Total",998,0,0,0,0
"867",140,24,5,403300,503,174,"24005403300","1400000US24005403300",1,"Under6",87,0.0871743486973948,0.0871743486973948,0,0.0871745300601203
"868",140,24,5,403300,503,174,"24005403300","1400000US24005403300",2,"X6to17",181,0.181362725450902,0.268537074148297,0.0871745300601203,0.268537125250501
"869",140,24,5,403300,503,174,"24005403300","1400000US24005403300",3,"Und6and6to17",51,0.0511022044088176,0.319639278557114,0.268537125250501,0.319639958917836
"870",140,24,5,403300,503,174,"24005403300","1400000US24005403300",4,"NoChild",679,0.680360721442886,1,0.319639958917836,1
"871",140,24,5,403401,503,175,"24005403401","1400000US24005403401",0,"Total",1800,0,0,0,0
"872",140,24,5,403401,503,175,"24005403401","1400000US24005403401",1,"Under6",63,0.035,0.0349999999999999,0,0.0350000816666666
"873",140,24,5,403401,503,175,"24005403401","1400000US24005403401",2,"X6to17",147,0.0816666666666667,0.116666666666667,0.0350000816666666,0.116666681666667
"874",140,24,5,403401,503,175,"24005403401","1400000US24005403401",3,"Und6and6to17",27,0.015,0.131666666666667,0.116666681666667,0.131667535
"875",140,24,5,403401,503,175,"24005403401","1400000US24005403401",4,"NoChild",1563,0.868333333333333,1,0.131667535,1
"876",140,24,5,403402,503,176,"24005403402","1400000US24005403402",0,"Total",2050,0,0,0,0
"877",140,24,5,403402,503,176,"24005403402","1400000US24005403402",1,"Under6",115,0.0560975609756098,0.0560975609756098,0,0.0560977058536586
"878",140,24,5,403402,503,176,"24005403402","1400000US24005403402",2,"X6to17",297,0.144878048780488,0.200975609756098,0.0560977058536586,0.200975650731707
"879",140,24,5,403402,503,176,"24005403402","1400000US24005403402",3,"Und6and6to17",84,0.0409756097560976,0.241951219512195,0.200975650731707,0.241951977560976
"880",140,24,5,403402,503,176,"24005403402","1400000US24005403402",4,"NoChild",1554,0.758048780487805,1,0.241951977560976,1
"881",140,24,5,403500,503,177,"24005403500","1400000US24005403500",0,"Total",1760,0,0,0,0
"882",140,24,5,403500,503,177,"24005403500","1400000US24005403500",1,"Under6",156,0.0886363636363636,0.0886363636363636,0,0.0886365306818182
"883",140,24,5,403500,503,177,"24005403500","1400000US24005403500",2,"X6to17",294,0.167045454545455,0.255681818181818,0.0886365306818182,0.25568191875
"884",140,24,5,403500,503,177,"24005403500","1400000US24005403500",3,"Und6and6to17",177,0.100568181818182,0.35625,0.25568191875,0.35625064375
"885",140,24,5,403500,503,177,"24005403500","1400000US24005403500",4,"NoChild",1133,0.64375,1,0.35625064375,1
"886",140,24,5,403601,503,178,"24005403601","1400000US24005403601",0,"Total",1977,0,0,0,0
"887",140,24,5,403601,503,178,"24005403601","1400000US24005403601",1,"Under6",125,0.0632271117855336,0.0632271117855336,0,0.063227277693475
"888",140,24,5,403601,503,178,"24005403601","1400000US24005403601",2,"X6to17",328,0.16590794132524,0.229135053110774,0.063227277693475,0.229135108244815
"889",140,24,5,403601,503,178,"24005403601","1400000US24005403601",3,"Und6and6to17",109,0.0551340414769853,0.284269094587759,0.229135108244815,0.284269810318665
"890",140,24,5,403601,503,178,"24005403601","1400000US24005403601",4,"NoChild",1415,0.715730905412241,1,0.284269810318665,1
"891",140,24,5,403602,503,179,"24005403602","1400000US24005403602",0,"Total",2158,0,0,0,0
"892",140,24,5,403602,503,179,"24005403602","1400000US24005403602",1,"Under6",280,0.129749768303985,0.129749768303985,0,0.129749893419833
"893",140,24,5,403602,503,179,"24005403602","1400000US24005403602",2,"X6to17",270,0.125115848007414,0.254865616311399,0.129749893419833,0.254865686283596
"894",140,24,5,403602,503,179,"24005403602","1400000US24005403602",3,"Und6and6to17",151,0.0699721964782206,0.32483781278962,0.254865686283596,0.324838487951807
"895",140,24,5,403602,503,179,"24005403602","1400000US24005403602",4,"NoChild",1457,0.67516218721038,1,0.324838487951807,1
"896",140,24,5,403701,501,180,"24005403701","1400000US24005403701",0,"Total",3182,0,0,0,0
"897",140,24,5,403701,501,180,"24005403701","1400000US24005403701",1,"Under6",159,0.0499685732243872,0.0499685732243871,0,0.0499687193588937
"898",140,24,5,403701,501,180,"24005403701","1400000US24005403701",2,"X6to17",465,0.146134506599623,0.19610307982401,0.0499687193588937,0.196103111879321
"899",140,24,5,403701,501,180,"24005403701","1400000US24005403701",3,"Und6and6to17",102,0.0320553111250786,0.228158390949089,0.196103111879321,0.228159162790698
"900",140,24,5,403701,501,180,"24005403701","1400000US24005403701",4,"NoChild",2456,0.771841609050911,1,0.228159162790698,1
"901",140,24,5,403702,502,181,"24005403702","1400000US24005403702",0,"Total",2091,0,0,0,0
"902",140,24,5,403702,502,181,"24005403702","1400000US24005403702",1,"Under6",163,0.0779531324725012,0.0779531324725011,0,0.0779532333811573
"903",140,24,5,403702,502,181,"24005403702","1400000US24005403702",2,"X6to17",211,0.100908656145385,0.178861788617886,0.0779532333811573,0.178861837876614
